nfi_plot,DIST_0_1,DIST_1_2,province,DIST_0_1_KM
1087286,766.60045,NA,NT,0.76660045
1355666,401266.87195,NA,BC,401.26687195
963511,89615.11215,NA,NT,89.61511215
1032316,506.306,NA,NT,0.506306
1294041,407100.84088,NA,SK,407.10084087999996
1170251,80029.01407,NA,MB,80.02901407
1252761,397576.18781,NA,SK,397.57618780999996
1294051,408166.69858,NA,SK,408.16669858
1328586,432499.45581,NA,MB,432.49945581000003
1307926,425434.49084,NA,MB,425.43449083999997
916316,9003.56709,NA,PE,9.00356709
