nfi_plot,loc_id,meas_date,meas_num,plot_type,nom_plot_size,meas_plot_size,plot_split,species_smtnum,bindex_stshannon,bindex_steven,bindex_stmargalef,plotbio_smt_stemwood_live,plotbio_smt_stembark_live,plotbio_smt_branches_live,plotbio_smt_foliage_live,plotbio_smt_stemwood_dead,plotbio_smt_stembark_dead,plotbio_smt_branches_dead
1115691,1,2014-JUN-19,0,STC,0.0050,0.0050,N,2,0.52,0.75,0.32,3.65,0.75,1.10,3.42,0.14,0.03,0.04
1121576,0,2001-AUG-21,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,4.76,1.15,6.77,5.80,0.00,0.00,0.00
1121621,0,2001-AUG-24,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,0.66,0.12,0.12,0.17,0.00,0.00,0.00
1121706,0,2001-JUL-18,0,STC,-1.0000,0.0100,F,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1121871,0,2006-AUG-27,0,STS,0.0050,0.0050,F,3,0.63,0.57,0.48,15.84,4.79,10.52,17.35,1.94,0.60,1.15
1121871,1,2012-JUN-09,0,STS,0.0100,0.0100,N,2,0.65,0.93,0.28,7.72,1.33,1.23,2.45,0.93,0.15,0.14
1122121,0,2004-JUL-07,0,STC,0.0050,0.0050,F,2,0.17,0.24,0.31,0.27,0.00,0.31,0.22,5.73,1.07,1.14
1122221,0,2010-JUL-13,0,STC,0.0050,0.0050,N,1,0.00,,0.00,3.85,0.74,1.39,2.94,0.01,0.00,0.00
1122486,1,2013-JUN-30,0,STC,0.0050,0.0050,N,5,0.89,0.55,0.92,18.58,3.40,3.77,8.40,0.55,0.10,0.09
1122556,1,2014-JUN-17,0,STC,0.0050,0.0050,N,3,0.76,0.69,0.83,5.92,1.24,1.76,1.18,1.77,0.32,0.51
1122566,1,2014-JUN-18,0,STC,0.0050,0.0050,N,4,0.92,0.66,1.08,6.34,1.19,1.52,2.17,0.01,0.00,0.00
1122626,0,2006-JUL-15,0,STC,0.0040,0.0040,F,8,1.79,0.86,1.67,7.86,2.78,2.90,3.55,0.00,0.00,0.00
1128496,0,2002-JUL-27,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,2.52,0.53,1.40,2.73,0.00,0.00,0.00
1128551,0,2004-AUG-22,0,STC,-1.0000,0.0100,F,2,0.67,0.97,0.21,5.52,1.24,1.79,4.93,0.85,0.17,0.19
1128606,0,2002-JUL-09,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,6.44,1.36,0.86,1.84,0.84,0.17,0.11
1128611,0,2002-JUL-13,0,STC,-1.0000,0.0100,F,2,0.20,0.29,0.33,13.49,3.08,0.72,1.19,3.31,0.78,0.18
1128906,0,2004-JUL-23,0,STC,0.0050,0.0050,F,1,0.00,,0.00,6.52,1.28,1.87,4.54,0.27,0.06,0.07
1128906,0,2010-JUL-11,1,STC,0.0050,0.0050,N,1,0.00,,0.00,6.24,1.25,2.09,5.43,0.15,0.04,0.07
1128926,0,2004-JUL-11,0,STC,0.0050,0.0050,F,2,0.62,0.89,0.39,1.65,0.28,0.34,0.59,1.29,0.32,0.32
1128926,0,2010-JUL-08,1,STC,0.0050,0.0050,N,1,0.00,,0.00,0.08,0.02,0.03,0.12,3.41,0.73,0.62
1128941,0,2003-JUL-06,0,STC,0.0050,0.0050,F,1,0.00,,0.00,9.98,2.09,4.52,12.52,2.71,0.44,0.33
1128941,0,2016-AUG-28,1,STC,0.0050,0.0050,N,1,0.00,,0.00,16.00,3.21,5.67,14.43,0.08,0.02,0.04
1128956,0,2003-JUL-04,0,STC,0.0050,0.0050,F,4,0.84,0.60,1.21,0.38,0.09,0.13,0.48,1.07,0.23,0.37
1128956,0,2010-JUN-25,1,STC,0.0050,0.0050,N,4,0.66,0.48,1.06,1.25,0.26,0.44,1.23,0.57,0.00,0.00
1128976,0,2004-JUL-08,0,STC,0.0050,0.0050,F,4,1.15,0.83,0.89,1.59,0.37,0.65,1.68,0.29,0.06,0.06
1128976,0,2010-JUN-26,1,STC,0.0050,0.0050,N,2,0.56,0.81,0.36,1.33,0.32,0.93,2.01,0.39,0.00,0.00
1129066,0,2009-JUL-14,0,STC,0.0050,0.0050,N,3,0.86,0.78,0.48,15.28,2.89,3.67,7.56,0.00,0.00,0.00
1129141,0,2017-AUG-25,0,STC,0.0050,0.0050,N,2,0.20,0.29,0.33,3.82,0.94,1.39,3.50,1.00,0.19,0.48
1129306,0,2005-JUL-21,0,STC,0.0050,0.0050,F,1,0.00,,0.00,18.91,3.51,6.97,15.31,0.36,0.07,0.09
1129306,0,2007-JUL-31,1,STC,0.0050,0.0050,F,1,0.00,,0.00,19.61,3.61,7.14,15.35,0.06,0.02,0.02
1129306,0,2018-JUL-04,2,STC,0.0050,0.0050,N,1,0.00,,0.00,23.76,4.17,4.49,8.50,2.01,0.39,0.42
1129346,1,2013-SEP-17,0,STC,0.0050,0.0050,N,2,0.06,0.09,0.22,5.71,0.03,2.79,1.66,0.35,0.00,0.19
1129436,1,2015-JUN-05,0,STC,0.0050,0.0050,N,5,1.27,0.79,1.07,2.58,0.56,1.07,2.62,0.16,0.01,0.11
1135306,0,2003-JUL-23,0,STC,-1.0000,0.0100,F,2,0.60,0.86,0.51,0.91,0.20,0.55,0.77,0.00,0.00,0.00
1135321,0,2003-JUL-25,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,3.26,0.77,3.67,4.12,0.00,0.00,0.00
1135396,0,2002-JUL-31,0,STC,-1.0000,0.0100,F,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1135431,0,2000-AUG-26,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,4.71,1.02,0.61,1.62,0.00,0.00,0.00
1135451,0,2004-AUG-27,0,STC,-1.0000,0.0100,F,3,0.08,0.07,0.40,51.49,10.19,4.66,10.66,1.53,0.29,0.13
1135456,0,2004-AUG-11,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,0.94,0.21,0.13,0.16,0.00,0.00,0.00
1135471,0,2003-JUN-16,0,STC,-1.0000,0.0100,F,3,0.42,0.38,0.40,12.87,2.94,2.48,5.90,2.77,0.59,0.63
1135821,0,2003-JUL-06,0,STC,0.0050,0.0050,F,2,0.59,0.85,0.25,10.83,2.18,3.99,9.86,0.10,0.03,0.03
1135821,0,2016-AUG-27,1,STC,0.0050,0.0050,N,1,0.00,,0.00,0.00,0.00,0.00,0.00,8.29,1.66,2.38
1135826,0,2003-JUL-01,0,STC,0.0050,0.0050,F,1,0.00,,0.00,3.05,0.50,0.33,0.58,1.77,0.32,0.32
1135826,0,2010-JUN-24,1,STC,0.0050,0.0050,N,2,0.56,0.81,0.72,3.67,0.60,0.39,0.67,0.00,0.00,0.00
1135861,0,2004-JUL-09,0,STC,0.0050,0.0050,F,3,0.24,0.22,0.50,20.53,3.87,4.38,9.48,1.37,0.24,0.24
1135876,0,2003-AUG-16,0,STC,0.0050,0.0050,F,2,0.24,0.35,0.29,1.10,0.25,0.42,1.44,0.00,0.00,0.00
1135876,0,2017-JUN-08,1,STC,0.0050,0.0050,N,2,0.38,0.54,0.36,1.42,0.30,0.50,1.49,0.80,0.18,0.31
1135991,0,2008-AUG-28,0,STC,0.0050,0.0050,N,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1136156,0,2006-JUL-21,0,STC,0.0050,0.0050,F,1,0.00,,0.00,0.09,0.02,0.05,0.28,1.31,0.23,0.28
1136156,0,2017-JUL-12,1,STC,0.0050,0.0050,N,1,0.00,,0.00,0.21,0.05,0.14,0.54,0.00,0.00,0.00
1136161,0,2005-JUL-21,0,STC,0.0050,0.0050,F,1,0.00,,0.00,8.11,1.54,2.61,6.21,0.00,0.00,0.00
1136161,0,2010-JUL-27,1,STC,0.0050,0.0050,N,1,0.00,,0.00,8.40,1.59,3.48,7.88,0.00,0.00,0.00
1136166,0,2005-JUL-19,0,STC,0.0050,0.0050,F,1,0.00,,0.00,14.64,2.60,3.26,6.25,0.03,0.01,0.01
1136166,0,2017-JUL-11,1,STC,0.0050,0.0050,N,1,0.00,,0.00,13.96,2.46,3.11,5.91,0.12,0.03,0.05
1136191,0,2005-JUL-19,0,STC,0.0050,0.0050,F,1,0.00,,0.00,2.63,0.52,0.84,2.19,0.24,0.05,0.06
1136191,0,2010-JUL-29,1,STC,0.0050,0.0050,N,1,0.00,,0.00,3.58,0.69,1.08,2.70,0.00,0.00,0.00
1136206,0,2006-AUG-10,0,STC,0.0040,0.0040,F,5,0.47,0.29,0.94,5.70,0.48,2.63,1.96,1.15,0.00,0.60
1136206,0,2014-JUL-16,1,STC,0.0050,0.0050,N,5,0.77,0.48,0.96,3.92,0.23,1.80,1.62,1.37,0.00,0.71
1136226,1,2013-SEP-20,0,STC,0.0050,0.0050,N,3,0.94,0.85,0.91,3.21,0.48,0.57,1.04,1.86,0.36,0.68
1136321,1,2014-JUL-20,0,STC,0.0050,0.0050,N,5,0.89,0.56,0.93,1.72,0.37,0.63,0.92,0.00,0.00,0.00
1136336,1,2015-JUN-07,0,STC,0.0050,0.0050,N,4,1.27,0.91,1.11,8.21,1.61,2.74,1.95,0.97,0.18,0.39
1142211,0,2003-JUN-24,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,0.82,0.16,0.16,0.28,0.00,0.00,0.00
1142241,0,2003-JUN-25,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,0.75,0.16,0.51,0.34,0.99,0.00,0.00
1142316,0,2003-JUL-30,0,STC,-1.0000,0.0100,F,2,0.11,0.16,0.27,1.07,0.30,0.59,1.11,1.23,0.24,0.12
1142331,0,2004-AUG-14,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,15.27,3.33,2.11,5.32,0.25,0.05,0.03
1142341,0,2004-AUG-20,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,0.07,0.04,0.07,0.03,0.00,0.00,0.00
1142656,0,2004-JUL-22,0,STC,0.0050,0.0050,F,1,0.00,,0.00,7.33,1.32,1.86,3.56,2.72,0.49,0.51
1142656,0,2010-JUL-10,1,STC,0.0050,0.0050,N,1,0.00,,0.00,7.50,1.32,1.51,2.79,0.71,0.14,0.28
1142726,0,2003-JUL-04,0,STC,0.0050,0.0050,F,0,,,,0.00,0.00,0.00,0.00,8.77,1.45,0.94
1142896,0,2008-AUG-28,0,STC,0.0050,0.0050,N,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1143061,0,2004-AUG-31,0,STC,0.0050,0.0050,F,1,0.00,,0.00,15.09,2.68,3.12,6.24,7.30,1.30,1.58
1143061,0,2016-JUL-07,1,STC,0.0050,0.0050,N,1,0.00,,0.00,15.68,2.64,1.79,3.15,11.28,1.94,1.29
1143086,1,2013-AUG-23,0,STC,0.0050,0.0050,N,8,1.17,0.56,1.49,2.60,0.39,1.16,1.51,0.01,0.00,0.02
1143091,0,2006-SEP-11,0,STC,0.0040,0.0040,F,4,0.70,0.50,0.56,9.91,0.73,6.06,4.80,1.24,0.09,0.74
1143091,0,2013-SEP-18,1,STC,0.0050,0.0050,N,4,0.75,0.54,0.55,5.82,0.36,3.73,3.36,0.89,0.02,0.62
1143141,1,2013-AUG-25,0,STC,0.0050,0.0050,N,5,1.15,0.72,1.00,11.62,1.99,2.40,5.64,0.38,0.07,0.16
1143166,0,2006-JUL-19,0,STC,0.0040,0.0040,F,5,1.21,0.75,1.04,5.72,1.01,1.75,4.67,0.10,0.02,0.04
1143166,1,2013-SEP-04,0,STC,0.0050,0.0050,N,5,1.32,0.82,1.29,1.72,0.33,0.69,1.42,3.37,0.78,0.71
1143171,0,2006-JUL-22,0,STC,0.0040,0.0040,F,8,1.53,0.74,1.81,6.01,1.21,2.73,13.61,0.79,0.17,0.34
1143171,1,2013-SEP-03,0,STC,0.0050,0.0027,N,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1143216,1,2015-JUN-06,0,STC,0.0050,0.0050,N,4,1.14,0.82,0.88,16.12,2.83,3.41,2.08,1.59,0.33,0.43
1149076,0,2001-AUG-23,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,0.75,0.18,0.78,0.88,0.00,0.00,0.00
1149111,0,2003-JUL-26,0,STC,-1.0000,0.0100,F,2,0.55,0.79,0.35,2.15,0.48,1.56,2.33,0.12,0.03,0.06
1149116,0,2002-JUL-23,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,8.37,1.60,3.15,3.10,2.39,0.44,0.54
1149246,0,2001-JUL-19,0,STC,-1.0000,0.0100,F,3,0.13,0.12,0.45,1.88,0.44,1.37,3.85,0.00,0.00,0.00
1149331,0,2006-AUG-29,0,STS,0.0050,0.0050,F,4,0.91,0.66,0.93,14.99,3.54,4.84,1.64,4.10,1.40,2.60
1149376,0,2013-JUN-16,0,STS,0.0100,0.0100,N,4,1.05,0.75,0.75,8.79,1.55,3.03,4.87,1.76,0.38,0.63
1149546,0,2004-JUL-22,0,STC,0.0050,0.0050,F,1,0.00,,0.00,6.55,1.14,1.08,2.04,0.00,0.00,0.00
1149546,0,2015-AUG-19,1,STC,0.0050,0.0050,N,1,0.00,,0.00,5.34,0.98,1.43,3.01,0.00,0.00,0.00
1149556,0,2004-JUL-24,0,STC,0.0050,0.0050,F,2,0.32,0.46,0.19,13.01,2.94,4.70,14.85,0.15,0.06,0.20
1149556,0,2015-AUG-20,1,STC,0.0050,0.0050,N,1,0.00,,0.00,13.02,2.88,3.86,13.24,0.19,0.05,0.06
1149626,0,2004-JUL-09,0,STC,0.0050,0.0050,F,3,0.42,0.38,0.61,11.21,2.13,2.27,4.75,0.31,0.07,0.07
1149626,0,2017-JUN-20,1,STC,0.0050,0.0050,N,1,0.00,,0.00,8.71,1.55,2.42,4.90,0.00,0.00,0.00
1149636,0,2003-JUL-18,0,STC,0.0050,0.0050,F,1,0.00,,0.00,1.81,0.37,0.80,2.02,0.00,0.00,0.00
1149636,0,2017-JUN-09,1,STC,0.0050,0.0050,N,1,0.00,,0.00,4.20,0.77,1.17,2.56,1.49,0.28,0.55
1149661,0,2003-JUL-17,0,STC,0.0050,0.0050,F,1,0.00,,0.00,7.93,1.44,1.79,3.67,2.44,0.43,0.48
1149681,0,2003-JUL-19,0,STC,0.0050,0.0050,F,1,0.00,,0.00,4.90,0.97,2.05,5.17,2.19,0.37,0.35
1149706,0,2015-JUL-08,0,STC,0.0050,0.0050,N,2,0.60,0.86,0.51,2.79,0.48,0.74,1.30,0.00,0.00,0.00
1149746,0,2014-JUL-25,0,STC,0.0050,0.0050,N,1,0.00,,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00
1149956,0,2005-JUL-22,0,STC,0.0050,0.0050,F,1,0.00,,0.00,4.26,0.82,1.13,2.95,0.06,0.02,0.02
1149956,0,2015-AUG-11,1,STC,0.0050,0.0050,N,1,0.00,,0.00,7.07,1.32,1.78,4.21,0.16,0.04,0.08
1149986,1,2014-JUL-18,0,STC,0.0050,0.0050,N,5,0.67,0.42,0.93,6.75,0.91,2.20,3.12,0.10,0.00,0.07
1150036,1,2013-SEP-05,0,STC,0.0050,0.0050,N,9,1.14,0.52,1.70,0.44,0.06,0.54,0.89,0.02,0.00,0.04
1150056,0,2006-JUL-18,0,STC,0.0040,0.0040,F,4,1.11,0.80,1.02,1.33,0.24,0.42,1.35,0.00,0.00,0.00
1150056,1,2013-SEP-06,0,STC,0.0050,0.0050,N,6,1.73,0.97,2.28,5.99,0.98,1.08,1.61,0.31,0.05,0.05
1150126,0,2006-JUL-16,0,STC,0.0040,0.0040,F,5,1.23,0.77,1.34,19.37,3.70,4.45,3.39,1.73,0.42,0.27
1150126,1,2015-JUN-03,0,STC,0.0050,0.0050,N,2,0.34,0.49,0.30,10.79,1.79,1.29,3.86,0.08,0.01,0.01
1156121,0,2003-JUN-18,0,STC,-1.0000,0.0100,F,2,0.68,0.98,0.26,7.63,1.62,1.06,1.59,0.00,0.00,0.00
1156221,0,2006-AUG-22,0,STS,0.0050,0.0050,F,1,0.00,,0.00,16.42,5.13,11.10,19.86,0.00,0.00,0.00
1156256,0,2006-AUG-28,0,STS,0.0050,0.0050,F,0,,,,0.00,0.00,0.00,0.00,4.27,1.67,1.78
1156256,1,2014-JUN-14,0,STS,0.0100,0.0100,N,0,,,,0.00,0.00,0.00,0.00,0.10,0.05,0.10
1156276,0,2007-JUN-05,0,STS,0.0100,0.0100,N,1,0.00,,0.00,4.07,1.00,1.12,2.44,0.53,0.15,0.23
1156291,0,2004-JUL-19,0,STS,0.0050,0.0013,Q,1,0.00,,0.00,7.36,5.61,3.03,13.02,0.25,0.13,0.04
1156291,0,2016-SEP-07,1,STS,0.0050,0.0050,N,1,0.00,,0.00,7.13,2.82,1.38,3.65,0.22,0.10,0.03
1156421,0,2004-JUN-23,0,STC,0.0050,0.0050,F,2,0.41,0.59,0.51,1.03,0.22,0.41,1.14,5.60,1.15,1.29
1156421,0,2015-JUN-25,1,STC,0.0050,0.0050,N,3,0.80,0.73,1.03,1.42,0.29,0.49,1.20,1.55,0.33,0.49
1156426,0,2004-JUN-24,0,STC,0.0050,0.0050,F,5,0.89,0.56,0.95,0.49,0.17,0.55,0.35,0.02,0.01,0.04
1156426,0,2015-JUN-24,1,STC,0.0050,0.0050,N,4,0.74,0.53,0.67,11.53,1.76,3.05,5.04,0.00,0.00,0.00
1156461,0,2003-AUG-18,0,STC,0.0050,0.0050,F,3,0.69,0.63,0.64,15.17,3.25,3.53,5.22,2.36,0.73,0.66
1156461,0,2016-AUG-26,1,STC,0.0050,0.0050,N,2,0.41,0.59,0.38,10.93,1.95,1.82,3.12,5.54,1.25,1.35
1156501,0,2003-JUL-01,0,STC,0.0050,0.0050,F,1,0.00,,0.00,48.78,8.17,5.33,9.04,2.04,0.38,0.25
1156501,0,2017-JUN-12,1,STC,0.0050,0.0050,N,1,0.00,,0.00,32.34,5.37,2.97,5.05,4.09,0.74,0.77
1156546,0,2003-JUL-17,0,STC,0.0050,0.0050,F,1,0.00,,0.00,30.64,5.48,5.38,10.79,1.73,0.31,0.19
1156631,0,2014-AUG-09,0,STC,0.0050,0.0050,N,2,0.30,0.44,0.42,8.04,1.42,1.51,2.66,0.00,0.00,0.00
1156681,0,2013-JUL-09,0,STC,0.0050,0.0050,N,2,0.61,0.87,0.35,2.27,1.00,0.92,0.78,0.00,0.00,0.00
1156821,0,2006-JUL-19,0,STC,0.0050,0.0050,F,2,0.44,0.64,0.29,23.88,4.16,4.03,7.53,0.09,0.02,0.02
1156821,0,2016-JUL-11,1,STC,0.0050,0.0050,N,2,0.64,0.93,0.29,20.68,3.56,3.21,6.47,4.74,0.85,0.78
1156876,1,2014-JUL-17,0,STC,0.0050,0.0050,N,3,0.67,0.61,0.45,7.24,1.38,2.33,5.20,0.08,0.02,0.03
1162841,0,2003-JUN-26,0,STC,-1.0000,0.0100,F,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1162966,0,2004-AUG-24,0,STC,-1.0000,0.0100,F,3,0.90,0.82,0.76,4.97,1.03,1.04,1.47,2.27,0.37,0.20
1162986,0,2001-JUL-21,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,0.62,0.18,0.19,0.15,0.00,0.00,0.00
1163006,0,2001-JUL-19,0,STC,-1.0000,0.0100,F,2,0.50,0.72,0.33,9.41,2.17,0.73,1.69,0.00,0.00,0.00
1163051,0,2006-AUG-30,0,STS,0.0050,0.0050,F,2,0.36,0.52,0.35,0.91,0.28,0.60,0.16,0.00,0.00,0.00
1163151,0,2006-AUG-26,0,STS,0.0050,0.0050,F,3,1.04,0.94,0.65,11.86,2.18,8.90,8.09,1.21,0.27,1.08
1163151,1,2007-JUN-15,0,STS,0.0100,0.0100,N,2,0.50,0.72,0.62,3.15,0.50,0.49,0.65,0.00,0.00,0.00
1163166,0,2011-MAY-30,0,STS,0.0100,0.0100,N,0,,,,0.00,0.00,0.00,0.00,3.25,0.57,0.33
1163381,0,2003-AUG-15,0,STC,0.0050,0.0050,F,1,0.00,,0.00,17.73,3.35,4.39,9.98,0.81,0.17,0.21
1163491,0,2009-JUL-18,0,STC,0.0050,0.0050,N,4,0.51,0.37,0.81,14.57,2.61,2.84,6.16,0.00,0.00,0.00
1163556,0,2008-AUG-01,0,STC,0.0050,0.0050,N,2,0.56,0.81,0.40,3.55,0.63,0.77,1.68,0.00,0.00,0.00
1163556,0,2017-AUG-09,1,STC,0.0050,0.0050,N,2,0.58,0.84,0.37,2.45,0.48,0.71,1.88,0.00,0.00,0.00
1163661,0,2005-AUG-06,0,STC,0.0050,0.0050,F,1,0.00,,0.00,16.32,2.95,3.54,8.17,0.00,0.00,0.00
1163661,0,2009-JUN-30,1,STC,0.0050,0.0050,N,1,0.00,,0.00,15.78,2.86,3.35,7.35,0.00,0.00,0.00
1163676,0,2005-JUL-22,0,STC,0.0050,0.0050,F,2,0.65,0.94,0.38,0.31,0.09,0.18,0.87,0.00,0.00,0.00
1163676,0,2016-JUL-13,1,STC,0.0050,0.0050,N,2,0.65,0.93,0.23,16.02,2.96,4.14,8.85,0.00,0.00,0.00
1163701,0,2004-SEP-04,0,STC,0.0050,0.0050,F,1,0.00,,0.00,3.62,0.68,0.94,2.19,0.00,0.00,0.00
1163701,0,2008-JUL-16,1,STC,0.0050,0.0050,N,1,0.00,,0.00,8.47,1.59,3.04,6.78,0.00,0.00,0.00
1163701,0,2018-JUL-05,2,STC,0.0050,0.0050,N,1,0.00,,0.00,13.30,2.40,2.91,6.68,0.00,0.00,0.00
1163781,1,2013-JUN-16,0,STC,0.0050,0.0050,N,5,1.25,0.78,0.99,14.69,2.71,3.39,7.71,0.50,0.09,0.19
1163866,0,2006-JUL-18,0,STC,0.0040,0.0040,F,3,0.97,0.89,0.96,7.34,1.34,1.97,1.00,0.00,0.00,0.00
1163866,0,2015-JUN-04,1,STC,0.0050,0.0050,N,4,1.28,0.92,1.30,4.95,0.76,1.08,0.55,0.00,0.00,0.00
1169726,0,2002-JUL-22,0,STC,-1.0000,0.0100,F,2,0.27,0.40,0.22,9.61,2.18,8.67,8.91,0.00,0.00,0.00
1169811,0,2003-JUL-24,0,STC,-1.0000,0.0100,F,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1169811,0,2018-JUL-17,1,STC,0.0050,0.0050,N,1,0.00,,0.00,0.26,0.06,0.22,0.23,0.00,0.00,0.00
1169931,0,2006-AUG-31,0,STS,0.0050,0.0050,F,3,0.74,0.67,0.42,19.53,7.59,9.90,6.83,5.54,2.24,2.05
1170036,0,2007-JUN-03,0,STS,0.0100,0.0100,N,1,0.00,,0.00,8.71,2.36,2.61,5.69,1.58,0.53,1.82
1170041,0,2011-MAY-31,0,STS,0.0100,0.0100,N,5,1.10,0.69,1.09,1.27,0.38,0.70,0.54,0.31,0.07,0.23
1170181,0,2004-JUL-21,0,STC,0.0050,0.0050,F,1,0.00,,0.00,3.56,0.62,0.54,0.99,11.01,1.82,1.16
1170181,0,2016-AUG-15,1,STC,0.0050,0.0050,N,2,0.69,1.00,1.44,1.79,0.32,0.36,0.63,0.00,0.00,0.00
1170231,0,2003-AUG-17,0,STC,0.0050,0.0050,F,2,0.17,0.25,0.31,11.81,1.69,2.88,3.24,1.20,0.20,0.22
1170231,0,2017-JUL-05,1,STC,0.0050,0.0050,N,2,0.25,0.35,0.37,9.17,1.29,2.33,2.49,2.80,0.44,0.68
1170251,0,2003-AUG-12,0,STC,0.0050,0.0050,F,2,0.69,1.00,1.44,0.96,0.18,0.47,0.93,0.00,0.00,0.00
1170251,0,2017-JUL-06,1,STC,0.0050,0.0050,N,2,0.66,0.95,0.42,0.34,0.08,0.13,0.48,0.74,0.17,0.82
1170451,0,2005-AUG-04,0,STC,0.0050,0.0050,F,1,0.00,,0.00,4.16,0.76,1.12,2.35,0.00,0.00,0.00
1170451,0,2013-JUL-11,1,STC,0.0050,0.0050,N,1,0.00,,0.00,5.75,1.07,2.10,4.60,0.00,0.00,0.00
1170561,0,2005-JUL-20,0,STC,0.0050,0.0050,F,5,1.51,0.94,1.09,6.85,1.99,1.50,2.81,0.02,0.00,0.01
1170561,0,2016-JUL-05,1,STC,0.0050,0.0050,N,5,1.21,0.75,1.12,14.31,3.57,3.01,4.20,0.02,0.01,0.00
1170616,0,2006-AUG-12,0,STC,0.0040,0.0040,F,6,0.99,0.55,0.98,3.12,0.91,1.52,4.47,0.09,0.02,0.03
1170616,1,2013-AUG-24,0,STC,0.0050,0.0050,N,2,0.30,0.44,0.42,2.57,0.48,0.42,1.08,0.98,0.20,0.16
1170671,1,2013-JUN-15,0,STC,0.0050,0.0050,N,2,0.27,0.39,0.39,7.74,1.23,0.82,1.71,4.96,0.86,0.92
1170751,0,2006-JUL-17,0,STC,0.0040,0.0040,F,2,0.69,1.00,0.56,0.01,0.01,0.01,0.23,0.00,0.00,0.00
1170751,1,2015-JUN-02,0,STC,0.0050,0.0046,N,7,1.02,0.52,1.52,1.19,0.25,0.19,0.53,0.00,0.00,0.00
1176611,0,2002-AUG-01,0,STC,-1.0000,0.0100,F,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1176651,0,2001-AUG-18,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,1.48,0.39,0.87,0.90,0.85,0.21,0.27
1176656,0,2003-JUN-27,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,4.06,0.91,3.60,3.40,1.38,0.32,1.52
1176756,0,2003-JUN-20,0,STC,-1.0000,0.0100,F,1,0.00,,0.00,1.84,0.53,0.47,1.68,0.19,0.04,0.03
1176851,0,2013-MAY-31,0,STS,0.0100,0.0100,N,2,0.60,0.86,0.21,13.68,3.69,4.34,7.75,0.00,0.00,0.00
1176881,0,2008-MAY-31,0,STS,0.0100,0.0100,N,4,1.10,0.79,0.84,14.59,3.07,1.92,2.69,4.24,0.94,0.50
1176926,0,2011-JUN-10,0,STS,0.0100,0.0100,N,1,0.00,,0.00,11.11,2.65,1.25,2.47,0.04,0.02,0.00
1177066,0,2004-JUN-22,0,STC,0.0050,0.0050,F,5,1.27,0.79,0.89,6.67,1.52,1.54,3.47,0.07,0.01,0.04
1177066,0,2016-AUG-14,1,STC,0.0050,0.0050,N,3,0.82,0.74,0.55,21.01,4.74,3.94,4.70,1.22,0.24,0.18
1177071,0,2004-JUN-22,0,STC,0.0050,0.0050,F,3,0.37,0.33,0.41,1.53,0.29,0.42,0.92,0.04,0.01,0.02
1177071,0,2015-AUG-22,1,STC,0.0050,0.0050,N,3,0.48,0.44,0.38,2.90,0.62,0.50,1.82,0.28,0.07,0.03
1177091,0,2003-JUN-19,0,STC,0.0050,0.0050,F,3,1.04,0.95,1.44,0.55,0.08,0.20,0.19,8.02,1.09,1.20
1177121,0,2003-AUG-14,0,STC,0.0050,0.0050,F,2,0.10,0.15,0.26,31.62,5.44,4.37,8.99,20.76,2.66,2.33
1177121,0,2012-AUG-22,1,STC,0.0050,0.0050,N,2,0.13,0.19,0.28,31.93,5.32,3.11,6.07,8.67,1.24,1.13
1177126,0,2003-AUG-15,0,STC,0.0050,0.0050,F,2,0.09,0.12,0.25,10.49,2.73,3.14,5.78,0.48,0.13,0.17
1177126,0,2017-JUL-07,1,STC,0.0050,0.0050,N,3,0.54,0.49,0.56,19.84,4.87,5.02,6.19,1.00,0.27,0.33
1177131,0,2003-AUG-12,0,STC,0.0050,0.0050,F,2,0.50,0.72,0.62,0.56,0.11,0.25,0.61,0.00,0.00,0.00
1177421,0,2005-AUG-19,0,STC,0.0050,0.0050,F,2,0.69,1.00,1.44,0.38,0.08,0.15,0.39,0.00,0.00,0.00
1177421,0,2009-JUL-15,1,STC,0.0050,0.0050,N,2,0.69,1.00,1.44,0.93,0.18,0.32,0.67,0.00,0.00,0.00
