nfi_plot,loc_id,meas_date,meas_num,plot_type,nom_plot_size,meas_plot_size,plot_split,site_index,site_index_genus,site_index_species,site_height,lorey_height,site_age,num_lab,num_field,basal_area_standlive,basal_area_standdead,basal_area_falllive,stem_density_standlive,stem_density_standdead,stem_density_falllive,species_ltnum,bindex_ltshannon,bindex_lteven,bindex_ltmargalef,plotbio_stemwood_live,plotbio_stembark_live,plotbio_branches_live,plotbio_foliage_live,plotbio_stemwood_dead,plotbio_stembark_dead,plotbio_branches_dead
1211486,0,2003-AUG-28,0,LTC,0.0500,0.0500,F,4.3,PICE,MAR,10.8,9.3,210,7,0,8.78,1.48,0.00,880,180,0,2,0.40,0.57,0.26,15.17,2.85,4.44,4.45,2.68,0.52,0.63
1211511,0,2004-JUN-13,0,LTC,0.0500,0.0500,F,6.9,PICE,MAR,6.8,7.5,60,6,0,0.67,0.00,0.00,100,0,0,1,0.00,,0.00,0.95,0.21,0.33,0.45,0.00,0.00,0.00
1211511,0,2016-AUG-09,1,LTC,0.0500,0.0500,N,7.0,PICE,MAR,7.7,7.6,70,5,0,1.99,0.00,0.00,260,0,0,2,0.54,0.78,0.39,2.69,0.64,1.15,0.66,0.00,0.00,0.00
1211561,0,2004-JUN-12,0,LTC,0.0500,0.0500,F,5.1,PICE,MAR,6.3,,79,5,0,0.14,0.00,0.00,20,0,0,1,0.00,,0.00,0.32,0.05,0.05,0.06,0.00,0.00,0.00
1211561,0,2017-JUL-11,1,LTC,0.0503,0.0503,N,,PICE,MAR,,,,,,0.17,0.00,0.00,20,0,0,1,0.00,,0.00,0.26,0.03,0.04,0.02,0.00,0.00,0.00
1211646,0,2006-AUG-01,0,LTC,0.0400,0.0400,F,18.6,PICE,MAR,22.0,19.8,89,9,0,39.52,9.58,0.00,1350,350,0,3,0.71,0.64,0.50,146.79,22.30,16.38,8.60,22.03,3.82,2.46
1211646,0,2011-SEP-08,1,LTC,0.0400,0.0400,N,18.8,PICE,MAR,22.5,20.5,99,4,0,41.25,8.25,0.00,1300,350,0,4,0.85,0.61,0.76,158.56,23.92,17.15,8.53,18.35,2.46,0.43
1211701,0,2006-JUL-18,0,LTC,0.0400,0.0400,F,9.9,PICE,MAR,11.3,9.9,100,8,0,12.13,1.19,0.00,1225,100,0,2,0.51,0.73,0.26,26.62,3.99,5.21,5.79,2.49,0.38,0.45
1211701,0,2007-AUG-02,1,LTC,0.0400,0.0400,N,9.9,PICE,MAR,11.8,9.9,139,3,0,12.37,0.87,0.00,1225,75,0,2,0.51,0.73,0.26,27.13,4.06,5.36,5.92,1.80,0.28,0.33
1211701,0,2017-AUG-26,2,LTC,0.0400,0.0400,N,9.9,LARI,LAR,11.6,10.5,123,8,0,13.45,0.95,0.00,1200,75,0,2,0.54,0.78,0.26,30.78,4.46,5.80,6.01,2.38,0.36,0.32
1211796,0,2005-AUG-03,0,LTC,0.0400,0.0400,F,17.4,BETU,PAP,4.6,,13,4,0,0.00,7.27,0.00,0,150,0,0,,,,0.00,0.00,0.00,0.00,11.32,1.67,2.85
1211796,0,2009-JUN-23,1,LTC,0.0400,0.0400,N,17.9,BETU,PAP,6.3,,15,5,0,0.00,6.26,0.00,0,125,0,0,,,,0.00,0.00,0.00,0.00,9.19,0.55,1.63
1211801,0,2005-AUG-05,0,LTC,0.0400,0.0400,F,16.9,POPU,TRE,8.6,,20,4,0,0.00,5.00,0.00,0,175,0,0,,,,0.00,0.00,0.00,0.00,14.21,2.65,2.10
1211801,0,2014-JUL-29,1,LTC,0.0400,0.0400,N,14.6,POPU,TRE,9.7,9.4,28,4,0,1.89,0.92,0.00,250,50,0,1,0.00,,0.00,3.13,0.75,0.75,0.44,1.34,0.03,0.02
1211836,0,2005-AUG-17,0,LTC,0.0400,0.0400,F,11.2,PICE,MAR,11.8,10.5,66,5,0,15.64,0.21,0.00,1600,25,0,2,0.19,0.27,0.24,36.19,5.54,5.90,7.11,0.50,0.08,0.07
1211836,0,2010-AUG-03,1,LTC,0.0400,0.0400,N,11.4,PICE,MAR,12.5,10.8,75,3,0,19.09,0.42,0.00,1825,50,0,2,0.17,0.25,0.23,45.03,6.79,7.31,8.52,0.92,0.14,0.12
1211886,0,2006-AUG-01,0,LTC,0.0400,0.0400,F,9.3,LARI,LAR,6.6,8.2,33,10,0,0.60,0.00,0.00,50,0,0,2,0.69,1.00,1.44,1.07,0.15,0.39,0.40,0.00,0.00,0.00
1211886,0,2012-JUL-11,1,LTC,0.0400,0.0400,N,8.4,LARI,LAR,6.4,9.0,32,4,0,0.77,0.00,0.00,50,0,0,2,0.69,1.00,1.44,1.46,0.19,0.51,0.47,0.00,0.00,0.00
1211906,0,2004-JUN-23,0,LTC,0.0400,0.0220,F,15.1,PINU,STR,17.8,17.3,113,8,0,16.17,4.52,0.00,364,91,0,5,1.56,0.97,1.92,43.33,5.43,10.74,6.36,9.83,1.61,3.31
1211906,0,2007-JUL-20,1,LTC,0.0400,0.0220,F,16.2,PINU,RES,19.7,17.6,129,0,6,14.80,6.73,0.00,364,136,0,5,1.49,0.93,1.92,39.86,5.18,10.00,5.68,13.71,2.04,3.75
1211906,0,2018-AUG-09,2,LTC,0.0400,0.0220,N,19.6,PINU,STR,24.2,19.6,144,3,0,15.79,5.99,0.00,409,136,0,5,1.46,0.91,1.82,47.75,6.04,10.00,5.45,9.11,0.27,2.78
1211926,0,2004-JUN-23,0,LTC,0.0400,0.0400,F,13.0,PICE,MAR,14.1,11.6,71,3,0,11.87,1.74,0.00,925,175,0,2,0.69,1.00,0.28,29.52,4.62,5.73,4.56,3.78,0.62,0.81
1211926,0,2011-JUL-12,1,LTC,0.0400,0.0400,N,15.2,PICE,MAR,17.4,12.2,85,4,0,11.66,2.81,0.00,800,275,0,2,0.69,1.00,0.29,28.91,4.43,6.45,3.73,5.24,0.69,0.43
1211936,0,2003-SEP-04,0,LTC,0.0400,0.0340,F,16.8,ACER,SAH,19.0,19.3,115,0,6,24.53,0.00,0.00,471,0,0,3,0.70,0.64,0.72,98.24,14.77,27.91,5.60,0.00,0.00,0.00
1211936,1,2013-AUG-21,0,LTC,0.0400,0.0400,N,15.7,TSUG,CAN,20.6,20.9,151,6,0,18.02,1.90,0.00,325,50,0,5,1.41,0.88,1.56,73.06,11.25,16.95,2.48,8.27,1.23,1.02
1211951,0,2004-JUL-25,0,LTC,0.0400,0.0400,F,19.6,PINU,RES,23.3,20.1,104,7,1,29.32,1.73,0.00,1350,50,0,5,1.25,0.78,1.00,92.95,13.64,15.57,8.85,1.94,0.38,0.27
1211951,0,2015-AUG-11,1,LTC,0.0400,0.0400,N,21.8,PINU,STR,25.4,20.8,107,4,0,31.68,1.38,0.00,1000,100,0,4,1.12,0.81,0.81,100.45,14.57,18.74,9.06,3.46,0.51,0.31
1211961,0,2004-JUL-22,0,LTC,0.0400,0.0400,F,19.3,BETU,ALL,22.5,19.7,99,3,0,49.88,0.39,0.00,1025,50,0,9,1.91,0.87,2.15,154.82,22.93,26.58,13.20,0.77,0.13,0.10
1211961,0,2014-SEP-03,1,LTC,0.0400,0.0400,N,20.1,TSUG,CAN,23.3,21.3,131,4,0,50.21,5.43,0.00,800,225,0,9,2.08,0.95,2.31,163.34,22.59,28.91,11.73,14.93,2.16,1.28
1211966,0,2004-JUL-23,0,LTC,0.0400,0.0400,F,18.3,PINU,STR,21.9,21.0,142,6,1,33.24,2.54,0.00,700,50,0,8,1.41,0.68,2.10,120.07,19.41,25.83,9.48,4.27,0.97,0.76
1211966,0,2010-AUG-17,1,LTC,0.0400,0.0400,N,18.8,TSUG,CAN,21.7,22.7,110,1,1,34.84,1.82,0.00,625,75,0,6,1.26,0.70,1.55,135.09,20.99,27.31,8.89,7.09,1.07,0.89
1211996,0,2004-JUL-08,0,LTC,0.0400,0.0400,F,15.2,PINU,STR,14.9,11.9,59,6,0,27.70,0.45,0.00,1350,50,0,5,1.19,0.74,1.00,55.11,8.54,13.49,10.44,0.63,0.10,0.17
1211996,0,2010-JUL-12,1,LTC,0.0400,0.0400,N,11.3,THUJ,OCC,14.0,13.8,96,2,0,34.71,0.72,0.00,1375,75,0,5,1.24,0.77,1.00,78.47,11.86,16.04,11.53,0.82,0.12,0.03
1212006,0,2004-JUL-07,0,LTC,0.0400,0.0400,F,17.7,POPU,BAL,14.9,10.3,39,0,3,4.05,1.27,0.00,225,50,0,2,0.64,0.92,0.46,6.41,1.62,3.03,0.61,2.53,0.61,0.82
1212006,0,2008-JUL-22,1,LTC,0.0400,0.0400,N,27.6,FRAX,NIG,13.8,10.3,18,1,0,3.84,2.11,0.00,300,75,0,2,0.64,0.92,0.40,6.92,1.76,2.01,0.45,2.67,0.65,1.35
1212006,0,2018-JUL-31,2,LTC,0.0400,0.0400,N,19.2,FRAX,PEN,16.7,15.5,63,5,0,11.56,0.00,0.00,750,0,0,4,1.04,0.75,0.88,32.12,6.75,6.51,1.51,0.00,0.00,0.00
1217986,0,2003-JUL-27,0,LTC,-1.0000,0.0400,F,11.8,ABIE,LAS,21.0,18.9,135,7,0,30.73,11.63,0.00,750,175,0,3,0.47,0.42,0.59,78.91,13.43,31.30,15.65,31.15,4.68,9.53
1217986,0,2018-JUL-21,1,LTC,0.0400,0.0400,N,11.8,ABIE,LAS,20.0,19.5,158,3,0,30.46,10.20,0.00,950,175,0,3,0.24,0.22,0.55,80.59,13.87,28.59,14.71,25.62,3.58,9.29
1217991,0,2003-JUN-23,0,LTC,-1.0000,0.0400,F,12.1,ABIE,LAS,25.8,21.9,223,7,0,54.31,21.94,0.00,1225,650,0,3,0.40,0.36,0.51,174.39,26.67,37.36,21.87,71.60,10.99,10.27
1217991,0,2018-JUL-18,1,LTC,0.0400,0.0400,N,12.4,ABIE,LAS,23.7,22.5,188,3,1,27.99,48.31,0.00,700,1025,0,2,0.26,0.37,0.30,92.03,14.04,18.27,11.00,145.63,19.35,22.84
1217996,0,2002-AUG-18,0,LTC,-1.0000,0.0400,F,,PICE,GLA,16.7,16.5,129,4,0,15.21,4.66,0.00,500,100,0,2,0.20,0.29,0.33,40.19,5.47,8.52,6.49,16.71,2.01,2.16
1217996,0,2018-JUL-11,1,LTC,0.0400,0.0400,N,,PICE,GLA,21.7,19.0,145,4,0,23.16,3.31,0.00,650,50,0,2,0.27,0.39,0.31,68.49,8.87,11.94,8.61,13.43,0.71,0.58
1218066,0,2012-MAY-31,0,LTS,0.0400,0.0400,,4.8,PICE,MAR,8.2,6.3,134,4,0,3.31,0.99,0.00,400,125,0,2,0.23,0.34,0.36,3.72,0.90,2.49,2.98,0.79,0.23,1.12
1218151,0,2013-MAY-28,0,LTS,0.0400,0.0400,,21.2,POPU,TRE,26.0,21.0,81,6,0,34.47,2.91,0.00,1475,275,0,2,0.40,0.57,0.25,125.76,30.85,9.05,2.49,6.75,1.91,0.91
1218186,0,2012-MAY-31,0,LTS,0.0400,0.0400,,18.5,POPU,BAL,5.9,11.4,21,9,0,3.13,5.09,0.00,275,125,0,2,0.30,0.44,0.42,5.64,1.53,1.34,0.39,5.29,0.00,0.17
1218376,0,2003-AUG-28,0,LTC,0.0500,0.0500,F,7.4,PICE,MAR,11.5,10.9,108,7,0,14.78,1.42,0.00,1240,120,0,2,0.38,0.55,0.24,29.75,5.09,7.17,6.69,2.90,0.44,0.59
1218376,0,2016-AUG-10,1,LTC,0.0500,0.0500,N,7.4,PICE,MAR,12.4,11.2,123,8,0,18.76,2.02,0.00,1560,140,0,2,0.36,0.51,0.23,38.88,6.52,8.88,7.82,2.84,0.36,0.54
1218396,0,2004-JUN-09,0,LTC,0.0500,0.0500,F,13.4,PICE,MAR,17.7,15.7,84,1,4,33.12,2.99,0.00,1740,220,0,2,0.25,0.36,0.22,96.18,15.37,13.29,10.85,8.10,1.23,1.02
1218396,0,2017-SEP-07,1,LTC,0.0503,0.0503,N,12.8,PICE,MAR,19.0,17.3,99,2,1,33.50,2.68,0.00,1451,179,0,2,0.28,0.41,0.23,106.96,16.78,13.81,9.76,6.97,1.02,1.04
1218516,0,2006-AUG-17,0,LTC,0.0400,0.0400,F,10.9,PICE,MAR,12.6,11.9,154,9,0,6.26,1.48,0.00,525,125,0,1,0.00,,0.00,15.77,2.38,2.26,2.56,2.52,0.38,0.38
1218516,0,2015-AUG-13,1,LTC,0.0400,0.0400,N,11.4,PICE,MAR,13.8,11.9,209,4,0,6.59,2.24,0.37,550,200,25,1,0.00,,0.00,17.38,2.59,2.61,2.30,3.90,0.52,0.42
1218546,0,2006-JUL-18,0,LTC,0.0400,0.0400,F,7.2,PICE,MAR,7.3,8.9,62,4,1,4.09,0.00,0.00,550,0,0,1,0.00,,0.00,8.38,1.36,1.56,2.15,0.00,0.00,0.00
1218546,0,2014-AUG-19,1,LTC,0.0400,0.0400,N,10.2,PICE,MAR,10.7,9.5,67,4,0,11.07,0.00,0.00,1375,0,0,2,0.09,0.13,0.25,23.89,3.84,4.14,5.41,0.00,0.00,0.00
1218651,0,2004-JUL-07,0,LTC,0.0400,0.0400,F,14.0,THUJ,OCC,18.1,16.4,148,3,4,42.99,4.40,0.00,1100,300,0,5,1.26,0.78,1.06,107.33,13.91,17.91,13.90,10.69,1.18,0.94
1218651,0,2009-JUN-30,1,LTC,0.0400,0.0400,N,15.0,PICE,MAR,19.1,15.9,170,2,1,42.28,4.40,0.00,1025,250,0,5,1.16,0.72,1.08,100.26,13.02,18.77,13.83,7.26,1.13,0.77
1218746,0,2005-JUL-08,0,LTC,0.0400,0.0400,F,8.3,THUJ,OCC,9.5,9.6,118,4,0,16.49,1.91,0.00,850,75,0,3,0.82,0.75,0.57,24.42,3.35,9.12,6.76,2.01,0.31,0.93
1218746,0,2015-JUL-21,1,LTC,0.0400,0.0400,N,7.0,THUJ,OCC,8.7,8.0,137,5,0,7.34,15.16,0.00,475,725,0,3,0.54,0.49,0.68,8.67,1.34,3.94,2.92,24.55,3.20,8.33
1218776,0,2004-AUG-20,0,LTC,0.0400,0.0400,F,16.7,PINU,BAN,19.2,19.0,85,3,0,36.73,6.84,0.00,1425,450,0,5,0.58,0.36,0.99,143.42,12.17,12.17,8.82,24.66,2.22,1.88
1218776,0,2013-JUL-17,1,LTC,0.0400,0.0400,N,16.0,PINU,BAN,18.8,17.9,95,4,0,38.39,7.78,0.00,1500,400,0,5,0.95,0.59,0.98,138.65,12.26,13.98,9.09,28.36,1.84,1.31
1218801,0,2004-JUN-26,0,LTC,0.0400,0.0400,F,12.1,THUJ,OCC,15.1,12.6,125,4,1,11.17,2.05,0.00,175,50,0,3,1.00,0.91,1.03,18.61,2.68,5.29,3.72,3.20,0.54,0.80
1218801,0,2007-AUG-02,1,LTC,0.0400,0.0400,N,12.5,THUJ,OCC,13.7,12.6,72,0,5,13.37,2.05,0.00,300,50,0,3,1.08,0.98,0.80,21.28,3.17,6.74,4.84,3.05,0.53,0.90
1218801,0,2018-JUL-23,2,LTC,0.0400,0.0400,N,13.4,THUJ,OCC,14.4,13.5,116,5,0,27.42,1.00,0.00,1100,25,0,7,1.48,0.76,1.59,52.25,8.06,14.05,9.73,2.66,0.06,0.00
1218891,0,2004-JUL-25,0,LTC,0.0400,0.0400,F,,,,,18.3,,,,23.75,2.42,0.00,675,100,0,11,2.18,0.91,3.03,88.08,12.60,33.05,4.69,6.34,0.88,2.02
1218891,0,2008-JUL-24,1,LTC,0.0400,0.0400,N,,,,,19.5,,,,25.17,2.74,0.00,650,125,0,10,2.08,0.91,2.76,96.59,13.70,37.18,4.49,7.63,1.11,2.55
1218891,0,2018-AUG-01,2,LTC,0.0400,0.0400,N,,,,,20.5,,,,28.98,0.34,0.00,675,25,0,10,2.04,0.89,2.73,117.15,16.21,44.62,5.18,1.08,0.24,0.18
1224876,0,2005-JUN-19,0,LTC,-1.0000,0.0400,F,,ABIE,LAS,9.3,8.5,69,6,0,17.05,0.00,0.00,1050,0,0,2,0.11,0.16,0.27,22.59,4.68,19.39,12.54,0.00,0.00,0.00
1224876,0,2018-JUL-13,1,LTC,0.0400,0.0400,N,,ABIE,LAS,12.9,10.8,79,4,0,25.32,1.16,0.00,1375,50,0,1,0.00,,0.00,42.56,8.19,22.86,14.48,1.36,0.24,1.91
1224886,0,2002-JUL-06,0,LTC,-1.0000,0.0400,F,10.4,PICE,ENG,17.5,14.3,167,3,0,36.90,3.52,0.00,1850,250,0,2,0.12,0.18,0.23,79.43,11.94,28.22,18.64,7.21,1.01,1.99
1224896,0,2002-AUG-08,0,LTC,-1.0000,0.0400,F,17.3,POPU,TRE,21.8,19.5,90,11,0,49.38,6.01,0.00,2125,650,0,4,1.08,0.78,0.68,178.50,27.84,24.41,11.75,15.18,2.83,2.02
1224916,0,2003-JUN-24,0,LTC,-1.0000,0.0400,F,17.2,PICE,ENG,23.4,22.9,100,8,0,57.87,2.06,0.00,900,50,0,3,0.76,0.69,0.56,185.20,27.75,52.70,23.08,5.78,0.97,1.22
1225056,0,2007-MAY-30,0,LTS,0.0400,0.0400,,25.4,POPU,TRE,32.9,9.3,98,5,0,0.31,0.68,0.00,25,25,0,1,0.00,,0.00,0.42,0.13,0.18,0.06,2.48,0.64,0.17
1225141,0,2004-JUL-27,0,LTS,0.0400,0.0400,F,5.5,PICE,MAR,8.5,8.2,111,9,0,3.42,0.00,0.00,400,0,0,2,0.38,0.54,0.36,5.18,1.07,1.85,2.09,0.00,0.00,0.00
1225141,0,2011-JUL-14,1,LTS,0.0400,0.0400,N,6.3,PICE,MAR,9.4,8.9,108,8,2,4.13,0.16,0.00,475,25,0,2,0.52,0.74,0.34,6.88,1.32,2.06,2.11,0.19,0.05,0.10
1225151,0,2003-SEP-14,0,LTS,0.0400,0.0400,F,,,,,,,,,0.00,3.34,0.00,0,400,0,0,,,,0.00,0.00,0.00,0.00,6.72,1.21,1.30
1225151,0,2014-AUG-10,1,LTS,0.0400,0.0400,N,10.5,PINU,BAN,3.1,,19,1,0,0.00,0.36,0.00,0,50,0,0,,,,0.00,0.00,0.00,0.00,0.66,0.03,0.06
1225161,0,2003-SEP-13,0,LTS,0.0400,0.0400,F,5.8,PICE,MAR,11.7,10.6,148,5,0,9.56,0.80,0.00,1000,100,0,2,0.27,0.38,0.27,19.18,3.34,4.22,4.27,1.64,0.30,0.29
1225161,0,2009-AUG-29,1,LTS,0.0400,0.0400,F,5.8,PICE,MAR,11.7,11.0,154,5,0,10.35,1.22,0.18,1000,150,25,2,0.27,0.38,0.27,21.92,3.71,4.61,4.44,2.58,0.47,0.42
1225181,0,2003-SEP-15,0,LTS,0.0400,0.0400,F,5.9,PICE,MAR,10.5,9.7,119,5,0,5.97,0.72,0.00,650,75,0,1,0.00,,0.00,10.92,2.09,2.64,3.19,1.42,0.26,0.30
1225181,0,2012-AUG-11,1,LTS,0.0400,0.0400,N,6.3,PICE,MAR,11.4,10.3,126,7,0,8.14,0.71,0.00,900,75,0,1,0.00,,0.00,15.98,2.95,3.30,3.95,1.29,0.22,0.34
1225201,0,2003-SEP-26,0,LTS,0.0400,0.0400,F,14.2,PINU,BAN,14.5,13.2,60,5,0,17.93,0.40,0.00,1450,50,0,1,0.00,,0.00,46.66,5.24,4.29,3.64,0.98,0.12,0.08
1225201,0,2009-AUG-30,1,LTS,0.0400,0.0400,F,13.6,PINU,BAN,15.1,14.2,66,6,0,20.62,0.73,0.00,1425,100,0,1,0.00,,0.00,58.54,6.02,5.06,3.99,1.84,0.21,0.13
1225241,0,2003-JUN-20,0,LTC,0.0500,0.0500,F,14.7,POPU,TRE,14.2,12.4,57,6,0,10.13,2.88,0.00,740,60,0,2,0.40,0.57,0.28,22.60,4.73,4.89,4.12,6.63,1.73,2.30
1225241,0,2013-JUN-18,1,LTC,0.0500,0.0500,N,14.6,PICE,MAR,14.0,12.5,59,8,0,15.68,1.34,0.00,1020,40,0,3,0.64,0.58,0.51,35.27,6.86,7.79,6.08,0.68,0.12,0.03
1225416,0,2006-AUG-03,0,LTC,0.0400,0.0400,F,13.3,PICE,MAR,16.0,15.6,125,5,0,24.29,0.36,0.00,1325,25,0,1,0.00,,0.00,74.12,10.37,8.14,7.52,0.56,0.08,0.05
1225416,0,2011-SEP-10,1,LTC,0.0400,0.0400,N,15.3,PICE,MAR,18.6,15.3,132,4,0,26.28,0.36,0.00,1400,25,0,1,0.00,,0.00,79.77,11.16,9.40,8.52,0.53,0.07,0.00
1225436,0,2006-JUL-21,0,LTC,0.0400,0.0400,F,13.0,PICE,MAR,15.8,12.1,153,5,0,24.86,1.11,0.00,2100,75,0,1,0.00,,0.00,63.89,9.58,8.89,9.92,2.23,0.32,0.27
1225436,0,2012-AUG-09,1,LTC,0.0400,0.0400,N,13.5,PICE,MAR,16.5,13.0,158,2,0,25.64,1.05,0.00,2050,125,0,1,0.00,,0.00,69.79,10.28,8.63,9.14,2.04,0.30,0.24
1225456,0,2006-JUL-21,0,LTC,0.0400,0.0400,F,15.3,PICE,MAR,16.6,14.1,90,6,0,20.13,2.58,0.00,1200,150,0,2,0.10,0.15,0.26,56.86,7.88,7.80,6.88,6.93,0.95,0.80
1225456,0,2012-JUL-14,1,LTC,0.0400,0.0400,N,15.7,PICE,MAR,18.7,14.4,104,4,0,20.28,3.45,0.00,1250,100,0,1,0.00,,0.00,58.89,8.42,7.15,6.83,9.30,0.85,1.37
1225591,0,2005-SEP-01,0,LTC,0.0400,0.0400,F,19.2,POPU,TRE,24.9,20.5,115,4,0,34.58,15.06,0.00,1125,350,0,5,1.29,0.80,1.05,127.74,23.31,16.67,7.06,57.07,6.04,4.92
1225591,0,2014-JUL-24,1,LTC,0.0400,0.0400,N,21.5,POPU,TRE,28.3,21.9,122,4,0,37.99,10.70,0.00,1300,250,0,5,1.31,0.82,1.01,144.58,25.35,17.16,7.83,36.18,3.48,1.62
1225701,0,2004-JUL-21,0,LTC,0.0400,0.0400,F,17.0,PINU,STR,19.3,17.7,83,3,1,38.40,5.93,0.00,1525,350,0,6,1.05,0.59,1.22,121.45,18.04,15.24,10.88,14.06,2.17,2.67
1225701,0,2007-AUG-14,1,LTC,0.0400,0.0400,N,18.9,PICE,MAR,20.9,17.8,73,0,3,25.53,8.94,0.00,925,500,0,5,1.12,0.70,1.11,73.57,10.91,14.06,12.07,26.39,3.93,2.81
1225701,0,2016-AUG-22,2,LTC,0.0400,0.0400,N,17.9,PINU,STR,21.1,18.2,98,3,0,10.50,14.01,0.00,250,675,0,5,1.50,0.93,1.74,31.16,4.60,5.36,2.96,28.08,3.96,1.91
1225711,0,2004-JUL-23,0,LTC,0.0400,0.0400,F,19.9,TSUG,CAN,23.1,23.3,111,3,5,31.73,0.00,0.00,350,0,0,4,0.75,0.54,1.14,158.12,20.55,47.81,4.87,0.00,0.00,0.00
1225711,0,2015-AUG-04,1,LTC,0.0400,0.0400,N,,,,,23.5,,,,29.69,5.94,0.00,325,50,0,4,0.79,0.57,1.17,145.74,19.44,42.36,3.84,29.63,2.79,11.21
1225771,0,2004-SEP-14,0,LTC,0.0400,0.0400,F,16.5,TILI,AME,18.8,14.9,93,7,0,18.51,0.26,0.00,900,25,0,4,1.02,0.74,0.84,65.72,9.90,19.52,4.00,0.84,0.13,0.19
1225771,0,2017-SEP-06,1,LTC,0.0400,0.0400,N,,,,,17.0,,,,17.19,6.06,0.00,675,200,0,4,1.02,0.74,0.91,66.32,9.90,18.48,1.82,23.64,3.17,7.16
1231676,0,2001-AUG-26,0,LTC,-1.0000,0.0400,F,,,,,,,,,0.00,1.57,0.00,0,50,0,0,,,,0.00,0.00,0.00,0.00,0.81,0.10,0.14
1231761,0,2000-AUG-01,0,LTC,-1.0000,0.0400,F,,PICE,ENG,21.8,21.0,90,5,0,37.85,2.52,0.00,1075,175,0,4,0.87,0.62,0.80,131.33,18.08,25.31,12.88,6.13,1.29,0.71
1231761,0,2018-JUL-20,1,LTC,0.0400,0.0400,N,,PICE,ENG,,8.1,,,,0.33,0.00,0.22,25,0,25,1,0.00,,0.00,0.27,0.07,0.34,0.13,0.00,0.00,0.00
1231781,0,2002-JUL-18,0,LTC,-1.0000,0.0400,F,18.6,PINU,CON,22.9,22.9,138,9,0,55.76,3.27,0.00,1075,100,0,4,0.92,0.67,0.80,228.66,23.61,24.40,11.90,13.22,1.13,1.01
1231871,0,2006-SEP-03,0,LTS,0.0400,0.0400,F,17.1,PINU,BAN,19.5,18.0,74,0,3,22.48,0.00,0.00,950,0,0,1,0.00,,0.00,80.70,6.54,6.68,3.98,0.00,0.00,0.00
1231871,1,2013-JUN-04,0,LTS,0.0400,0.0400,,,POPU,TRE,15.6,,,,,0.00,0.00,0.00,0,0,0,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1231906,0,2013-MAY-31,0,LTS,0.0400,0.0400,,10.8,LARI,LAR,11.0,9.6,81,6,0,0.38,0.26,0.00,25,25,0,1,0.00,,0.00,0.68,0.10,0.23,0.07,0.27,0.07,0.23
1231971,0,2013-MAY-27,0,LTS,0.0400,0.0400,,7.5,LARI,LAR,10.9,8.8,125,5,0,4.77,0.00,0.00,525,0,0,2,0.41,0.59,0.33,7.98,1.30,2.69,1.26,0.00,0.00,0.00
1232216,0,2003-AUG-27,0,LTC,0.0500,0.0500,F,12.0,PICE,MAR,15.6,15.0,88,4,0,4.85,0.70,0.00,160,40,0,2,0.38,0.54,0.48,13.95,1.80,2.50,1.94,1.03,0.16,0.16
1232216,0,2013-AUG-21,1,LTC,0.0500,0.0500,N,11.5,PICE,MAR,16.4,15.2,98,4,0,5.03,0.42,0.00,160,20,0,3,0.97,0.89,0.96,14.66,1.90,3.11,1.64,0.70,0.04,0.00
1232251,0,2008-AUG-26,0,LTC,0.0400,0.0400,N,12.8,PICE,MAR,15.4,13.5,133,3,0,17.28,1.08,0.00,1250,125,0,2,0.17,0.24,0.26,48.04,6.85,5.92,5.80,2.53,0.27,0.28
1232251,0,2018-AUG-24,1,LTC,0.0400,0.0400,N,11.2,PICE,MAR,12.0,12.7,97,0,4,9.59,3.39,0.00,675,275,0,1,0.00,,0.00,25.30,3.72,3.62,3.86,7.05,0.97,0.43
1232266,0,2006-AUG-15,0,LTC,0.0400,0.0400,F,15.6,PICE,MAR,13.7,12.9,47,8,0,8.34,0.00,0.00,500,0,0,2,0.69,0.99,0.33,22.05,3.32,4.02,3.31,0.00,0.00,0.00
1232266,0,2015-JUL-22,1,LTC,0.0400,0.0400,N,16.4,PICE,MAR,17.8,14.9,70,4,0,8.08,2.45,0.00,300,250,0,2,0.29,0.41,0.40,23.02,3.20,3.94,3.16,6.27,1.07,1.03
1232296,0,2006-AUG-03,0,LTC,0.0400,0.0400,F,20.8,PINU,BAN,24.5,22.3,91,6,0,20.61,5.32,0.00,375,150,0,4,0.86,0.62,1.11,85.80,7.51,9.77,4.15,17.14,1.37,1.53
1232296,0,2015-AUG-11,1,LTC,0.0400,0.0400,N,39.3,POPU,TRE,3.9,,6,0,2,0.00,22.83,0.00,0,400,0,0,,,,0.00,0.00,0.00,0.00,97.76,6.44,10.00
1232301,0,2006-JUL-20,0,LTC,0.0400,0.0400,F,16.9,PICE,MAR,21.0,18.5,192,6,0,6.86,17.42,0.00,275,675,0,1,0.00,,0.00,24.09,3.22,2.28,1.89,59.65,7.96,5.80
1232301,0,2012-JUL-10,1,LTC,0.0400,0.0400,N,15.9,PICE,MAR,19.5,21.8,134,4,0,0.57,8.45,0.00,25,350,0,1,0.00,,0.00,2.38,0.31,0.13,0.05,27.78,2.89,1.81
1232396,0,2004-JUL-09,0,LTC,0.0400,0.0400,F,13.5,PICE,MAR,13.5,12.3,57,2,1,23.91,0.65,0.00,2050,50,0,3,0.26,0.24,0.45,63.40,9.44,8.36,8.90,1.45,0.25,0.19
