nfi_plot,loc_id,meas_num,smtree_species_num,smtree_genus,smtree_species,smtree_variety,smtree_percent
991906,0,1,1,ACER,SPI,,66
991906,0,1,2,SORB,AME,,16
991906,0,1,3,ACER,SAH,,14
991906,0,1,4,PICE,GLA,,3
991906,0,1,5,ABIE,BAL,,1
991906,0,2,1,ACER,SPI,,66
991906,0,2,2,SORB,AME,,19
991906,0,2,3,ABIE,BAL,,8
991906,0,2,4,ACER,SAH,,7
991946,0,0,1,FAGU,GRA,,72
991946,0,0,2,PICE,RUB,,15
991946,0,0,3,ACER,PEN,,4
991946,0,0,4,ABIE,BAL,,2
991946,0,0,5,BETU,ALL,,2
991946,0,0,6,CORY,COR,,2
991946,0,0,7,VIBU,SPP,,2
991946,0,1,1,ABIE,BAL,,40
991946,0,1,2,ACER,RUB,,27
991946,0,1,3,ACER,SAC,,15
991946,0,1,4,BETU,PAP,,14
991946,0,1,5,BETU,ALL,,4
991951,0,0,1,PICE,MAR,,100
991951,0,1,1,LARI,LAR,,74
991951,0,1,2,ACER,RUB,,25
991951,0,1,3,PICE,MAR,,1
997836,0,0,1,BETU,PAP,NEO,52
997836,0,0,2,SALI,SPP,,36
997836,0,0,3,PICE,MAR,,9
997836,0,0,4,LARI,LAR,,3
997836,0,1,1,PICE,MAR,,62
997836,0,1,2,BETU,NEO,,25
997836,0,1,3,LARI,LAR,,14
997846,0,0,1,PICE,MAR,,89
997846,0,0,2,LARI,LAR,,5
997846,0,0,3,BETU,GLA,,2
997846,0,0,4,SALI,PLA,,2
997846,0,0,5,BETU,PAP,NEO,1
997846,0,0,6,SALI,SPP,,1
997846,0,1,1,PICE,MAR,,68
997846,0,1,2,LARI,LAR,,32
997846,0,1,3,BETU,NEO,,1
997851,0,0,1,PICE,MAR,,97
997851,0,0,2,ALNU,CRI,,3
997851,0,1,1,PICE,MAR,,100
997881,0,0,1,POPU,TRE,,65
997881,0,0,2,BETU,GLA,,26
997881,0,0,3,PINU,BAN,,4
997881,0,0,4,SALI,SPP,,4
997881,0,1,1,PINU,BAN,,56
997881,0,1,2,POPU,TRE,,44
997881,0,1,3,PICE,GLA,,0
997886,0,0,1,PICE,MAR,,92
997886,0,0,2,LARI,LAR,,5
997886,0,0,3,LARI,OCC,,2
997891,0,0,1,POPU,TRE,,100
998696,1,0,1,PICE,MAR,,80
998696,1,0,2,SALI,HUM,,8
998696,1,0,3,ABIE,BAL,,5
998696,1,0,4,SORB,AME,,4
998696,1,0,5,BETU,PAP,,3
998711,1,0,1,ABIE,BAL,,85
998711,1,0,2,BETU,PAP,,14
998711,1,0,3,ACER,SPI,,1
998721,0,0,1,ABIE,BAL,,65
998721,0,0,2,PICE,MAR,,20
998721,0,0,3,BETU,PAP,,7
998721,0,0,4,SORB,AME,,7
998721,0,0,5,AMEL,SPP,,1
998721,0,1,1,ABIE,BAL,,75
998721,0,1,2,PICE,MAR,,14
998721,0,1,3,BETU,PAP,,7
998721,0,1,4,SORB,AME,,3
998721,0,1,5,AMEL,BAR,,1
998766,0,0,1,ACER,SAH,,94
998766,0,0,2,ACER,SPI,,5
998766,0,0,3,BETU,ALL,,1
998766,0,0,4,ACER,PEN,,0
998766,1,0,1,ACER,SAH,,41
998766,1,0,2,ACER,RUB,,32
998766,1,0,3,FRAX,NIG,,15
998766,1,0,4,ACER,SPI,,8
998766,1,0,5,CORY,COR,,2
998766,1,0,6,SORB,DEC,,1
998766,1,0,7,ABIE,BAL,,1
998771,0,0,1,ABIE,BAL,,100
998771,1,0,1,ABIE,BAL,,100
1004761,0,0,1,PICE,MAR,,100
1004761,0,1,1,PICE,MAR,,100
1005561,0,0,1,ABIE,BAL,,66
1005561,0,0,2,PICE,MAR,,34
1005561,0,0,3,BETU,PAP,,0
1005621,1,0,1,ABIE,BAL,,53
1005621,1,0,2,SORB,DEC,,35
1005621,1,0,3,BETU,PAP,,13
1005781,0,0,1,PICE,MAR,,48
1005781,0,0,2,ACER,RUB,,41
1005781,0,0,3,BETU,POP,,11
1005781,0,1,1,PICE,RUB,,95
1005781,0,1,2,BETU,POP,,5
1011666,0,0,1,PICE,MAR,,100
1011666,0,1,1,PICE,MAR,,100
1011681,0,0,1,PICE,MAR,,78
1011681,0,0,2,PICE,GLA,,12
1011681,0,0,3,POPU,TRE,,10
1011681,0,1,1,PICE,MAR,,70
1011681,0,1,2,PICE,GLA,,30
1011706,0,0,1,POPU,TRE,,52
1011706,0,0,2,SALI,SCO,,48
1011706,0,1,1,POPU,TRE,,99
1011706,0,1,2,POPU,BAL,,1
1012486,1,0,1,ABIE,BAL,,64
1012486,1,0,2,BETU,PAP,,35
1012486,1,0,3,SORB,DEC,,1
1012486,1,0,4,AMEL,BAR,,0
1012491,0,0,1,BETU,PAP,,64
1012491,0,0,2,PRUN,PEN,,17
1012491,0,0,3,PICE,MAR,,8
1012491,0,0,4,ABIE,BAL,,6
1012491,0,0,5,POPU,TRE,,5
1012491,0,0,6,NEMO,MUC,,1
1012491,0,1,1,BETU,PAP,,64
1012491,0,1,2,PICE,MAR,,18
1012491,0,1,3,ABIE,BAL,,10
1012491,0,1,4,PRUN,PEN,,8
1012491,0,1,5,ILEX,MUC,,0
1012511,1,0,1,ABIE,BAL,,56
1012511,1,0,2,BETU,PAP,,38
1012511,1,0,3,PICE,MAR,,3
1012511,1,0,4,ACER,RUB,,3
1012526,0,0,1,ABIE,BAL,,67
1012526,0,0,2,SORB,AME,,16
1012526,0,0,3,NEMO,MUC,,10
1012526,0,0,4,BETU,PAP,,8
1012526,1,0,1,ALNU,INC,RUG,78
1012526,1,0,2,THUJ,OCC,,11
1012526,1,0,3,PICE,RUB,,4
1012526,1,0,4,TAXU,CAN,,3
1012526,1,0,5,ABIE,BAL,,3
1012526,1,0,6,ILEX,MUC,,0
1012656,0,0,1,PICE,RUB,,91
1012656,0,0,2,ABIE,BAL,,9
1012656,0,1,1,PINU,STR,,99
1012656,0,1,2,PICE,RUB,,1
1018501,0,0,1,BETU,PAP,,100
1018501,0,1,1,BETU,PAP,,100
1018501,0,1,2,PICE,GLA,,0
1018511,0,0,1,PICE,GLA,,66
1018511,0,0,2,PICE,MAR,,31
1018511,0,0,3,LARI,OCC,,3
1018511,0,1,1,PICE,MAR,,86
1018511,0,1,2,LARI,LAR,,12
1018511,0,1,3,PICE,GLA,,3
1018521,0,0,1,PICE,MAR,,100
1018521,0,1,1,PICE,MAR,,100
1018531,0,1,1,PICE,MAR,,100
1018546,0,0,1,PINU,BAN,,100
1018546,0,1,1,PINU,BAN,,100
1018566,0,0,1,PICE,MAR,,100
1018566,0,1,1,PICE,MAR,,100
1019266,0,0,1,ALNU,CRI,,72
1019266,0,0,2,PINU,BAN,,17
1019266,0,0,3,SALI,BEB,,11
1019266,0,1,1,PICE,MAR,,52
1019266,0,1,2,PINU,BAN,,43
1019266,0,1,3,ALNU,VIR,CRI,4
1019266,0,1,4,SALI,HUM,,1
1019286,0,0,1,PICE,MAR,,99
1019286,0,0,2,ALNU,INC,RUG,1
1019286,0,1,1,PICE,MAR,,100
1019286,0,1,2,ALNU,INC,RUG,0
1019326,1,0,1,ABIE,BAL,,100
1019326,1,0,2,ACER,SPI,,0
1019386,0,0,1,PICE,MAR,,49
1019386,0,0,2,ABIE,BAL,,42
1019386,0,0,3,BETU,PAP,,6
1019386,0,0,4,AMEL,SPP,,3
1019386,0,0,5,SORB,AME,,1
1019386,0,0,6,PICE,GLA,,0
1019386,0,0,7,NEMO,MUC,,0
1019386,1,0,1,ABIE,BAL,,98
1019386,1,0,2,SORB,DEC,,3
1019481,0,0,1,ABIE,BAL,,44
1019481,0,0,2,PICE,MAR,,39
1019481,0,0,3,BETU,PAP,,17
1019481,0,1,1,PICE,MAR,,70
1019481,0,1,2,BETU,PAP,,30
1025351,0,0,1,PICE,MAR,,100
1025351,0,1,1,PICE,MAR,,100
1025376,0,0,1,PICE,MAR,,97
1025376,0,0,2,POPU,BAL,,3
1025376,0,1,1,PICE,MAR,,100
1025421,0,0,1,POPU,TRE,,89
1025421,0,0,2,PINU,BAN,,7
1025421,0,0,3,POPU,BAL,,4
1025421,0,1,1,POPU,TRE,,99
1025421,0,1,2,PICE,GLA,,1
1025421,0,1,3,SALI,SPP,,1
1025501,0,0,1,PICE,GLA,,100
1025501,0,0,2,POPU,BAL,,0
1025501,0,1,1,PICE,GLA,,100
1026191,1,0,1,PICE,MAR,,82
1026191,1,0,2,ALNU,VIR,CRI,17
1026191,1,0,3,SALI,HUM,,2
1032241,0,0,1,PICE,GLA,,100
1032241,0,1,1,PICE,GLA,,100
1032316,0,0,1,POPU,TRE,,69
1032316,0,0,2,SALI,SCO,,31
1032316,0,1,1,POPU,TRE,,100
1033091,1,0,1,ABIE,BAL,,99
1033091,1,0,2,ACER,SPI,,1
1033171,0,0,1,THUJ,OCC,,77
1033171,0,0,2,PICE,MAR,,17
1033171,0,0,3,SALI,BEB,,4
1033171,0,0,4,ALNU,INC,RUG,2
1033171,0,0,5,ABIE,BAL,,1
1033171,1,0,1,ALNU,INC,RUG,79
1033171,1,0,2,ACER,RUB,,16
1033171,1,0,3,POPU,BAL,,3
1033171,1,0,4,ABIE,BAL,,2
1033171,1,0,5,ACER,SPI,,1
1033171,1,0,6,CORN,STO,,0
1033286,0,0,1,ABIE,BAL,,78
1033286,0,0,2,POPU,GRA,,21
1033286,0,0,3,PICE,GLA,,0
1033286,0,1,1,ABIE,BAL,,77
1033286,0,1,2,POPU,TRE,,20
1033286,0,1,3,PICE,RUB,,3
1039166,0,0,1,PICE,GLA,,68
1039166,0,0,2,SALI,SCO,,19
1039166,0,0,3,BETU,PAP,,6
1039166,0,0,4,POPU,TRE,,5
1039166,0,0,5,BETU,GLA,,1
1039166,0,1,1,POPU,TRE,,100
1039181,0,0,1,PICE,GLA,,58
1039181,0,0,2,LARI,LAR,,33
1039181,0,0,3,POPU,BAL,,9
1039211,0,0,1,POPU,BAL,,75
1039211,0,0,2,POPU,TRE,,25
1039211,0,1,1,POPU,TRE,,100
1040006,1,0,1,PICE,MAR,,56
1040006,1,0,2,PICE,GLA,,22
1040006,1,0,3,ALNU,INC,RUG,17
1040006,1,0,4,SALI,HUM,,3
1040006,1,0,5,LARI,LAR,,2
1040006,1,0,6,BETU,PAP,,0
1046006,0,0,1,PINU,BAN,,96
1046006,0,0,2,SALI,SCO,,3
1046006,0,0,3,POPU,TRE,,1
1046006,0,1,1,PINU,BAN,,100
1046031,0,0,1,PICE,MAR,,100
1046031,0,1,1,PICE,MAR,,100
1046046,0,0,1,PICE,MAR,,94
1046046,0,0,2,PICE,GLA,,4
1046046,0,0,3,LARI,LAR,,2
1046046,0,1,1,PICE,MAR,,86
1046046,0,1,2,LARI,LAR,,8
1046046,0,1,3,PICE,GLA,,6
1046051,0,0,1,PICE,MAR,,87
1046051,0,0,2,LARI,LAR,,14
1046086,0,0,1,PICE,MAR,,77
1046086,0,0,2,PICE,GLA,,23
1046086,0,1,1,PICE,MAR,,85
1046086,0,1,2,PICE,GLA,,15
1046886,1,0,1,PICE,MAR,,91
1046886,1,0,2,PICE,GLA,,9
1046901,1,0,1,PICE,MAR,,100
1052881,0,0,1,SALI,SCO,,100
1052886,0,0,1,PICE,MAR,,100
1052886,0,1,1,PICE,MAR,,100
1052971,0,0,1,PINU,BAN,,80
1052971,0,0,2,PICE,MAR,,16
1052971,0,0,3,PICE,GLA,,4
1052971,0,1,1,PINU,BAN,,63
1052971,0,1,2,PICE,MAR,,28
1052971,0,1,3,PICE,GLA,,8
1052991,0,0,1,PICE,GLA,,44
1052991,0,0,2,PICE,MAR,,42
1052991,0,0,3,LARI,LAR,,15
1052991,0,1,1,PICE,GLA,,44
1052991,0,1,2,PICE,MAR,,37
1052991,0,1,3,LARI,LAR,,19
1053006,0,0,1,PICE,MAR,,100
1053031,0,1,1,PICE,GLA,,100
1053651,1,0,1,PICE,MAR,,100
1053696,0,0,1,PICE,MAR,,97
1053696,0,0,2,SALI,BEB,,3
1053696,0,1,1,PICE,MAR,,95
1053696,0,1,2,SALI,DIS,,5
1053721,1,0,1,PICE,MAR,,58
1053721,1,0,2,PINU,BAN,,42
1053736,1,0,1,PINU,BAN,,65
1053736,1,0,2,PICE,MAR,,35
1053736,1,0,3,SALI,HUM,,0
1053786,0,0,1,PICE,MAR,,63
1053786,0,0,2,ABIE,BAL,,37
1053786,0,1,1,PICE,MAR,,68
1053786,0,1,2,ABIE,BAL,,32
1053816,0,0,1,ABIE,BAL,,32
1053816,0,0,2,ACER,SPI,,23
1053816,0,0,3,BETU,PAP,,20
1053816,0,0,4,ACER,RUB,,9
1053816,0,0,5,SALI,BEB,,8
1053816,0,0,6,SORB,AME,,5
1053816,0,0,7,UNKN,SPP,,4
1053816,1,0,1,ACER,RUB,,43
1053816,1,0,2,ACER,SPI,,29
1053816,1,0,3,ABIE,BAL,,22
1053816,1,0,4,BETU,PAP,,4
1053816,1,0,5,CORY,COR,,2
1053816,1,0,6,ACER,SAH,,1
1059821,0,0,1,LARI,LAR,,100
1059821,0,1,1,LARI,LAR,,100
1059831,0,0,1,PICE,MAR,,99
1059831,0,0,2,LARI,LAR,,2
1059831,0,1,1,PICE,MAR,,96
1059831,0,1,2,LARI,LAR,,4
1059836,0,0,1,PICE,MAR,,100
1059836,0,1,1,PICE,MAR,,100
1059906,0,0,1,PICE,GLA,,64
1059906,0,0,2,POPU,BAL,,19
1059906,0,0,3,POPU,TRE,,18
1059906,0,1,1,PICE,GLA,,63
1059906,0,1,2,POPU,TRE,,37
1060536,1,0,1,PICE,MAR,,59
1060536,1,0,2,ABIE,BAL,,37
1060536,1,0,3,BETU,PAP,,4
1060556,1,0,1,ALNU,INC,RUG,91
1060556,1,0,2,PICE,MAR,,9
1066646,0,0,1,SALI,SCO,,86
1066646,0,0,2,PICE,GLA,,8
1066646,0,0,3,POPU,TRE,,7
1066646,0,1,1,PICE,GLA,,100
1066676,0,0,1,PICE,MAR,,100
1066676,0,1,1,PICE,MAR,,100
1066691,0,0,1,PICE,MAR,,100
1066691,0,1,1,PICE,MAR,,100
1066766,0,0,1,PICE,MAR,,100
1066766,0,1,1,PICE,MAR,,100
1066771,0,0,1,PINU,BAN,,96
1066771,0,0,2,POPU,TRE,,4
1067431,0,0,1,PICE,MAR,,88
1067431,0,0,2,SALI,BEB,,12
1067431,0,1,1,PICE,MAR,,97
1067431,0,1,2,SALI,HUM,,3
1067496,1,0,1,SALI,HUM,,73
1067496,1,0,2,AMEL,BAR,,27
1073521,0,0,1,BETU,PAP,,94
1073521,0,0,2,PICE,GLA,,6
1073521,0,1,1,BETU,PAP,,75
1073521,0,1,2,PICE,GLA,,17
1073521,0,1,3,PICE,MAR,,8
1073561,0,0,1,PICE,MAR,,97
1073561,0,0,2,LARI,LAR,,3
1073566,0,0,1,PICE,MAR,,57
1073566,0,0,2,LARI,LAR,,43
1073566,0,1,1,PICE,MAR,,64
1073566,0,1,2,LARI,LAR,,36
1074326,1,0,1,PICE,MAR,,42
1074326,1,0,2,ABIE,BAL,,39
1074326,1,0,3,ALNU,INC,RUG,12
1074326,1,0,4,PICE,GLA,,3
1074326,1,0,5,LARI,LAR,,2
1074326,1,0,6,BETU,PAP,,1
1074411,0,0,1,ABIE,BAL,,70
1074411,0,0,2,PICE,MAR,,22
1074411,0,0,3,NEMO,MUC,,8
1074411,0,0,4,AMEL,SPP,,0
1074411,1,0,1,PICE,MAR,,75
1074411,1,0,2,ABIE,BAL,,23
1074411,1,0,3,ILEX,MUC,,2
1074436,1,0,1,ABIE,BAL,,100
1080421,0,0,1,PICE,MAR,,80
1080421,0,0,2,LARI,LAR,,20
1080421,0,1,1,PICE,MAR,,77
1080421,0,1,2,LARI,LAR,,23
1080431,0,0,1,SALI,SCO,,63
1080431,0,0,2,POPU,TRE,,35
1080431,0,0,3,PICE,MAR,,3
1080431,0,1,1,PICE,MAR,,100
1080471,0,0,1,PICE,MAR,,100
1080471,0,1,1,PICE,MAR,,100
1080481,0,0,1,PICE,MAR,,100
1080481,0,1,1,PICE,MAR,,100
1081176,0,1,1,PICE,MAR,,100
1081221,1,0,1,PICE,MAR,,35
1081221,1,0,2,POPU,TRE,,25
1081221,1,0,3,PRUN,PEN,,18
1081221,1,0,4,BETU,PAP,,14
1081221,1,0,5,AMEL,SPP,,6
1081221,1,0,6,ALNU,VIR,CRI,1
1081221,1,0,7,SALI,HUM,,0
1081221,1,0,8,SORB,DEC,,0
1081246,1,0,1,BETU,PAP,,51
1081246,1,0,2,POPU,TRE,,32
1081246,1,0,3,PRUN,PEN,,12
1081246,1,0,4,ACER,SPI,,3
1081246,1,0,5,PICE,MAR,,2
1081246,1,0,6,SALI,HUM,,1
1081246,1,0,7,ALNU,VIR,CRI,1
1081266,1,0,1,ACER,SPI,,76
1081266,1,0,2,ALNU,INC,RUG,19
1081266,1,0,3,SORB,AME,,5
1081281,1,0,1,ACER,SPI,,84
1081281,1,0,2,BETU,ALL,,15
1081281,1,0,3,CORY,COR,,0
1081281,1,0,4,VIBU,LAN,,0
1087286,0,0,1,PICE,GLA,,88
1087286,0,0,2,POPU,TRE,,12
1087286,0,1,1,POPU,TRE,,100
1087331,0,0,1,PICE,MAR,,100
1087331,0,1,1,PICE,MAR,,100
1087351,0,0,1,PICE,MAR,,99
1087351,0,0,2,PINU,BAN,,1
1087351,0,1,1,PICE,MAR,,97
1087351,0,1,2,PINU,BAN,,4
1087376,0,0,1,PICE,GLA,,100
1087376,0,1,1,PICE,GLA,,100
1088041,1,0,1,LARI,LAR,,51
1088041,1,0,2,PICE,MAR,,43
1088041,1,0,3,BETU,GLA,,6
1088126,0,0,1,ABIE,BAL,,90
1088126,0,0,2,AMEL,SPP,,5
1088126,0,0,3,PICE,MAR,,5
1088126,0,1,1,ABIE,BAL,,98
1088126,0,1,2,AMEL,SPP,,2
1094196,0,0,1,PICE,MAR,,100
1094946,1,0,1,ABIE,BAL,,65
1094946,1,0,2,BETU,PAP,,27
1094946,1,0,3,PICE,GLA,,5
1094946,1,0,4,ALNU,INC,RUG,3
1094946,1,0,5,PICE,MAR,,1
1095011,0,0,1,PINU,BAN,,66
1095011,0,0,2,PICE,MAR,,34
1095011,0,1,1,PINU,BAN,,81
1095011,0,1,2,PICE,MAR,,19
1095011,0,1,3,LEDU,GRO,,0
1095026,1,0,1,ABIE,BAL,,75
1095026,1,0,2,BETU,PAP,,18
1095026,1,0,3,SORB,DEC,,5
1095026,1,0,4,PICE,MAR,,2
1095046,0,0,1,ABIE,BAL,,61
1095046,0,0,2,POPU,TRE,,16
1095046,0,0,3,ACER,RUB,,14
1095046,0,0,4,PICE,MAR,,4
1095046,0,0,5,SALI,BEB,,3
1095046,0,0,6,SORB,AME,,1
1095046,0,0,7,AMEL,SPP,,1
1095046,1,0,1,ABIE,BAL,,100
1095066,0,0,1,UNKN,SPP,,82
1095066,0,0,2,ABIE,BAL,,17
1095066,0,0,3,ACER,SPI,,0
1095066,0,0,4,ACER,SAH,,0
1095066,1,0,1,BETU,ALL,,51
1095066,1,0,2,FAGU,GRA,,46
1095066,1,0,3,ACER,PEN,,4
1095066,1,0,4,TAXU,CAN,,0
1095096,0,0,1,ABIE,BAL,,100
1095096,1,0,1,THUJ,OCC,,74
1095096,1,0,2,ABIE,BAL,,15
1095096,1,0,3,PICE,MAR,,3
1095096,1,0,4,FRAX,NIG,,3
1095096,1,0,5,ALNU,INC,RUG,2
1095096,1,0,6,BETU,PAP,,2
1095096,1,0,7,SALI,SPP,,1
1095101,0,0,1,ABIE,BAL,,77
1095101,0,0,2,PRUN,PEN,,17
1095101,0,0,3,AMEL,SPP,,3
1095101,0,0,4,BETU,PAP,,3
1095101,0,0,5,ACER,SPI,,0
1095101,0,0,6,SALI,BEB,,0
1100951,0,0,1,POPU,TRE,,100
1100981,0,0,1,BETU,PAP,,100
1100996,0,0,1,PICE,SPP,,100
1101001,0,0,1,BETU,NEO,,100
1101011,0,0,1,PICE,SPP,,58
1101011,0,0,2,ABIE,LAS,,42
1101411,0,0,1,SALI,SPP,,99
1101411,0,0,2,PICE,MAR,,1
1101411,0,0,3,BETU,PAP,,0
1101411,0,1,1,PICE,MAR,,93
1101411,0,1,2,BETU,PAP,PAP,7
1101816,0,0,1,PICE,MAR,,86
1101816,0,0,2,LARI,LAR,,14
1101816,1,0,1,PICE,MAR,,56
1101816,1,0,2,SALI,DIS,,19
1101816,1,0,3,ALNU,INC,RUG,17
1101816,1,0,4,ABIE,BAL,,5
1101816,1,0,5,LARI,LAR,,3
1101826,1,0,1,ALNU,INC,RUG,98
1101826,1,0,2,SALI,DIS,,2
1101826,1,0,3,SAMB,RAC,,0
1101831,0,0,1,ABIE,BAL,,48
1101831,0,0,2,PICE,MAR,,27
1101831,0,0,3,ALNU,INC,RUG,16
1101831,0,0,4,LARI,LAR,,6
1101831,0,0,5,BETU,PAP,,2
1101831,0,1,1,PICE,MAR,,64
1101831,0,1,2,ABIE,BAL,,15
1101831,0,1,3,LARI,LAR,,12
1101831,0,1,4,ALNU,INC,RUG,7
1101831,0,1,5,BETU,PAP,,2
1101866,1,0,1,BETU,PAP,,36
1101866,1,0,2,PICE,MAR,,32
1101866,1,0,3,ABIE,BAL,,27
1101866,1,0,4,PICE,GLA,,5
1101926,1,0,1,ABIE,BAL,,61
1101926,1,0,2,ACER,PEN,,13
1101926,1,0,3,ACER,RUB,,8
1101926,1,0,4,PICE,RUB,,7
1101926,1,0,5,BETU,PAP,,6
1101926,1,0,6,PRUN,PEN,,3
1101926,1,0,7,VIBU,LAN,,1
1101926,1,0,8,ACER,SPI,,1
1101926,1,0,9,AMEL,LAE,,1
1101946,0,0,1,ABIE,BAL,,46
1101946,0,0,2,ACER,RUB,,25
1101946,0,0,3,BETU,ALL,,21
1101946,0,0,4,PICE,RUB,,8
1101946,0,1,1,ABIE,BAL,,40
1101946,0,1,2,BETU,ALL,,31
1101946,0,1,3,ACER,RUB,,29
1101956,0,0,1,BETU,POP,,73
1101956,0,0,2,POPU,TRE,,27
1101956,0,1,1,BETU,POP,,94
1101956,0,1,2,ILEX,MUC,,4
1101956,0,1,3,POPU,TRE,,2
1101966,0,0,1,ACER,SAH,,86
1101966,0,0,2,ACER,PEN,,5
1101966,0,0,3,BETU,POP,,3
1101966,0,0,4,ACER,RUB,,1
1101966,0,0,5,POPU,TRE,,1
1101966,0,0,6,PRUN,PEN,,1
1101966,0,0,7,PRUN,VIR,,1
1101966,0,0,8,SALI,BEB,,1
1101966,1,0,1,FAGU,GRA,,100
1101986,0,0,1,ACER,SAH,,65
1101986,0,0,2,ABIE,BAL,,34
1101986,0,0,3,ACER,SPI,,1
1101986,0,0,4,UNKN,SPP,,1
1101986,0,0,5,ACER,RUB,,0
1101986,1,0,1,THUJ,OCC,,75
1101986,1,0,2,FRAX,NIG,,11
1101986,1,0,3,ABIE,BAL,,8
1101986,1,0,4,BETU,PAP,,3
1101986,1,0,5,BETU,POP,,3
1101991,0,0,1,ACER,SAH,,73
1101991,0,0,2,UNKN,SPP,,13
1101991,0,0,3,FRAX,AME,,8
1101991,0,0,4,ACER,PEN,,5
1101991,0,0,5,PRUN,SER,,1
1101991,1,0,1,ACER,PEN,,66
1101991,1,0,2,ACER,SAH,,28
1101991,1,0,3,FAGU,GRA,,6
1107841,0,0,1,PICE,SPP,,100
1107881,0,0,1,PINU,CON,,94
1107881,0,0,2,PICE,GLA,,6
1107901,0,0,1,PICE,ENG,GLA,75
1107901,0,0,2,ABIE,LAS,,23
1107901,0,0,3,POPU,BAL,,2
1107906,0,0,1,ABIE,LAS,,100
1107921,0,0,1,PICE,MAR,,94
1107921,0,0,2,LARI,LAR,,6
1108316,0,0,1,PICE,MAR,,100
1108316,0,1,1,PICE,MAR,,100
1108321,0,0,1,PICE,MAR,,97
1108321,0,0,2,ALNU,CRI,,2
1108321,0,0,3,SALI,SCO,,2
1108321,0,0,4,SALI,SPP,,0
1108326,0,0,1,PICE,MAR,,97
1108326,0,0,2,SALI,SCO,,2
1108326,0,0,3,POPU,TRE,,1
1108326,0,1,1,PICE,MAR,,99
1108326,0,1,2,POPU,TRE,,1
1108656,0,0,1,PICE,MAR,,100
1108656,0,1,1,PICE,MAR,,100
1108706,0,0,1,BETU,PAP,,43
1108706,0,0,2,PICE,MAR,,43
1108706,0,0,3,ALNU,INC,RUG,15
1108721,1,0,1,PICE,MAR,,86
1108721,1,0,2,ABIE,BAL,,14
1108726,1,0,1,PICE,MAR,,100
1108826,0,0,1,BETU,POP,,100
1108826,0,1,1,LARI,LAR,,100
1114666,0,0,1,PICE,SPP,,100
1114726,0,0,1,PINU,CON,,71
1114726,0,0,2,PICE,SPP,,18
1114726,0,0,3,POPU,TRE,,11
1114736,0,0,1,PINU,CON,LAT,100
1114741,0,0,1,PICE,MAR,,47
1114741,0,0,2,POPU,BAL,,35
1114741,0,0,3,PICE,GLA,,19
1114761,0,0,1,BETU,PAP,,92
1114761,0,0,2,PICE,GLA,,8
1114771,0,0,1,PINU,CON,LAT,100
1114846,0,0,1,POPU,TRE,,69
1114846,0,0,2,PICE,GLA,,32
1115226,0,0,1,PICE,MAR,,100
1115226,0,1,1,PICE,MAR,,100
1115341,0,0,1,PICE,MAR,,91
1115341,0,0,2,LARI,LAR,,10
1115541,0,0,1,PICE,MAR,,69
1115541,0,0,2,LARI,LAR,,16
1115541,0,0,3,PINU,BAN,,12
1115541,0,0,4,SALI,MAC,,3
1115541,0,1,1,PICE,MAR,,78
1115541,0,1,2,LARI,LAR,,22
1115591,1,0,1,PRUN,PEN,,44
1115591,1,0,2,ALNU,INC,RUG,35
1115591,1,0,3,POPU,TRE,,21
1115591,1,0,4,SALI,DIS,,1
1115591,1,0,5,SORB,DEC,,0
1115691,0,0,1,ABIE,BAL,,37
1115691,0,0,2,ACER,SAH,,21
1115691,0,0,3,SORB,AME,,17
1115691,0,0,4,BETU,ALL,,16
1115691,0,0,5,ACER,RUB,,4
1115691,0,0,6,UNKN,SPP,,4
1115691,0,0,7,AMEL,SPP,,1
1115691,1,0,1,PICE,MAR,,78
1115691,1,0,2,PICE,GLA,,22
1121576,0,0,1,ABIE,LAS,,100
1121621,0,0,1,PICE,GLA,,100
1121871,0,0,1,PICE,MAR,,83
1121871,0,0,2,LARI,LAR,,16
1121871,0,0,3,BETU,PAP,,1
1121871,1,0,1,PICE,MAR,,77
1121871,1,0,2,LARI,LAR,,23
1122121,0,0,1,ALNU,INC,RUG,99
1122121,0,0,2,PICE,MAR,,1
1122221,0,0,1,PICE,MAR,,100
1122486,1,0,1,PICE,MAR,,84
1122486,1,0,2,ABIE,BAL,,15
1122486,1,0,3,ALNU,VIR,CRI,1
1122486,1,0,4,ILEX,MUC,,1
1122556,1,0,1,ACER,SAH,,99
1122556,1,0,2,SAMB,RAC,,1
1122556,1,0,3,VIBU,LAN,,1
1122566,1,0,1,ACER,RUB,,41
1122566,1,0,2,ABIE,BAL,,27
1122566,1,0,3,PICE,GLA,,24
1122566,1,0,4,PRUN,VIR,,9
1122626,0,0,1,ABIE,BAL,,83
1122626,0,0,2,ACER,RUB,,10
1122626,0,0,3,PICE,RUB,,4
1122626,0,0,4,ACER,PEN,,2
1122626,0,0,5,BETU,ALL,,2
1122626,0,0,6,ACER,SPI,,0
1122626,0,0,7,UNKN,SPP,,0
1122626,0,0,8,PRUN,PEN,,0
1128496,0,0,1,PICE,SPP,,100
1128551,0,0,1,PICE,MAR,,65
1128551,0,0,2,BETU,SPP,,35
1128606,0,0,1,PICE,MAR,,100
1128611,0,0,1,POPU,TRE,,96
1128611,0,0,2,PICE,GLA,,4
1128906,0,0,1,PICE,MAR,,100
1128906,0,1,1,PICE,MAR,,100
1128926,0,0,1,PICE,MAR,,85
1128926,0,0,2,ALNU,CRI,,15
