nfi_plot,loc_id,meas_num,species_num,genus,species,variety,species_strel
978231,0,1,1,PICE,RUB,,1.000
984081,0,0,1,PICE,MAR,,1.000
984081,0,1,1,PICE,MAR,,1.000
984981,1,0,1,ABIE,BAL,,1.000
985051,0,0,1,VIBU,SPP,,0.400
985051,0,0,2,ACER,SAH,,0.200
985051,0,0,3,CORY,COR,,0.200
985051,0,0,4,ABIE,BAL,,0.100
985051,0,0,5,BETU,GLA,,0.100
985051,0,1,1,ABIE,BAL,,0.500
985051,0,1,2,ACER,SAH,,0.250
985051,0,1,3,BETU,ALL,,0.250
985051,0,2,1,ABIE,BAL,,0.556
985051,0,2,2,ACER,RUB,,0.444
985126,0,0,1,LARI,LAR,,0.333
985126,0,0,2,ABIE,BAL,,0.167
985126,0,0,3,ACER,RUB,,0.167
985126,0,0,4,AMEL,LAE,,0.167
985126,0,0,5,POPU,TRE,,0.167
985126,0,1,1,ABIE,BAL,,0.600
985126,0,1,2,ACER,SAH,,0.233
985126,0,1,3,PINU,STR,,0.133
985126,0,1,4,PICE,RUB,,0.033
991766,1,0,1,PICE,MAR,,0.552
991766,1,0,2,ABIE,BAL,,0.448
991776,0,0,1,SALI,BEB,,0.833
991776,0,0,2,PICE,MAR,,0.167
991776,0,1,1,AMEL,BAR,,0.333
991776,0,1,2,PICE,MAR,,0.333
991776,0,1,3,SALI,HUM,,0.333
991816,0,0,1,PICE,MAR,,0.667
991816,0,0,2,PINU,BAN,,0.333
991826,0,0,1,ALNU,INC,RUG,0.489
991826,0,0,2,BETU,PAP,,0.245
991826,0,0,3,SALI,BEB,,0.117
991826,0,0,4,PRUN,PEN,,0.064
991826,0,0,5,ABIE,BAL,,0.053
991826,0,0,6,PICE,MAR,,0.032
991826,0,1,1,ALNU,INC,RUG,0.509
991826,0,1,2,BETU,PAP,,0.208
991826,0,1,3,SALI,HUM,,0.101
991826,0,1,4,PRUN,PEN,,0.057
991826,0,1,5,ABIE,BAL,,0.050
991826,0,1,6,SALI,LUC,,0.044
991826,0,1,7,PICE,MAR,,0.031
991866,1,0,1,ABIE,BAL,,0.455
991866,1,0,2,SORB,DEC,,0.273
991866,1,0,3,PICE,MAR,,0.182
991866,1,0,4,AMEL,SPP,,0.091
991881,0,0,1,ALNU,INC,RUG,0.830
991881,0,0,2,ACER,SPI,,0.151
991881,0,0,3,SORB,AME,,0.019
991881,1,0,1,ACER,RUB,,0.296
991881,1,0,2,ABIE,BAL,,0.222
991881,1,0,3,SORB,DEC,,0.185
991881,1,0,4,ACER,SPI,,0.148
991881,1,0,5,BETU,ALL,,0.111
991881,1,0,6,ACER,PEN,,0.037
991906,0,0,1,ACER,SPI,,0.679
991906,0,0,2,ACER,RUB,,0.071
991906,0,0,3,ACER,SAH,,0.071
991906,0,0,4,SORB,AME,,0.071
991906,0,0,5,ACER,PEN,,0.036
991906,0,0,6,PICE,GLA,,0.036
991906,0,0,7,VIBU,SPP,,0.036
991906,0,1,1,ACER,SPI,,0.600
991906,0,1,2,ABIE,BAL,,0.150
991906,0,1,3,ACER,SAH,,0.100
991906,0,1,4,SORB,AME,,0.100
991906,0,1,5,PICE,GLA,,0.050
991906,0,2,1,ABIE,BAL,,0.385
991906,0,2,2,ACER,SPI,,0.385
991906,0,2,3,SORB,AME,,0.154
991906,0,2,4,ACER,SAH,,0.077
991946,0,0,1,FAGU,GRA,,0.462
991946,0,0,2,ACER,PEN,,0.154
991946,0,0,3,ABIE,BAL,,0.077
991946,0,0,4,BETU,ALL,,0.077
991946,0,0,5,CORY,COR,,0.077
991946,0,0,6,PICE,RUB,,0.077
991946,0,0,7,VIBU,SPP,,0.077
991946,0,1,1,BETU,PAP,,0.357
991946,0,1,2,ACER,RUB,,0.214
991946,0,1,3,BETU,ALL,,0.214
991946,0,1,4,ACER,SAC,,0.143
991946,0,1,5,ABIE,BAL,,0.071
991951,0,0,1,PICE,MAR,,1.000
991951,0,1,1,ACER,RUB,,0.667
991951,0,1,2,LARI,LAR,,0.222
991951,0,1,3,PICE,MAR,,0.111
997836,0,0,1,SALI,SPP,,0.444
997836,0,0,2,BETU,PAP,NEO,0.407
997836,0,0,3,PICE,MAR,,0.111
997836,0,0,4,LARI,LAR,,0.037
997836,0,1,1,PICE,MAR,,0.622
997836,0,1,2,LARI,LAR,,0.243
997836,0,1,3,BETU,NEO,,0.135
997846,0,0,1,PICE,MAR,,0.424
997846,0,0,2,LARI,LAR,,0.273
997846,0,0,3,BETU,GLA,,0.121
997846,0,0,4,SALI,PLA,,0.121
997846,0,0,5,BETU,PAP,NEO,0.030
997846,0,0,6,SALI,SPP,,0.030
997846,0,1,1,LARI,LAR,,0.558
997846,0,1,2,PICE,MAR,,0.372
997846,0,1,3,BETU,NEO,,0.070
997851,0,0,1,PICE,MAR,,0.824
997851,0,0,2,ALNU,CRI,,0.176
997851,0,1,1,PICE,MAR,,1.000
997881,0,0,1,POPU,TRE,,0.652
997881,0,0,2,BETU,GLA,,0.261
997881,0,0,3,PINU,BAN,,0.043
997881,0,0,4,SALI,SPP,,0.043
997881,0,1,1,POPU,TRE,,0.818
997881,0,1,2,PINU,BAN,,0.136
997881,0,1,3,PICE,GLA,,0.045
997886,0,0,1,PICE,MAR,,0.981
997886,0,0,2,LARI,LAR,,0.009
997886,0,0,3,LARI,OCC,,0.009
997891,0,0,1,POPU,TRE,,1.000
998696,1,0,1,SORB,AME,,0.462
998696,1,0,2,PICE,MAR,,0.423
998696,1,0,3,ABIE,BAL,,0.038
998696,1,0,4,BETU,PAP,,0.038
998696,1,0,5,SALI,HUM,,0.038
998711,1,0,1,ABIE,BAL,,0.773
998711,1,0,2,BETU,PAP,,0.148
998711,1,0,3,ACER,SPI,,0.080
998721,0,0,1,ABIE,BAL,,0.444
998721,0,0,2,PICE,MAR,,0.278
998721,0,0,3,AMEL,SPP,,0.167
998721,0,0,4,BETU,PAP,,0.056
998721,0,0,5,SORB,AME,,0.056
998721,0,1,1,BETU,PAP,,0.426
998721,0,1,2,ABIE,BAL,,0.262
998721,0,1,3,PICE,MAR,,0.197
998721,0,1,4,AMEL,BAR,,0.049
998721,0,1,5,SORB,AME,,0.049
998721,0,1,6,SALI,HUM,,0.016
998766,0,0,1,ACER,SAH,,0.800
998766,0,0,2,ACER,SPI,,0.080
998766,0,0,3,BETU,ALL,,0.080
998766,0,0,4,ACER,PEN,,0.040
998766,1,0,1,ACER,SPI,,0.358
998766,1,0,2,ACER,SAH,,0.302
998766,1,0,3,CORY,COR,,0.170
998766,1,0,4,SORB,DEC,,0.075
998766,1,0,5,ABIE,BAL,,0.038
998766,1,0,6,ACER,RUB,,0.038
998766,1,0,7,FRAX,NIG,,0.019
998771,0,0,1,ABIE,BAL,,1.000
998771,1,0,1,ABIE,BAL,,1.000
1004761,0,0,1,PICE,MAR,,1.000
1004761,0,1,1,PICE,MAR,,1.000
1005561,0,0,1,ABIE,BAL,,0.556
1005561,0,0,2,PICE,MAR,,0.378
1005561,0,0,3,BETU,PAP,,0.067
1005621,1,0,1,ABIE,BAL,,0.785
1005621,1,0,2,SORB,DEC,,0.108
1005621,1,0,3,BETU,PAP,,0.092
1005621,1,0,4,ACER,SPI,,0.015
1005781,0,0,1,PICE,MAR,,0.615
1005781,0,0,2,ACER,RUB,,0.231
1005781,0,0,3,BETU,POP,,0.154
1005781,0,1,1,PICE,RUB,,0.889
1005781,0,1,2,BETU,POP,,0.111
1011666,0,0,1,PICE,MAR,,1.000
1011666,0,1,1,PICE,MAR,,1.000
1011681,0,0,1,PICE,MAR,,0.872
1011681,0,0,2,PICE,GLA,,0.077
1011681,0,0,3,POPU,TRE,,0.051
1011681,0,1,1,PICE,MAR,,0.750
1011681,0,1,2,PICE,GLA,,0.250
1011706,0,0,1,SALI,SCO,,0.938
1011706,0,0,2,POPU,TRE,,0.063
1011706,0,1,1,POPU,TRE,,0.667
1011706,0,1,2,POPU,BAL,,0.333
1012486,1,0,1,BETU,PAP,,0.469
1012486,1,0,2,ABIE,BAL,,0.438
1012486,1,0,3,SORB,DEC,,0.063
1012486,1,0,4,AMEL,BAR,,0.031
1012491,0,0,1,BETU,PAP,,0.405
1012491,0,0,2,PICE,MAR,,0.297
1012491,0,0,3,ABIE,BAL,,0.108
1012491,0,0,4,PRUN,PEN,,0.081
1012491,0,0,5,NEMO,MUC,,0.054
1012491,0,0,6,POPU,TRE,,0.027
1012491,0,0,7,UNKN,SPP,,0.027
1012491,0,1,1,BETU,PAP,,0.395
1012491,0,1,2,PICE,MAR,,0.395
1012491,0,1,3,ABIE,BAL,,0.158
1012491,0,1,4,ILEX,MUC,,0.026
1012491,0,1,5,PRUN,PEN,,0.026
1012511,1,0,1,BETU,PAP,,0.407
1012511,1,0,2,ABIE,BAL,,0.333
1012511,1,0,3,ACER,RUB,,0.148
1012511,1,0,4,PICE,MAR,,0.074
1012511,1,0,5,AMEL,SPP,,0.037
1012526,0,0,1,ABIE,BAL,,0.654
1012526,0,0,2,NEMO,MUC,,0.192
1012526,0,0,3,BETU,PAP,,0.077
1012526,0,0,4,SORB,AME,,0.077
1012526,1,0,1,ALNU,INC,RUG,0.500
1012526,1,0,2,TAXU,CAN,,0.240
1012526,1,0,3,THUJ,OCC,,0.200
1012526,1,0,4,ABIE,BAL,,0.020
1012526,1,0,5,ILEX,MUC,,0.020
1012526,1,0,6,PICE,RUB,,0.020
1012656,0,0,1,PICE,RUB,,0.800
1012656,0,0,2,ABIE,BAL,,0.200
1012656,0,1,1,PINU,STR,,0.968
1012656,0,1,2,PICE,RUB,,0.032
1018501,0,0,1,BETU,PAP,,1.000
1018501,0,1,1,BETU,PAP,,0.909
1018501,0,1,2,PICE,GLA,,0.091
1018511,0,0,1,PICE,GLA,,0.821
1018511,0,0,2,LARI,OCC,,0.107
1018511,0,0,3,PICE,MAR,,0.071
1018511,0,1,1,PICE,MAR,,0.630
1018511,0,1,2,LARI,LAR,,0.333
1018511,0,1,3,PICE,GLA,,0.037
1018521,0,0,1,PICE,MAR,,1.000
1018521,0,1,1,PICE,MAR,,1.000
1018531,0,1,1,PICE,MAR,,1.000
1018546,0,0,1,PINU,BAN,,1.000
1018546,0,1,1,PINU,BAN,,1.000
1018566,0,0,1,PICE,MAR,,1.000
1018566,0,1,1,PICE,MAR,,1.000
1019266,0,0,1,ALNU,CRI,,0.722
1019266,0,0,2,PINU,BAN,,0.167
1019266,0,0,3,SALI,BEB,,0.111
1019266,0,1,1,PICE,MAR,,0.500
1019266,0,1,2,ALNU,VIR,CRI,0.357
1019266,0,1,3,PINU,BAN,,0.107
1019266,0,1,4,SALI,HUM,,0.036
1019286,0,0,1,PICE,MAR,,0.833
1019286,0,0,2,ALNU,INC,RUG,0.167
1019286,0,1,1,PICE,MAR,,0.944
1019286,0,1,2,ALNU,INC,RUG,0.056
1019326,1,0,1,ABIE,BAL,,0.833
1019326,1,0,2,ACER,SPI,,0.167
1019386,0,0,1,ABIE,BAL,,0.464
1019386,0,0,2,PICE,MAR,,0.214
1019386,0,0,3,AMEL,SPP,,0.179
1019386,0,0,4,PICE,GLA,,0.071
1019386,0,0,5,NEMO,MUC,,0.036
1019386,0,0,6,BETU,PAP,,0.018
1019386,0,0,7,SORB,AME,,0.018
1019386,1,0,1,ABIE,BAL,,0.727
1019386,1,0,2,SORB,DEC,,0.273
1019481,0,0,1,PICE,MAR,,0.714
1019481,0,0,2,ABIE,BAL,,0.214
1019481,0,0,3,BETU,PAP,,0.071
1019481,0,1,1,PICE,MAR,,0.875
1019481,0,1,2,BETU,PAP,,0.125
1025351,0,0,1,PICE,MAR,,1.000
1025351,0,1,1,PICE,MAR,,1.000
1025376,0,0,1,PICE,MAR,,0.984
1025376,0,0,2,POPU,BAL,,0.016
1025376,0,1,1,PICE,MAR,,1.000
1025421,0,0,1,POPU,TRE,,0.887
1025421,0,0,2,POPU,BAL,,0.103
1025421,0,0,3,PINU,BAN,,0.010
1025421,0,1,1,POPU,TRE,,0.967
1025421,0,1,2,PICE,GLA,,0.016
1025421,0,1,3,SALI,SPP,,0.016
1025501,0,0,1,PICE,GLA,,0.978
1025501,0,0,2,POPU,BAL,,0.022
1025501,0,1,1,PICE,GLA,,1.000
1026191,1,0,1,PICE,MAR,,0.548
1026191,1,0,2,ALNU,VIR,CRI,0.286
1026191,1,0,3,SALI,HUM,,0.143
1026191,1,0,4,BETU,PAP,,0.024
1032241,0,0,1,PICE,GLA,,1.000
1032241,0,1,1,PICE,GLA,,1.000
1032316,0,0,1,SALI,SCO,,0.571
1032316,0,0,2,POPU,TRE,,0.429
1032316,0,1,1,POPU,TRE,,1.000
1033091,1,0,1,ABIE,BAL,,0.810
1033091,1,0,2,ACER,SPI,,0.190
1033171,0,0,1,THUJ,OCC,,0.471
1033171,0,0,2,ALNU,INC,RUG,0.382
1033171,0,0,3,SALI,BEB,,0.088
1033171,0,0,4,PICE,MAR,,0.044
1033171,0,0,5,ABIE,BAL,,0.015
1033171,1,0,1,ALNU,INC,RUG,0.543
1033171,1,0,2,ACER,RUB,,0.174
1033171,1,0,3,ACER,SPI,,0.109
1033171,1,0,4,CORN,STO,,0.087
1033171,1,0,5,POPU,BAL,,0.065
1033171,1,0,6,ABIE,BAL,,0.022
1033286,0,0,1,ABIE,BAL,,0.846
1033286,0,0,2,PICE,GLA,,0.077
1033286,0,0,3,POPU,GRA,,0.077
1033286,0,1,1,ABIE,BAL,,0.625
1033286,0,1,2,PICE,RUB,,0.313
1033286,0,1,3,POPU,TRE,,0.063
1039166,0,0,1,SALI,SCO,,0.487
1039166,0,0,2,BETU,PAP,,0.205
1039166,0,0,3,POPU,TRE,,0.179
1039166,0,0,4,PICE,GLA,,0.103
1039166,0,0,5,BETU,GLA,,0.026
1039166,0,1,1,POPU,TRE,,1.000
1039181,0,0,1,PICE,GLA,,0.786
1039181,0,0,2,POPU,BAL,,0.143
1039181,0,0,3,LARI,LAR,,0.071
1039211,0,0,1,POPU,BAL,,0.750
1039211,0,0,2,POPU,TRE,,0.250
1039211,0,1,1,POPU,TRE,,1.000
1040006,1,0,1,ALNU,INC,RUG,0.359
1040006,1,0,2,PICE,MAR,,0.256
1040006,1,0,3,SALI,HUM,,0.154
1040006,1,0,4,PICE,GLA,,0.128
1040006,1,0,5,LARI,LAR,,0.051
1040006,1,0,6,BETU,PAP,,0.026
1040006,1,0,7,SALI,LUC,,0.026
1046006,0,0,1,PINU,BAN,,0.962
1046006,0,0,2,SALI,SCO,,0.032
1046006,0,0,3,POPU,TRE,,0.006
1046006,0,1,1,PINU,BAN,,1.000
1046031,0,0,1,PICE,MAR,,1.000
1046031,0,1,1,PICE,MAR,,1.000
1046046,0,0,1,PICE,MAR,,0.915
1046046,0,0,2,PICE,GLA,,0.064
1046046,0,0,3,LARI,LAR,,0.021
1046046,0,1,1,PICE,MAR,,0.929
1046046,0,1,2,PICE,GLA,,0.048
1046046,0,1,3,LARI,LAR,,0.024
1046051,0,0,1,PICE,MAR,,0.974
1046051,0,0,2,LARI,LAR,,0.026
1046086,0,0,1,PICE,MAR,,0.762
1046086,0,0,2,PICE,GLA,,0.238
1046086,0,1,1,PICE,MAR,,0.836
1046086,0,1,2,PICE,GLA,,0.164
1046886,1,0,1,PICE,MAR,,0.889
1046886,1,0,2,PICE,GLA,,0.111
1046901,1,0,1,PICE,MAR,,1.000
1052881,0,0,1,SALI,SCO,,1.000
1052886,0,0,1,PICE,MAR,,1.000
1052886,0,1,1,PICE,MAR,,1.000
1052971,0,0,1,PICE,MAR,,0.571
1052971,0,0,2,PINU,BAN,,0.375
1052971,0,0,3,PICE,GLA,,0.054
1052971,0,1,1,PICE,MAR,,0.661
1052971,0,1,2,PINU,BAN,,0.220
1052971,0,1,3,PICE,GLA,,0.119
1052991,0,0,1,LARI,LAR,,0.545
1052991,0,0,2,PICE,GLA,,0.273
1052991,0,0,3,PICE,MAR,,0.182
1052991,0,1,1,LARI,LAR,,0.769
1052991,0,1,2,PICE,GLA,,0.154
1052991,0,1,3,PICE,MAR,,0.077
1053006,0,0,1,PICE,MAR,,1.000
1053031,0,1,1,PICE,GLA,,1.000
1053651,1,0,1,PICE,MAR,,1.000
1053696,0,0,1,PICE,MAR,,0.634
1053696,0,0,2,SALI,BEB,,0.366
1053696,0,1,1,PICE,MAR,,0.635
1053696,0,1,2,SALI,DIS,,0.349
1053696,0,1,3,ALNU,INC,RUG,0.016
1053721,1,0,1,PICE,MAR,,0.857
1053721,1,0,2,PINU,BAN,,0.143
1053736,1,0,1,PICE,MAR,,0.654
1053736,1,0,2,PINU,BAN,,0.192
1053736,1,0,3,SALI,HUM,,0.115
1053736,1,0,4,POPU,TRE,,0.038
1053786,0,0,1,PICE,MAR,,0.611
1053786,0,0,2,ABIE,BAL,,0.389
1053786,0,1,1,PICE,MAR,,0.594
1053786,0,1,2,ABIE,BAL,,0.406
1053816,0,0,1,ACER,SPI,,0.521
1053816,0,0,2,UNKN,SPP,,0.219
1053816,0,0,3,ABIE,BAL,,0.146
1053816,0,0,4,ACER,RUB,,0.031
1053816,0,0,5,BETU,PAP,,0.031
1053816,0,0,6,SORB,AME,,0.031
1053816,0,0,7,SALI,BEB,,0.021
1053816,1,0,1,ACER,RUB,,0.296
1053816,1,0,2,ACER,SPI,,0.259
1053816,1,0,3,ACER,SAH,,0.185
1053816,1,0,4,CORY,COR,,0.185
1053816,1,0,5,ABIE,BAL,,0.037
1053816,1,0,6,BETU,PAP,,0.037
1059821,0,0,1,LARI,LAR,,1.000
1059821,0,1,1,LARI,LAR,,1.000
1059831,0,0,1,PICE,MAR,,0.909
1059831,0,0,2,LARI,LAR,,0.091
1059831,0,1,1,PICE,MAR,,0.923
1059831,0,1,2,LARI,LAR,,0.077
1059836,0,0,1,PICE,MAR,,1.000
1059836,0,1,1,PICE,MAR,,1.000
1059906,0,0,1,PICE,GLA,,0.750
1059906,0,0,2,POPU,TRE,,0.188
1059906,0,0,3,POPU,BAL,,0.063
1059906,0,1,1,PICE,GLA,,0.800
1059906,0,1,2,POPU,TRE,,0.200
1060536,1,0,1,PICE,MAR,,0.619
1060536,1,0,2,ABIE,BAL,,0.286
1060536,1,0,3,BETU,PAP,,0.095
1060556,1,0,1,ALNU,INC,RUG,0.991
1060556,1,0,2,PICE,MAR,,0.009
1066646,0,0,1,SALI,SCO,,0.824
1066646,0,0,2,PICE,GLA,,0.118
1066646,0,0,3,POPU,TRE,,0.059
1066646,0,1,1,PICE,GLA,,1.000
1066676,0,0,1,PICE,MAR,,1.000
1066676,0,1,1,PICE,MAR,,1.000
1066691,0,0,1,PICE,MAR,,1.000
1066691,0,1,1,PICE,MAR,,1.000
1066766,0,0,1,PICE,MAR,,1.000
1066766,0,1,1,PICE,MAR,,1.000
1066771,0,0,1,PINU,BAN,,0.954
1066771,0,0,2,POPU,TRE,,0.046
1067431,0,0,1,SALI,BEB,,0.588
1067431,0,0,2,PICE,MAR,,0.412
1067431,0,1,1,PICE,MAR,,0.520
1067431,0,1,2,SALI,HUM,,0.480
1067496,1,0,1,SALI,HUM,,0.586
1067496,1,0,2,AMEL,BAR,,0.414
1073521,0,0,1,BETU,PAP,,0.750
1073521,0,0,2,PICE,GLA,,0.250
1073521,0,1,1,PICE,GLA,,0.500
1073521,0,1,2,BETU,PAP,,0.333
1073521,0,1,3,PICE,MAR,,0.167
1073561,0,0,1,PICE,MAR,,0.667
1073561,0,0,2,LARI,LAR,,0.333
1073566,0,0,1,PICE,MAR,,0.700
1073566,0,0,2,LARI,LAR,,0.300
1073566,0,1,1,PICE,MAR,,0.727
1073566,0,1,2,LARI,LAR,,0.273
1074326,1,0,1,ALNU,INC,RUG,0.613
1074326,1,0,2,PICE,MAR,,0.194
1074326,1,0,3,ABIE,BAL,,0.163
1074326,1,0,4,BETU,PAP,,0.013
1074326,1,0,5,PICE,GLA,,0.013
1074326,1,0,6,LARI,LAR,,0.006
1074411,0,0,1,ABIE,BAL,,0.360
1074411,0,0,2,NEMO,MUC,,0.360
1074411,0,0,3,PICE,MAR,,0.240
1074411,0,0,4,AMEL,SPP,,0.040
1074411,1,0,1,PICE,MAR,,0.500
1074411,1,0,2,ILEX,MUC,,0.375
1074411,1,0,3,ABIE,BAL,,0.125
1074436,1,0,1,ABIE,BAL,,1.000
1080421,0,0,1,PICE,MAR,,0.714
1080421,0,0,2,LARI,LAR,,0.286
1080421,0,1,1,PICE,MAR,,0.786
1080421,0,1,2,LARI,LAR,,0.214
1080431,0,0,1,SALI,SCO,,0.571
1080431,0,0,2,PICE,MAR,,0.286
1080431,0,0,3,POPU,TRE,,0.143
1080431,0,1,1,PICE,MAR,,1.000
1080471,0,0,1,PICE,MAR,,1.000
1080471,0,1,1,PICE,MAR,,1.000
1080481,0,0,1,PICE,MAR,,1.000
1080481,0,1,1,PICE,MAR,,1.000
1081176,0,1,1,PICE,MAR,,1.000
1081221,1,0,1,BETU,PAP,,0.369
1081221,1,0,2,AMEL,SPP,,0.250
1081221,1,0,3,POPU,TRE,,0.119
1081221,1,0,4,PRUN,PEN,,0.119
1081221,1,0,5,PICE,MAR,,0.095
1081221,1,0,6,ALNU,VIR,CRI,0.024
1081221,1,0,7,SALI,HUM,,0.012
1081221,1,0,8,SORB,DEC,,0.012
1081246,1,0,1,BETU,PAP,,0.299
1081246,1,0,2,ACER,SPI,,0.239
1081246,1,0,3,ALNU,VIR,CRI,0.149
1081246,1,0,4,SALI,HUM,,0.104
1081246,1,0,5,PICE,MAR,,0.075
1081246,1,0,6,PRUN,PEN,,0.075
1081246,1,0,7,POPU,TRE,,0.060
1081266,1,0,1,ACER,SPI,,0.705
1081266,1,0,2,ALNU,INC,RUG,0.213
1081266,1,0,3,SORB,AME,,0.082
1081281,1,0,1,ACER,SPI,,0.889
1081281,1,0,2,VIBU,LAN,,0.056
1081281,1,0,3,CORY,COR,,0.037
1081281,1,0,4,BETU,ALL,,0.019
1087286,0,0,1,POPU,TRE,,0.800
1087286,0,0,2,PICE,GLA,,0.200
1087286,0,1,1,POPU,TRE,,1.000
1087331,0,0,1,PICE,MAR,,1.000
1087331,0,1,1,PICE,MAR,,1.000
1087351,0,0,1,PICE,MAR,,0.969
1087351,0,0,2,PINU,BAN,,0.031
1087351,0,1,1,PICE,MAR,,0.976
1087351,0,1,2,PINU,BAN,,0.024
1087376,0,0,1,PICE,GLA,,1.000
1087376,0,1,1,PICE,GLA,,1.000
1088041,1,0,1,BETU,GLA,,0.615
1088041,1,0,2,LARI,LAR,,0.256
1088041,1,0,3,PICE,MAR,,0.128
1088126,0,0,1,ABIE,BAL,,0.667
1088126,0,0,2,AMEL,SPP,,0.222
1088126,0,0,3,PICE,MAR,,0.111
1088126,0,1,1,ABIE,BAL,,0.846
1088126,0,1,2,AMEL,SPP,,0.154
1094196,0,0,1,PICE,MAR,,1.000
1094946,1,0,1,ABIE,BAL,,0.600
1094946,1,0,2,ALNU,INC,RUG,0.120
1094946,1,0,3,BETU,PAP,,0.120
1094946,1,0,4,PICE,MAR,,0.120
1094946,1,0,5,PICE,GLA,,0.040
1095011,0,0,1,PINU,BAN,,0.667
1095011,0,0,2,PICE,MAR,,0.333
1095011,0,1,1,PINU,BAN,,0.462
1095011,0,1,2,PICE,MAR,,0.385
1095011,0,1,3,LEDU,GRO,,0.154
1095026,1,0,1,ABIE,BAL,,0.556
1095026,1,0,2,SORB,DEC,,0.259
1095026,1,0,3,BETU,PAP,,0.074
1095026,1,0,4,PICE,MAR,,0.074
1095026,1,0,5,ACER,PEN,,0.037
1095046,0,0,1,ABIE,BAL,,0.290
1095046,0,0,2,AMEL,SPP,,0.226
1095046,0,0,3,ACER,RUB,,0.210
1095046,0,0,4,POPU,TRE,,0.081
1095046,0,0,5,SORB,AME,,0.065
1095046,0,0,6,PICE,MAR,,0.048
1095046,0,0,7,SALI,BEB,,0.048
1095046,0,0,8,PINU,STR,,0.016
1095046,0,0,9,UNKN,SPP,,0.016
1095046,1,0,1,ABIE,BAL,,1.000
1095066,0,0,1,UNKN,SPP,,0.944
1095066,0,0,2,ACER,SPI,,0.033
1095066,0,0,3,ABIE,BAL,,0.011
1095066,0,0,4,ACER,SAH,,0.011
1095066,1,0,1,FAGU,GRA,,0.883
1095066,1,0,2,ACER,PEN,,0.067
1095066,1,0,3,BETU,ALL,,0.033
1095066,1,0,4,TAXU,CAN,,0.017
1095096,0,0,1,ABIE,BAL,,1.000
1095096,1,0,1,THUJ,OCC,,0.695
1095096,1,0,2,ABIE,BAL,,0.234
1095096,1,0,3,FRAX,NIG,,0.026
1095096,1,0,4,ALNU,INC,RUG,0.019
1095096,1,0,5,BETU,PAP,,0.013
1095096,1,0,6,PICE,MAR,,0.006
1095096,1,0,7,SALI,SPP,,0.006
1095101,0,0,1,ABIE,BAL,,0.571
1095101,0,0,2,AMEL,SPP,,0.143
1095101,0,0,3,BETU,PAP,,0.095
1095101,0,0,4,PRUN,PEN,,0.095
1095101,0,0,5,ACER,SPI,,0.048
1095101,0,0,6,SALI,BEB,,0.048
1100951,0,0,1,POPU,TRE,,1.000
1100981,0,0,1,BETU,PAP,,1.000
1100996,0,0,1,PICE,SPP,,1.000
1101001,0,0,1,BETU,NEO,,1.000
1101011,0,0,1,ABIE,LAS,,0.887
1101011,0,0,2,PICE,SPP,,0.113
1101411,0,0,1,SALI,SPP,,0.933
1101411,0,0,2,BETU,PAP,,0.033
1101411,0,0,3,PICE,MAR,,0.033
1101411,0,1,1,PICE,MAR,,0.964
1101411,0,1,2,BETU,PAP,PAP,0.036
1101816,0,0,1,PICE,MAR,,0.905
1101816,0,0,2,LARI,LAR,,0.095
1101816,1,0,1,SALI,DIS,,0.402
1101816,1,0,2,PICE,MAR,,0.276
1101816,1,0,3,ALNU,INC,RUG,0.253
1101816,1,0,4,ABIE,BAL,,0.040
1101816,1,0,5,LARI,LAR,,0.029
1101826,1,0,1,ALNU,INC,RUG,0.962
1101826,1,0,2,SAMB,RAC,,0.025
1101826,1,0,3,SALI,DIS,,0.013
1101831,0,0,1,PICE,MAR,,0.407
1101831,0,0,2,ALNU,INC,RUG,0.321
1101831,0,0,3,ABIE,BAL,,0.148
1101831,0,0,4,BETU,PAP,,0.111
1101831,0,0,5,LARI,LAR,,0.012
1101831,0,1,1,PICE,MAR,,0.404
1101831,0,1,2,ALNU,INC,RUG,0.284
1101831,0,1,3,ABIE,BAL,,0.248
1101831,0,1,4,BETU,PAP,,0.046
1101831,0,1,5,LARI,LAR,,0.018
1101866,1,0,1,PICE,MAR,,0.455
1101866,1,0,2,BETU,PAP,,0.273
1101866,1,0,3,PICE,GLA,,0.182
1101866,1,0,4,ABIE,BAL,,0.091
1101926,1,0,1,ACER,PEN,,0.385
1101926,1,0,2,ABIE,BAL,,0.173
1101926,1,0,3,ACER,SPI,,0.115
1101926,1,0,4,BETU,PAP,,0.115
1101926,1,0,5,ACER,RUB,,0.058
1101926,1,0,6,PRUN,PEN,,0.058
1101926,1,0,7,PICE,RUB,,0.038
1101926,1,0,8,VIBU,LAN,,0.038
1101926,1,0,9,AMEL,LAE,,0.019
1101946,0,0,1,ABIE,BAL,,0.538
1101946,0,0,2,BETU,ALL,,0.269
1101946,0,0,3,ACER,RUB,,0.154
1101946,0,0,4,PICE,RUB,,0.038
1101946,0,1,1,ABIE,BAL,,0.500
1101946,0,1,2,BETU,ALL,,0.333
1101946,0,1,3,ACER,RUB,,0.167
1101956,0,0,1,BETU,POP,,0.733
1101956,0,0,2,POPU,TRE,,0.267
1101956,0,1,1,ILEX,MUC,,0.685
1101956,0,1,2,BETU,POP,,0.259
1101956,0,1,3,POPU,TRE,,0.049
1101956,0,1,4,LARI,LAR,,0.006
1101966,0,0,1,ACER,SAH,,0.313
1101966,0,0,2,ACER,PEN,,0.250
1101966,0,0,3,BETU,POP,,0.125
