nfi_plot,loc_id,meas_num,species_num,genus,species,variety,percent
984981,1,0,2,BETU,PAP,,32.1
984981,1,0,3,PICE,GLA,,6.4
985051,0,0,1,ACER,SAH,,73.9
985051,0,0,2,ACER,RUB,,17.7
985051,0,0,3,BETU,ALL,,4.4
985051,0,0,4,ABIE,BAL,,2.1
985051,0,0,5,PICE,GLA,,2.0
985051,0,1,1,ACER,SAH,,80.0
985051,0,1,2,BETU,ALL,,9.3
985051,0,1,3,ABIE,BAL,,5.7
985051,0,1,4,PICE,GLA,,5.0
985051,0,2,1,ACER,SAH,,75.7
985051,0,2,2,BETU,ALL,,24.3
985126,0,0,1,ACER,RUB,,43.3
985126,0,0,2,POPU,TRE,,26.7
985126,0,0,3,ABIE,BAL,,13.8
985126,0,0,4,POPU,GRA,,10.5
985126,0,0,5,BETU,PAP,,4.5
985126,0,0,6,ACER,SAC,,1.2
985126,0,1,1,ACER,RUB,,50.6
985126,0,1,2,POPU,GRA,,26.6
985126,0,1,3,POPU,TRE,,13.5
985126,0,1,4,BETU,PAP,,6.9
985126,0,1,5,ACER,SAC,,2.3
991766,0,0,1,PICE,MAR,,86.8
991766,0,0,2,ABIE,BAL,,13.2
991766,1,0,1,PICE,MAR,,64.5
991766,1,0,2,ABIE,BAL,,35.5
991776,0,0,1,PICE,MAR,,100.0
991776,0,1,1,PICE,MAR,,100.0
991816,0,0,1,PINU,BAN,,74.0
991816,0,0,2,PICE,MAR,,26.0
991826,0,0,1,PICE,MAR,,60.0
991826,0,0,2,ABIE,BAL,,40.0
991826,0,1,1,PICE,MAR,,54.2
991826,0,1,2,ABIE,BAL,,45.8
991866,0,0,1,PICE,MAR,,81.2
991866,0,0,2,ABIE,BAL,,15.9
991866,0,0,3,PICE,GLA,,2.9
991866,1,0,1,PICE,MAR,,53.3
991866,1,0,2,ABIE,BAL,,44.2
991866,1,0,3,PICE,GLA,,2.0
991866,1,0,4,ACER,RUB,,0.5
991881,0,0,1,BETU,ALL,,62.1
991881,0,0,2,ABIE,BAL,,23.2
991881,0,0,3,ALNU,INC,RUG,14.7
991881,1,0,1,ACER,RUB,,57.4
991881,1,0,2,BETU,ALL,,16.2
991881,1,0,3,ABIE,BAL,,12.5
991881,1,0,4,BETU,PAP,,10.6
991881,1,0,5,ACER,SAH,,2.8
991881,1,0,6,ACER,PEN,,0.6
991906,0,0,1,BETU,ALL,,75.8
991906,0,0,2,ABIE,BAL,,15.1
991906,0,0,3,PICE,GLA,,5.2
991906,0,0,4,ACER,RUB,,2.2
991906,0,0,5,BETU,PAP,,1.7
991906,0,1,1,BETU,ALL,,82.2
991906,0,1,2,ABIE,BAL,,12.0
991906,0,1,3,PICE,GLA,,5.8
991906,0,2,1,BETU,ALL,,83.0
991906,0,2,2,ABIE,BAL,,12.4
991906,0,2,3,PICE,GLA,,4.6
991946,0,0,1,ACER,SAH,,35.4
991946,0,0,2,ACER,RUB,,33.7
991946,0,0,3,ACER,SAC,,11.4
991946,0,0,4,PICE,RUB,,8.6
991946,0,0,5,FAGU,GRA,,5.1
991946,0,0,6,ABIE,BAL,,3.0
991946,0,0,7,BETU,ALL,,2.8
991946,0,1,1,ACER,SAC,,39.5
991946,0,1,2,PICE,RUB,,28.2
991946,0,1,3,ACER,RUB,,14.2
991946,0,1,4,FAGU,GRA,,8.2
991946,0,1,5,BETU,ALL,,6.4
991946,0,1,6,ABIE,BAL,,3.5
991951,0,1,1,PICE,MAR,,91.6
991951,0,1,2,ABIE,BAL,,4.5
991951,0,1,3,LARI,LAR,,3.9
997836,0,0,1,PICE,MAR,,100.0
997836,0,1,1,PICE,MAR,,100.0
997846,0,0,1,PICE,MAR,,79.5
997846,0,0,2,LARI,LAR,,20.5
997846,0,1,1,PICE,MAR,,71.7
997846,0,1,2,LARI,LAR,,28.3
997851,0,0,1,PICE,MAR,,100.0
997851,0,1,1,PICE,MAR,,100.0
997881,0,1,1,PINU,BAN,,100.0
997886,0,0,1,PICE,GLA,,100.0
998696,0,0,1,POPU,TRE,,61.3
998696,0,0,2,PRUN,PEN,,28.3
998696,0,0,3,BETU,PAP,,10.4
998696,1,0,1,ABIE,BAL,,55.2
998696,1,0,2,PICE,MAR,,36.9
998696,1,0,3,POPU,TRE,,6.8
998696,1,0,4,BETU,PAP,,1.0
998711,0,0,1,PICE,GLA,,47.0
998711,0,0,2,ABIE,BAL,,46.2
998711,0,0,3,BETU,PAP,,6.7
998711,1,0,1,ABIE,BAL,,91.9
998711,1,0,2,PICE,MAR,,5.0
998711,1,0,3,PICE,GLA,,3.1
998721,0,0,1,ABIE,BAL,,54.2
998721,0,0,2,BETU,PAP,,45.8
998721,0,1,1,ABIE,BAL,,88.6
998721,0,1,2,PICE,MAR,,11.4
998766,0,0,1,ACER,SAH,,88.6
998766,0,0,2,BETU,ALL,,11.4
998766,1,0,1,POPU,TRE,,51.0
998766,1,0,2,BETU,PAP,,13.6
998766,1,0,3,ABIE,BAL,,13.2
998766,1,0,4,ACER,SAH,,11.6
998766,1,0,5,ACER,RUB,,10.6
998771,0,0,1,ABIE,BAL,,59.0
998771,0,0,2,BETU,PAP,,29.6
998771,0,0,3,PRUN,PEN,,10.3
998771,0,0,4,POPU,TRE,,1.1
998771,1,0,1,ABIE,BAL,,69.0
998771,1,0,2,THUJ,OCC,,20.6
998771,1,0,3,ACER,RUB,,5.4
998771,1,0,4,POPU,TRE,,2.8
998771,1,0,5,BETU,PAP,,2.2
1004761,0,0,1,PICE,MAR,,95.3
1004761,0,0,2,LARI,LAR,,4.7
1004761,0,1,1,PICE,MAR,,94.6
1004761,0,1,2,LARI,LAR,,5.4
1005561,0,0,1,PICE,MAR,,68.7
1005561,0,0,2,ABIE,BAL,,26.6
1005561,0,0,3,BETU,PAP,,4.8
1005621,0,0,1,BETU,PAP,,42.5
1005621,0,0,2,PICE,MAR,,25.8
1005621,0,0,3,ABIE,BAL,,14.7
1005621,0,0,4,POPU,TRE,,12.0
1005621,0,0,5,PICE,GLA,,4.2
1005621,0,0,6,THUJ,OCC,,0.7
1005621,1,0,1,PICE,GLA,,72.6
1005621,1,0,2,BETU,PAP,,16.3
1005621,1,0,3,ABIE,BAL,,7.7
1005621,1,0,4,SORB,DEC,,3.5
1005781,0,0,1,PICE,MAR,,65.4
1005781,0,0,2,ACER,RUB,,32.8
1005781,0,0,3,BETU,PAP,,1.8
1005781,0,1,1,PICE,MAR,,68.7
1005781,0,1,2,ACER,RUB,,31.3
1011666,0,0,1,PICE,MAR,,100.0
1011666,0,1,1,PICE,GLA,,73.7
1011666,0,1,2,PICE,MAR,,26.3
1011681,0,0,1,PINU,BAN,,43.6
1011681,0,0,2,PICE,MAR,,31.0
1011681,0,0,3,PICE,GLA,,25.4
1011681,0,1,1,PINU,BAN,,38.8
1011681,0,1,2,PICE,GLA,,33.9
1011681,0,1,3,PICE,MAR,,27.3
1011706,0,0,1,PINU,BAN,,58.1
1011706,0,0,2,POPU,TRE,,40.0
1011706,0,0,3,POPU,BAL,,1.9
1011706,0,1,1,POPU,TRE,,51.0
1011706,0,1,2,PINU,BAN,,44.9
1011706,0,1,3,POPU,BAL,,4.1
1012486,0,0,1,ABIE,BAL,,51.9
1012486,0,0,2,BETU,PAP,,44.7
1012486,0,0,3,PRUN,PEN,,3.4
1012486,1,0,1,ABIE,BAL,,82.5
1012486,1,0,2,PICE,GLA,,13.6
1012486,1,0,3,SORB,DEC,,2.4
1012486,1,0,4,BETU,PAP,,1.5
1012491,0,0,1,PICE,MAR,,57.9
1012491,0,0,2,ACER,RUB,,20.6
1012491,0,0,3,BETU,PAP,,15.7
1012491,0,0,4,SORB,AME,,2.7
1012491,0,0,5,POPU,TRE,,2.0
1012491,0,0,6,ABIE,BAL,,1.1
1012491,0,1,1,PICE,MAR,,55.5
1012491,0,1,2,BETU,PAP,,20.1
1012491,0,1,3,ACER,RUB,,19.3
1012491,0,1,4,POPU,TRE,,2.7
1012491,0,1,5,PICE,GLA,,1.6
1012491,0,1,6,BETU,ALL,,0.8
1012511,0,0,1,POPU,TRE,,73.0
1012511,0,0,2,BETU,PAP,,19.9
1012511,0,0,3,PICE,GLA,,4.0
1012511,0,0,4,ABIE,BAL,,3.2
1012511,1,0,1,ACER,RUB,,62.9
1012511,1,0,2,BETU,PAP,,29.0
1012511,1,0,3,ABIE,BAL,,8.1
1012526,0,0,1,PICE,MAR,,87.3
1012526,0,0,2,ABIE,BAL,,12.7
1012526,1,0,1,THUJ,OCC,,67.6
1012526,1,0,2,PICE,RUB,,21.3
1012526,1,0,3,BETU,PAP,,9.2
1012526,1,0,4,ABIE,BAL,,1.9
1012656,0,0,1,PINU,STR,,64.1
1012656,0,0,2,PICE,RUB,,29.0
1012656,0,0,3,ABIE,BAL,,6.9
1012656,0,1,1,PINU,STR,,100.0
1018501,0,0,1,PICE,MAR,,51.9
1018501,0,0,2,BETU,PAP,,27.7
1018501,0,0,3,LARI,LAR,,20.4
1018501,0,1,1,BETU,PAP,,50.4
1018501,0,1,2,PICE,MAR,,25.2
1018501,0,1,3,LARI,LAR,,15.0
1018501,0,1,4,POPU,BAL,,9.4
1018511,0,0,1,PICE,MAR,,53.7
1018511,0,0,2,PICE,GLA,,27.8
1018511,0,0,3,LARI,LAR,,18.4
1018511,0,1,1,PICE,MAR,,65.0
1018511,0,1,2,PICE,GLA,,21.8
1018511,0,1,3,LARI,LAR,,13.2
1018521,0,0,1,PICE,MAR,,89.1
1018521,0,0,2,PICE,GLA,,9.2
1018521,0,0,3,POPU,BAL,,1.7
1018521,0,1,1,PICE,MAR,,97.7
1018521,0,1,2,POPU,BAL,,2.3
1018546,0,0,1,PINU,BAN,,100.0
1018546,0,1,1,PINU,BAN,,100.0
1018566,0,0,1,PICE,MAR,,100.0
1018566,0,1,1,PICE,MAR,,100.0
1019286,0,0,1,PICE,MAR,,100.0
1019286,0,1,1,PICE,MAR,,100.0
1019326,0,0,1,BETU,PAP,,42.6
1019326,0,0,2,ABIE,BAL,,31.1
1019326,0,0,3,POPU,TRE,,26.2
1019326,1,0,1,ABIE,BAL,,54.4
1019326,1,0,2,BETU,PAP,,45.6
1019386,0,0,1,PICE,MAR,,64.1
1019386,0,0,2,ABIE,BAL,,33.4
1019386,0,0,3,BETU,PAP,,2.5
1019386,1,0,1,ABIE,BAL,,94.6
1019386,1,0,2,PICE,MAR,,5.4
1019481,0,0,1,ABIE,BAL,,38.5
1019481,0,0,2,PICE,MAR,,31.9
1019481,0,0,3,THUJ,OCC,,21.4
1019481,0,0,4,PINU,STR,,6.8
1019481,0,0,5,BETU,PAP,,1.3
1019481,0,1,1,PICE,MAR,,42.0
1019481,0,1,2,ABIE,BAL,,29.4
1019481,0,1,3,THUJ,OCC,,16.3
1019481,0,1,4,PINU,STR,,11.1
1019481,0,1,5,BETU,PAP,,1.2
1025351,0,0,1,PICE,MAR,,100.0
1025351,0,1,1,PICE,MAR,,100.0
1025376,0,1,1,PICE,MAR,,100.0
1025421,0,1,1,POPU,TRE,,83.5
1025421,0,1,2,PINU,BAN,,16.5
1025501,0,0,1,PICE,GLA,,95.6
1025501,0,0,2,POPU,BAL,,4.4
1025501,0,1,1,PICE,GLA,,94.8
1025501,0,1,2,POPU,BAL,,5.2
1026191,0,0,1,PICE,MAR,,100.0
1026191,1,0,1,PICE,MAR,,100.0
1032241,0,0,1,PICE,GLA,,97.7
1032241,0,0,2,POPU,BAL,,2.3
1032241,0,1,1,PICE,GLA,,96.0
1032241,0,1,2,POPU,BAL,,4.0
1032286,0,0,1,PICE,MAR,,100.0
1032316,0,0,1,POPU,TRE,,98.7
1032316,0,0,2,POPU,BAL,,1.3
1032316,0,1,1,POPU,TRE,,100.0
1032381,0,0,1,POPU,BAL,,100.0
1032381,0,1,1,SALI,MAC,,50.8
1032381,0,1,2,POPU,BAL,,49.2
1033091,1,0,1,ABIE,BAL,,35.0
1033091,1,0,2,BETU,PAP,,34.4
1033091,1,0,3,PICE,MAR,,30.7
1033171,0,0,1,PICE,MAR,,41.9
1033171,0,0,2,THUJ,OCC,,38.3
1033171,0,0,3,PICE,GLA,,14.4
1033171,0,0,4,BETU,PAP,,5.4
1033171,1,0,1,PICE,GLA,,95.5
1033171,1,0,2,ABIE,BAL,,2.7
1033171,1,0,3,BETU,PAP,,1.8
1033286,0,0,1,PICE,GLA,,37.5
1033286,0,0,2,ABIE,BAL,,25.5
1033286,0,0,3,POPU,GRA,,13.3
1033286,0,0,4,LARI,LAR,,12.0
1033286,0,0,5,ACER,RUB,,7.6
1033286,0,0,6,PICE,RUB,,4.3
1033286,0,1,1,PICE,GLA,,32.2
1033286,0,1,2,ABIE,BAL,,20.4
1033286,0,1,3,POPU,GRA,,16.4
1033286,0,1,4,LARI,LAR,,14.4
1033286,0,1,5,ACER,RUB,,11.4
1033286,0,1,6,PICE,RUB,,5.2
1039166,0,0,1,POPU,TRE,,66.4
1039166,0,0,2,PICE,GLA,,33.6
1039171,0,0,1,LARI,LAR,,100.0
1039171,0,1,1,LARI,LAR,,100.0
1039181,0,0,1,PICE,GLA,,92.3
1039181,0,0,2,POPU,BAL,,4.1
1039181,0,0,3,PICE,MAR,,2.3
1039181,0,0,4,LARI,LAR,,1.4
1039211,0,0,1,PICE,GLA,,85.2
1039211,0,0,2,POPU,BAL,,10.3
1039211,0,0,3,POPU,TRE,,4.5
1039211,0,1,1,PICE,GLA,,85.2
1039211,0,1,2,POPU,BAL,,10.0
1039211,0,1,3,POPU,TRE,,4.8
1040006,0,0,1,PICE,GLA,,41.0
1040006,0,0,2,POPU,TRE,,30.8
1040006,0,0,3,PICE,MAR,,26.9
1040006,0,0,4,BETU,PAP,,1.4
1040006,1,0,1,POPU,TRE,,57.5
1040006,1,0,2,BETU,PAP,,24.1
1040006,1,0,3,PICE,GLA,,9.3
1040006,1,0,4,PICE,MAR,,9.1
1046031,0,0,1,PICE,MAR,,100.0
1046031,0,1,1,PICE,MAR,,100.0
1046046,0,0,1,PICE,GLA,,77.8
1046046,0,0,2,PICE,MAR,,20.3
1046046,0,0,3,LARI,LAR,,1.9
1046046,0,1,1,PICE,GLA,,67.9
1046046,0,1,2,PICE,MAR,,22.8
1046046,0,1,3,LARI,LAR,,9.3
1046051,0,0,1,LARI,LAR,,50.2
1046051,0,0,2,PICE,MAR,,49.8
1046086,0,0,1,LARI,LAR,,58.8
1046086,0,0,2,PICE,MAR,,19.7
1046086,0,0,3,BETU,PAP,,11.6
1046086,0,0,4,PICE,GLA,,9.9
1046086,0,1,1,LARI,LAR,,52.7
1046086,0,1,2,PICE,MAR,,30.7
1046086,0,1,3,BETU,PAP,,8.8
1046086,0,1,4,PICE,GLA,,7.8
1046876,0,0,1,BETU,PAP,,95.9
1046876,0,0,2,SALI,BEB,,4.1
1046876,1,0,1,PICE,GLA,,57.9
1046876,1,0,2,PICE,MAR,,18.8
1046876,1,0,3,BETU,PAP,,18.5
1046876,1,0,4,ABIE,BAL,,1.9
1046876,1,0,5,POPU,TRE,,1.6
1046876,1,0,6,SALI,DIS,,0.9
1046876,1,0,7,PRUN,PEN,,0.4
1046886,0,0,1,BETU,PAP,,76.0
1046886,0,0,2,PICE,MAR,,24.0
1046901,0,0,1,ABIE,BAL,,38.9
1046901,0,0,2,PICE,MAR,,35.7
1046901,0,0,3,BETU,PAP,,14.5
1046901,0,0,4,POPU,TRE,,10.9
1046901,1,0,1,PICE,MAR,,81.1
1046901,1,0,2,LARI,LAR,,18.9
1052881,0,0,1,PICE,GLA,,73.1
1052881,0,0,2,PICE,MAR,,14.7
1052881,0,0,3,POPU,BAL,,10.1
1052881,0,0,4,LARI,LAR,,2.2
1052881,0,1,1,PICE,GLA,,75.1
1052881,0,1,2,POPU,BAL,,11.5
1052881,0,1,3,PICE,MAR,,11.4
1052881,0,1,4,LARI,LAR,,2.1
1052971,0,0,1,PINU,BAN,,83.0
1052971,0,0,2,PICE,GLA,,11.4
1052971,0,0,3,LARI,LAR,,5.6
1052971,0,1,1,PINU,BAN,,83.3
1052971,0,1,2,PICE,GLA,,11.5
1052971,0,1,3,LARI,LAR,,5.2
1052991,0,0,1,PICE,GLA,,64.2
1052991,0,0,2,PICE,MAR,,31.1
1052991,0,0,3,LARI,LAR,,4.7
1052991,0,1,1,PICE,GLA,,59.0
1052991,0,1,2,PICE,MAR,,36.4
1052991,0,1,3,LARI,LAR,,4.6
1053006,0,0,1,PICE,MAR,,100.0
1053006,0,1,1,PICE,MAR,,100.0
1053031,0,0,1,PICE,GLA,,97.5
1053031,0,0,2,POPU,TRE,,2.5
1053031,0,1,1,PICE,GLA,,96.5
1053031,0,1,2,POPU,TRE,,2.5
1053031,0,1,3,PICE,MAR,,1.0
1053651,0,0,1,POPU,TRE,,77.1
1053651,0,0,2,ABIE,BAL,,15.1
1053651,0,0,3,PICE,MAR,,7.8
1053651,1,0,1,PICE,MAR,,96.7
1053651,1,0,2,ABIE,BAL,,3.3
1053696,0,0,1,PICE,MAR,,100.0
1053696,0,1,1,PICE,MAR,,100.0
1053721,0,0,1,PICE,MAR,,98.0
1053721,0,0,2,BETU,PAP,,1.6
1053721,0,0,3,POPU,TRE,,0.4
1053721,1,0,1,PINU,BAN,,50.3
1053721,1,0,2,BETU,PAP,,25.1
1053721,1,0,3,PICE,MAR,,24.6
1053736,0,0,1,ABIE,BAL,,100.0
1053736,1,0,1,PINU,BAN,,100.0
1053786,0,0,1,PICE,MAR,,64.6
1053786,0,0,2,ABIE,BAL,,26.5
1053786,0,0,3,LARI,LAR,,8.0
1053786,0,0,4,PICE,GLA,,0.9
1053786,0,1,1,PICE,MAR,,68.3
1053786,0,1,2,ABIE,BAL,,24.5
1053786,0,1,3,LARI,LAR,,6.3
1053786,0,1,4,PICE,GLA,,1.0
1053816,0,0,1,ABIE,BAL,,57.3
1053816,0,0,2,ACER,RUB,,33.9
1053816,0,0,3,BETU,PAP,,7.5
1053816,0,0,4,PICE,RUB,,1.3
1053816,1,0,1,PICE,GLA,,74.6
1053816,1,0,2,ABIE,BAL,,13.6
1053816,1,0,3,POPU,TRE,,8.4
1053816,1,0,4,ACER,RUB,,1.8
1053816,1,0,5,BETU,ALL,,0.9
1053816,1,0,6,BETU,PAP,,0.7
1059821,0,0,1,LARI,LAR,,87.3
1059821,0,0,2,PICE,MAR,,12.7
1059821,0,1,1,LARI,LAR,,88.0
1059821,0,1,2,PICE,MAR,,12.0
1059831,0,0,1,PICE,MAR,,67.8
1059831,0,0,2,PINU,BAN,,16.8
1059831,0,0,3,LARI,LAR,,15.4
1059831,0,1,1,PICE,MAR,,67.9
1059831,0,1,2,LARI,LAR,,15.5
1059831,0,1,3,PINU,BAN,,8.7
1059831,0,1,4,POPU,TRE,,7.9
1059906,0,0,1,POPU,TRE,,41.4
1059906,0,0,2,PICE,GLA,,31.9
1059906,0,0,3,POPU,BAL,,26.8
1059906,0,1,1,PICE,GLA,,47.6
1059906,0,1,2,POPU,TRE,,29.2
1059906,0,1,3,POPU,BAL,,23.3
1060536,0,0,1,PICE,MAR,,100.0
1060536,1,0,1,PICE,MAR,,81.2
1060536,1,0,2,ABIE,BAL,,18.8
1060556,0,0,1,PICE,MAR,,100.0
1060556,1,0,1,PICE,MAR,,84.9
1060556,1,0,2,LARI,LAR,,8.1
1060556,1,0,3,BETU,PAP,,7.0
1066646,0,0,1,POPU,TRE,,86.4
1066646,0,0,2,SALI,SCO,,6.2
1066646,0,0,3,PINU,BAN,,4.5
1066646,0,0,4,PICE,GLA,,2.1
1066646,0,0,5,POPU,BAL,,0.7
1066646,0,1,1,POPU,TRE,,96.9
1066646,0,1,2,PICE,GLA,,3.1
1066676,0,0,1,PICE,MAR,,100.0
1066676,0,1,1,PICE,MAR,,100.0
1066691,0,0,1,PICE,MAR,,75.7
1066691,0,0,2,PINU,BAN,,24.3
1066691,0,1,1,PICE,MAR,,76.4
1066691,0,1,2,PINU,BAN,,23.6
1066766,0,0,1,PINU,BAN,,97.0
1066766,0,0,2,PICE,MAR,,3.0
1066766,0,1,1,PINU,BAN,,100.0
1067431,0,0,1,PICE,MAR,,100.0
1067431,0,1,1,PICE,MAR,,100.0
1067496,0,0,1,PICE,MAR,,100.0
1073521,0,0,1,PICE,GLA,,55.7
1073521,0,0,2,POPU,BAL,,22.8
1073521,0,0,3,POPU,TRE,,17.1
1073521,0,0,4,BETU,PAP,,4.5
1073521,0,1,1,PICE,GLA,,67.6
1073521,0,1,2,POPU,TRE,,18.9
1073521,0,1,3,POPU,BAL,,9.8
1073521,0,1,4,BETU,PAP,,3.6
1073561,0,0,1,LARI,LAR,,62.3
1073561,0,0,2,PICE,MAR,,37.7
1073566,0,0,1,PICE,MAR,,67.3
1073566,0,0,2,LARI,LAR,,32.7
1073566,0,1,1,PICE,MAR,,64.5
1073566,0,1,2,LARI,LAR,,35.5
1074326,0,0,1,PICE,MAR,,81.6
1074326,0,0,2,PINU,BAN,,18.4
1074326,1,0,1,PICE,MAR,,90.6
1074326,1,0,2,ABIE,BAL,,7.0
1074326,1,0,3,LARI,LAR,,2.4
1074411,0,0,1,PICE,MAR,,98.5
1074411,0,0,2,ABIE,BAL,,1.5
1074411,1,0,1,PICE,MAR,,91.2
1074411,1,0,2,ABIE,BAL,,8.8
1074416,0,0,1,BETU,ALL,,54.4
1074416,0,0,2,ABIE,BAL,,26.0
1074416,0,0,3,PRUN,PEN,,18.5
1074416,0,0,4,BETU,PAP,,1.1
1074436,1,0,1,ACER,RUB,,37.4
1074436,1,0,2,ABIE,BAL,,31.8
1074436,1,0,3,PICE,RUB,,16.7
1074436,1,0,4,BETU,PAP,,8.8
1074436,1,0,5,TSUG,CAN,,3.7
1074436,1,0,6,ACER,PEN,,1.2
1074436,1,0,7,THUJ,OCC,,0.5
1080421,0,0,1,PICE,MAR,,67.9
1080421,0,0,2,LARI,LAR,,32.1
1080421,0,1,1,PICE,MAR,,56.6
1080421,0,1,2,LARI,LAR,,43.4
1080431,0,0,1,POPU,TRE,,40.9
1080431,0,0,2,PINU,CON,,28.2
1080431,0,0,3,SALI,SCO,,20.3
1080431,0,0,4,PICE,MAR,,10.6
1080431,0,1,1,POPU,TRE,,51.1
1080431,0,1,2,PINU,CON,,32.3
1080431,0,1,3,PICE,MAR,,16.7
1080481,0,0,1,PICE,MAR,,100.0
1080481,0,1,1,PICE,MAR,,96.2
1080481,0,1,2,LARI,LAR,,3.8
1081221,0,0,1,PICE,MAR,,100.0
1081221,1,0,1,BETU,PAP,,72.7
1081221,1,0,2,PICE,MAR,,21.7
1081221,1,0,3,POPU,TRE,,5.7
1081246,0,0,1,PICE,MAR,,100.0
1081246,1,0,1,POPU,TRE,,41.2
1081246,1,0,2,ABIE,BAL,,36.1
1081246,1,0,3,BETU,PAP,,16.7
1081246,1,0,4,PICE,MAR,,3.3
1081246,1,0,5,LARI,LAR,,2.7
1081266,0,0,1,POPU,TRE,,58.2
1081266,0,0,2,BETU,PAP,,27.1
1081266,0,0,3,PINU,BAN,,7.2
1081266,0,0,4,ABIE,BAL,,4.9
1081266,0,0,5,PICE,MAR,,1.8
1081266,0,0,6,PRUN,PEN,,0.8
1081266,1,0,1,ACER,SPI,,65.5
1081266,1,0,2,ABIE,BAL,,34.5
1081281,0,0,1,BETU,PAP,,49.7
1081281,0,0,2,ABIE,BAL,,39.0
1081281,0,0,3,PICE,GLA,,9.0
1081281,0,0,4,THUJ,OCC,,2.3
1081281,1,0,1,POPU,TRE,,54.3
1081281,1,0,2,BETU,ALL,,45.7
1081316,0,0,1,ABIE,BAL,,30.7
1081316,0,0,2,ACER,RUB,,29.8
1081316,0,0,3,BETU,ALL,,24.6
1081316,0,0,4,PICE,RUB,,6.3
1081316,0,0,5,BETU,POP,,3.5
1081316,0,0,6,POPU,TRE,,3.3
1081316,0,0,7,BETU,PAP,,1.8
1087286,0,0,1,PICE,GLA,,58.3
1087286,0,0,2,POPU,TRE,,41.7
1087286,0,1,1,PICE,GLA,,87.0
1087286,0,1,2,POPU,TRE,,13.0
1087331,0,0,1,PICE,MAR,,100.0
1087331,0,1,1,PICE,MAR,,100.0
1087371,0,0,1,POPU,BAL,,64.0
1087371,0,0,2,PICE,GLA,,28.7
1087371,0,0,3,POPU,TRE,,7.3
1087371,0,1,1,POPU,BAL,,58.0
1087371,0,1,2,PICE,GLA,,34.5
1087371,0,1,3,POPU,TRE,,7.5
1087376,0,0,1,PICE,GLA,,58.8
1087376,0,0,2,POPU,TRE,,41.2
1087376,0,1,1,PICE,GLA,,56.5
1087376,0,1,2,POPU,TRE,,43.5
1088041,0,0,1,PICE,MAR,,100.0
1088041,1,0,1,PICE,MAR,,100.0
1088126,0,0,1,PICE,MAR,,73.4
1088126,0,0,2,ABIE,BAL,,12.1
1088126,0,0,3,BETU,PAP,,11.3
1088126,0,0,4,PICE,GLA,,3.2
1088126,0,1,1,PICE,MAR,,75.6
1088126,0,1,2,ABIE,BAL,,17.7
1088126,0,1,3,PICE,GLA,,3.5
1088126,0,1,4,BETU,PAP,,3.2
1094196,0,0,1,PICE,MAR,,100.0
1094946,1,0,1,PICE,MAR,,43.9
1094946,1,0,2,ABIE,BAL,,25.9
1094946,1,0,3,POPU,TRE,,25.6
1094946,1,0,4,BETU,PAP,,3.1
1094946,1,0,5,SALI,DIS,,1.0
1094946,1,0,6,PICE,GLA,,0.5
1095011,0,0,1,PINU,BAN,,82.9
1095011,0,0,2,PICE,MAR,,17.1
1095011,0,1,1,PINU,BAN,,74.5
1095011,0,1,2,PICE,MAR,,25.5
1095026,0,0,1,PINU,BAN,,62.3
1095026,0,0,2,PICE,MAR,,37.7
1095026,1,0,1,BETU,PAP,,86.8
1095026,1,0,2,ABIE,BAL,,6.3
1095026,1,0,3,PICE,MAR,,4.2
1095026,1,0,4,ACER,RUB,,2.7
1095046,0,0,1,ABIE,BAL,,56.9
1095046,0,0,2,ACER,RUB,,28.0
1095046,0,0,3,BETU,PAP,,11.6
1095046,0,0,4,POPU,TRE,,3.5
1095046,1,0,1,THUJ,OCC,,48.1
1095046,1,0,2,PICE,RUB,,28.1
1095046,1,0,3,ABIE,BAL,,13.2
1095046,1,0,4,BETU,PAP,,7.4
1095046,1,0,5,ACER,RUB,,1.8
1095046,1,0,6,BETU,ALL,,1.5
1095066,0,0,1,ACER,SAH,,93.4
1095066,0,0,2,TILI,AME,,5.9
1095066,0,0,3,ABIE,BAL,,0.7
1095066,1,0,1,ACER,SAH,,69.3
1095066,1,0,2,FAGU,GRA,,30.7
1095096,0,0,1,ACER,RUB,,38.8
1095096,0,0,2,ABIE,BAL,,37.5
1095096,0,0,3,BETU,ALL,,23.7
1095096,1,0,1,THUJ,OCC,,94.5
1095096,1,0,2,ABIE,BAL,,2.0
1095096,1,0,3,PICE,MAR,,2.0
1095096,1,0,4,SALI,SPP,,1.6
1095101,0,0,1,ABIE,BAL,,32.3
1095101,0,0,2,BETU,PAP,,25.4
1095101,0,0,3,ACER,RUB,,17.8
1095101,0,0,4,FRAX,NIG,,16.4
1095101,0,0,5,BETU,ALL,,8.1
1095101,1,0,1,PICE,ABI,,60.2
1095101,1,0,2,ABIE,BAL,,22.9
1095101,1,0,3,PICE,GLA,,14.9
1095101,1,0,4,PICE,MAR,,2.0
1100891,0,0,1,ABIE,LAS,,64.5
1100891,0,0,2,PICE,SPP,,35.5
1100951,0,0,1,PICE,GLA,,95.6
1100951,0,0,2,POPU,TRE,,4.4
1100981,0,0,1,PICE,SPP,,93.9
1100981,0,0,2,BETU,NEO,,6.1
1100996,0,0,1,PINU,CON,,84.0
1100996,0,0,2,PICE,SPP,,12.7
1100996,0,0,3,PICE,MAR,,3.3
1101011,0,0,1,PICE,SPP,,88.4
1101011,0,0,2,ABIE,LAS,,11.6
1101036,0,0,1,PICE,GLA,,97.5
