nfi_plot,loc_id,meas_date,meas_num,quadrant,tree_num,site_type,bore_dob,bore_ht,suit_ht,suit_age,field_age,pro_code,core_length,dtp,core_rings,lab_method,lab_age,confidence,mount_ref,age_corr_years,age_total
634156,0,2004-SEP-11,0,NR,501,U ,15.8,1.3,Y,Y,108,NR,7.2000,0.7000,97,U,103,2,T0634156-501,30,133
634156,0,2004-SEP-11,0,NR,503,U ,23.2,1.3,N,Y,115,NA,9.8000,0.0000,115,U,115,1,T0634156-503,30,145
634156,0,2004-SEP-11,0,NR,511,U ,17.5,1.3,Y,Y,147,NR,8.8000,0.3000,143,U,148,2,T0634156-511,30,178
634156,0,2004-SEP-11,0,NR,516,U ,15.6,1.3,Y,Y,123,NA,6.9000,0.0000,111,U,111,1,T0634156-516,30,141
634156,0,2004-SEP-11,0,NR,525,U ,16.8,1.3,Y,Y,123,NA,8.9000,0.0000,120,U,120,1,T0634156-525,30,150
634156,0,2010-AUG-20,1,NR,501,U ,16.4,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,30,139
634156,0,2010-AUG-20,1,NR,511,U ,18.2,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,30,184
634156,0,2010-AUG-20,1,NR,516,U ,15.8,1.3,N,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,30,147
634156,0,2010-AUG-20,1,NR,525,U ,17.0,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,30,156
641001,0,2004-SEP-18,0,NR,743,U ,14.4,1.3,Y,Y,160,NR,4.9000,0.7000,133,U,148,2,T0641001-743,30,178
641001,0,2004-SEP-18,0,NR,753,U ,12.5,1.3,Y,Y,110,NR,4.5000,1.0000,104,U,126,2,T0641001-753,30,156
641001,0,2004-SEP-18,0,NR,760,U ,21.7,1.3,Y,Y,192,NR,12.1000,0.4000,170,U,175,2,T0641001-760,30,205
641001,0,2004-SEP-18,0,NR,774,U ,12.2,1.3,Y,Y,135,NR,4.1000,0.5000,121,U,133,2,T0641001-774,30,163
641001,0,2004-SEP-18,0,NR,782,U ,12.8,1.3,Y,Y,162,NA,5.1000,0.0000,148,U,148,1,T0641001-782,30,178
641001,0,2010-SEP-14,1,NR,743,U ,14.6,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,30,184
641001,0,2010-SEP-14,1,NR,753,U ,15.1,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,30,162
641001,0,2010-SEP-14,1,NR,760,U ,23.5,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,30,211
641001,0,2010-SEP-14,1,NR,774,U ,12.2,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,30,169
641001,0,2010-SEP-14,1,NR,782,U ,13.6,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,30,184
641016,0,2003-AUG-22,0,NR,227,U ,13.1,1.3,Y,Y,88,NR,6.0000,1.0000,108,U,121,2,T0641016-227,30,151
641016,0,2003-AUG-22,0,NR,230,U ,15.4,1.3,Y,Y,91,NA,7.5000,0.0000,92,U,92,1,T0641016-230,30,122
641016,0,2003-AUG-22,0,NR,232,U ,14.8,1.3,Y,Y,106,NR,6.1000,0.5000,125,U,129,2,T0641016-232,30,159
641016,0,2003-AUG-22,0,NR,244,U ,14.8,1.3,Y,Y,86,NA,6.2000,0.0000,124,U,124,1,T0641016-244,30,154
641016,0,2003-AUG-22,0,NR,249,U ,12.0,1.3,Y,Y,110,NR,5.2000,0.3000,99,U,102,2,T0641016-249,30,132
647866,0,2004-SEP-19,0,NR,789,U ,10.5,1.3,Y,Y,175,NA,3.8000,0.0000,229,U,229,2,T0647866-789,35,264
647866,0,2004-SEP-19,0,NR,798,U ,10.3,1.3,Y,Y,192,NR,4.3000,0.1000,201,U,204,2,T0647866-798,35,239
647866,0,2004-SEP-19,0,NR,800,U ,10.0,1.3,Y,Y,205,NA,4.4000,0.0000,241,U,241,1,T0647866-800,35,276
647866,0,2004-SEP-19,0,NR,804,U ,13.0,1.3,Y,Y,218,NR,5.1000,0.4000,210,U,220,2,T0647866-804,35,255
647866,0,2004-SEP-19,0,NR,805,U ,11.0,1.3,Y,Y,145,NR,4.4000,0.3000,204,U,217,2,T0647866-805,35,252
647866,0,2011-SEP-09,1,NR,789,U ,10.6,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,35,271
647866,0,2011-SEP-09,1,NR,798,U ,10.6,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,35,246
647866,0,2011-SEP-09,1,NR,800,U ,10.2,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,35,283
647866,0,2011-SEP-09,1,NR,804,U ,13.0,1.3,N,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,35,262
647866,0,2011-SEP-09,1,NR,805,U ,11.7,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,35,259
647876,0,2003-AUG-30,0,NR,368,U ,15.7,1.3,Y,Y,175,NR,7.6000,0.4000,155,U,161,2,T0647876-368,30,191
647876,0,2003-AUG-30,0,NR,376,U ,12.7,1.3,Y,Y,165,NA,4.4000,0.0000,150,U,150,1,T0647876-376,30,180
647876,0,2003-AUG-30,0,NR,386,U ,14.7,1.3,Y,Y,135,NR,4.9000,1.6000,118,U,152,2,T0647876-386,30,182
647876,0,2003-AUG-30,0,NR,389,U ,18.6,1.3,Y,Y,175,NR,7.9000,0.2000,156,U,160,2,T0647876-389,30,190
647876,0,2003-AUG-30,0,NR,392,U ,13.3,1.3,Y,Y,165,NR,5.7000,0.4000,139,U,148,2,T0647876-392,30,178
647876,0,2012-SEP-10,1,NR,368,U ,16.5,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,30,200
647876,0,2012-SEP-10,1,NR,376,U ,13.9,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,30,189
647876,0,2012-SEP-10,1,NR,386,U ,15.0,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,30,191
647876,0,2012-SEP-10,1,NR,389,U ,18.8,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,30,199
647876,0,2012-SEP-10,1,NR,392,U ,14.7,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,30,187
647886,0,2004-SEP-17,0,NR,710,U ,15.7,1.3,Y,Y,185,NR,8.5000,0.6000,173,U,196,2,T0647886-710,30,226
647886,0,2004-SEP-17,0,NR,712,U ,14.1,1.3,Y,Y,200,NR,6.0000,0.4000,190,U,198,2,T0647886-712,30,228
647886,0,2004-SEP-17,0,NR,717,U ,11.4,1.3,Y,Y,104,NR,5.1000,0.3000,96,U,107,2,T0647886-717,30,137
647886,0,2004-SEP-17,0,NR,734,U ,13.5,1.3,Y,Y,160,NR,6.1000,0.1000,151,U,152,2,T0647886-734,30,182
647886,0,2004-SEP-17,0,NR,735,U ,15.9,1.3,Y,Y,121,NA,6.8000,0.0000,121,U,121,1,T0647886-735,30,151
647886,0,2010-SEP-12,1,NR,710,U ,16.2,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,30,232
647886,0,2010-SEP-12,1,NR,717,U ,11.8,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,30,143
647886,0,2010-SEP-12,1,NR,734,U ,14.0,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,30,188
647886,0,2010-SEP-12,1,NR,735,U ,16.9,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,30,157
647896,0,2003-AUG-24,0,NR,257,U ,11.0,1.3,Y,Y,120,NA,5.2000,0.0000,122,U,122,1,T0647896-257,25,147
647896,0,2003-AUG-24,0,NR,267,U ,18.0,1.3,Y,Y,200,NR,6.7000,0.4000,185,U,192,2,T0647896-267,25,217
647896,0,2003-AUG-24,0,NR,282,U ,19.2,1.3,N,N,225,NA,9.6000,0.0000,218,U,218,1,T0647896-282,25,243
647896,0,2003-AUG-24,0,NR,287,U ,14.0,1.3,Y,Y,200,NR,6.1000,0.7000,204,U,211,2,T0647896-287,25,236
647896,0,2003-AUG-24,0,NR,294,U ,17.7,1.3,Y,Y,140,NR,7.9000,0.6000,161,U,167,2,T0647896-294,25,192
647896,0,2010-AUG-21,1,NR,267,U ,18.4,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,25,224
647896,0,2010-AUG-21,1,NR,282,U ,19.6,1.3,N,N,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,25,250
647896,0,2010-AUG-21,1,NR,287,U ,14.3,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,25,243
647896,0,2010-AUG-21,1,NR,294,U ,17.8,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,25,199
647911,0,2004-SEP-20,0,NR,806,U ,10.4,1.3,M,M,21,NR,4.2000,0.5000,17,U,18,2,T0647911-806,4,22
647911,0,2004-SEP-20,0,NR,808,U ,11.8,1.3,M,M,27,NA,5.3000,0.0000,25,U,25,1,T0647911-808,4,29
647911,0,2004-SEP-20,0,NR,809,U ,9.7,1.3,M,M,25,NA,4.4000,0.0000,23,U,23,1,T0647911-809,4,27
647911,0,2004-SEP-20,0,NR,814,U ,10.3,1.3,M,M,23,NR,2.9000,0.4000,19,U,23,2,T0647911-814,4,27
647911,0,2004-SEP-20,0,NR,817,U ,9.4,1.3,M,M,23,NR,4.3000,0.3000,19,U,20,2,T0647911-817,4,24
647911,0,2014-AUG-14,1,NR,806,U ,13.8,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,4,32
647911,0,2014-AUG-14,1,NR,808,U ,15.7,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,4,39
647911,0,2014-AUG-14,1,NR,809,U ,12.4,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,4,37
647911,0,2014-AUG-14,1,NR,814,U ,14.6,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,4,37
647911,0,2014-AUG-14,1,NR,817,U ,13.7,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,4,34
647926,0,2004-SEP-12,0,NR,541,U ,16.4,1.5,Y,Y,175,NR,6.7000,0.4000,146,U,171,2,T0647926-541,29,200
647926,0,2004-SEP-12,0,NR,543,U ,23.0,1.3,Y,Y,204,NA,9.6000,0.0000,175,U,175,2,T0647926-543,25,200
647926,0,2004-SEP-12,0,NR,549,U ,19.9,1.3,Y,Y,160,NR,8.3000,1.1000,185,U,117,2,T0647926-549,25,142
647926,0,2004-SEP-12,0,NR,555,U ,16.7,1.3,Y,Y,124,NR,7.7000,0.2000,121,U,122,2,T0647926-555,25,147
647926,0,2004-SEP-12,0,NR,564,U ,19.0,1.3,Y,Y,205,NR,8.6000,0.9000,199,U,227,2,T0647926-564,25,252
647926,0,2004-SEP-12,0,NR,567,U ,18.2,1.3,Y,Y,208,NR,7.1000,1.0000,170,U,215,2,T0647926-567,25,240
647926,0,2004-SEP-12,0,NR,572,U ,25.8,1.3,N,Y,230,NR,10.2000,0.5000,191,U,202,2,T0647926-572,25,227
647926,0,2004-SEP-12,0,NR,574,U ,18.6,1.3,M,Y,225,NR,6.1000,1.1000,178,U,196,2,T0647926-574,25,221
647926,0,2009-SEP-12,1,NE,541,S ,18.0,1.5,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,29,205
647926,0,2009-SEP-12,1,NE,543,L ,23.7,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,25,205
647926,0,2009-SEP-12,1,SE,549,L ,20.1,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,25,147
647926,0,2009-SEP-12,1,SW,555,S ,18.0,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,25,152
647926,0,2009-SEP-12,1,SW,564,L ,19.2,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,25,257
647926,0,2009-SEP-12,1,SW,567,L ,19.5,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,25,245
647926,0,2009-SEP-12,1,NW,572,T ,27.6,1.3,N,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,25,232
647926,0,2009-SEP-12,1,NW,574,S ,18.0,1.3,N,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,25,226
654746,0,2003-AUG-27,0,NR,302,U ,13.6,1.3,Y,Y,115,NR,4.8000,0.4000,126,U,135,2,T0654746-302,30,165
654746,0,2003-AUG-27,0,NR,316,U ,11.5,1.3,Y,Y,75,NR,5.3000,0.4000,86,U,88,2,T0654746-316,30,118
654746,0,2003-AUG-27,0,NR,325,U ,12.5,1.3,Y,Y,103,NA,5.5000,0.0000,99,U,99,1,T0654746-325,30,129
654746,0,2003-AUG-27,0,NR,355,U ,14.5,1.3,Y,Y,112,NR,7.3000,0.2000,113,U,115,2,T0654746-355,30,145
654746,0,2003-AUG-27,0,NR,359,U ,14.6,1.3,Y,Y,120,NA,7.1000,0.0000,131,U,131,1,T0654746-359,30,161
654781,0,2004-SEP-14,0,NR,581,U ,20.5,1.3,Y,Y,125,NR,8.3000,0.4000,113,U,117,2,T0654781-581,20,137
654781,0,2004-SEP-14,0,NR,588,U ,26.2,1.3,Y,Y,156,NA,13.6000,0.0000,151,U,151,1,T0654781-588,20,171
654781,0,2004-SEP-14,0,NR,593,U ,29.9,1.3,Y,Y,152,NR,12.7000,0.5000,141,U,143,2,T0654781-593,20,163
654781,0,2004-SEP-14,0,NR,595,U ,19.9,1.3,Y,Y,143,NR,9.1000,1.1000,128,U,135,2,T0654781-595,20,155
654781,0,2004-SEP-14,0,NR,596,U ,22.1,1.3,Y,Y,143,NR,10.8000,0.5000,138,U,142,2,T0654781-596,20,162
654781,0,2004-SEP-14,0,NR,612,U ,22.4,1.3,Y,Y,147,NR,11.4000,0.9000,142,U,150,2,T0654781-612,20,170
654781,0,2004-SEP-14,0,NR,616,U ,16.8,1.3,Y,Y,170,NR,7.5000,0.8000,149,U,153,2,T0654781-616,20,173
654781,0,2004-SEP-14,0,NR,627,U ,15.8,1.3,Y,Y,120,NR,6.4000,0.5000,140,U,143,2,T0654781-627,20,163
654781,0,2004-SEP-14,0,NR,628,U ,15.3,1.3,Y,Y,137,NR,9.1000,0.4000,139,U,141,2,T0654781-628,20,161
654781,0,2010-AUG-24,1,NR,581,U ,21.2,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,20,143
654781,0,2010-AUG-24,1,NR,588,U ,26.6,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,20,177
654781,0,2010-AUG-24,1,NR,593,U ,31.5,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,20,169
654781,0,2010-AUG-24,1,NR,595,U ,20.6,1.3,N,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,20,161
654781,0,2010-AUG-24,1,NR,596,U ,22.9,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,20,168
654781,0,2010-AUG-24,1,NR,612,U ,23.5,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,20,176
654781,0,2010-AUG-24,1,NR,627,U ,16.8,1.3,N,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,20,169
654781,0,2010-AUG-24,1,NR,628,U ,21.3,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,20,167
654811,0,2004-SEP-08,0,NR,426,U ,12.3,1.3,Y,Y,117,NA,4.9000,0.0000,114,U,114,1,T0654811-426,30,144
654811,0,2004-SEP-08,0,NR,427,U ,12.1,1.3,Y,Y,135,NA,5.0000,0.0000,125,U,125,1,T0654811-427,30,155
654811,0,2004-SEP-08,0,NR,430,U ,15.3,1.4,Y,Y,115,NR,-1.0000,-1.0000,-1,U,-1,-1,DAMAGED CORE,22,137
654811,0,2004-SEP-08,0,NR,433,U ,13.5,1.2,Y,Y,105,NR,5.7000,1.0000,100,U,110,2,T0654811-433,28,138
654811,0,2004-SEP-08,0,NR,435,U ,12.6,1.4,Y,Y,75,NR,-1.0000,-1.0000,-1,U,-1,-1,DAMAGED CORE,22,97
654811,0,2004-SEP-08,0,NR,445,U ,11.5,1.3,Y,Y,130,NR,4.9000,0.5000,122,U,136,2,T0654811-445,30,166
654811,0,2009-SEP-19,1,NR,426,U ,12.5,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,30,149
654811,0,2009-SEP-19,1,NR,427,U ,12.5,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,30,160
654811,0,2009-SEP-19,1,NR,430,U ,16.3,1.4,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,22,142
654811,0,2009-SEP-19,1,NR,433,U ,13.3,1.2,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,28,143
654811,0,2009-SEP-19,1,NR,435,U ,13.4,1.4,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,22,102
654811,0,2009-SEP-19,1,NR,445,U ,12.2,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,30,171
654821,0,2004-SEP-09,0,NR,448,U ,23.5,1.3,Y,Y,95,NR,9.9000,1.4000,83,U,100,2,T0654821-448,25,125
654821,0,2004-SEP-09,0,NR,456,U ,31.4,1.3,Y,Y,201,NR,13.5000,0.3000,198,U,201,2,T0654821-456,25,226
654821,0,2004-SEP-09,0,NR,467,U ,27.3,1.3,Y,Y,215,NR,10.7000,1.2000,157,U,204,2,T0654821-467,25,229
654821,0,2004-SEP-09,0,NR,473,U ,27.8,1.3,Y,Y,115,NR,12.3000,2.4000,108,U,132,3,T0654821-473,25,157
654821,0,2004-SEP-09,0,NR,490,U ,20.0,1.3,Y,Y,210,NR,7.3000,0.7000,185,U,207,2,T0654821-490,25,232
654821,0,2009-SEP-17,1,NR,448,U ,25.0,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,25,130
654821,0,2009-SEP-17,1,NR,456,U ,32.5,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,25,231
654821,0,2009-SEP-17,1,NR,467,U ,27.9,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,25,234
654821,0,2009-SEP-17,1,NR,473,U ,30.0,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,25,162
654821,0,2009-SEP-17,1,NR,490,U ,21.4,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,25,237
668506,0,2004-SEP-16,0,NR,642,U ,18.7,1.3,Y,Y,144,NR,9.1000,0.7000,128,U,143,2,T0668506-642,25,168
668506,0,2004-SEP-16,0,NR,652,U ,16.9,1.3,Y,Y,150,NR,7.7000,0.4000,152,U,161,2,T0668506-652,25,186
668506,0,2004-SEP-16,0,NR,664,U ,22.1,1.3,Y,Y,146,NR,8.4000,0.7000,135,U,143,2,T0668506-664,25,168
668506,0,2004-SEP-16,0,NR,673,U ,16.6,1.3,Y,Y,132,NR,7.9000,0.3000,130,U,143,2,T0668506-673,25,168
668506,0,2004-SEP-16,0,NR,698,U ,16.0,1.3,Y,Y,132,NR,7.1000,0.7000,110,U,134,2,T0668506-698,25,159
668596,0,2004-JUL-09,0,NR,883,U ,20.8,1.3,Y,Y,120,NR,7.8000,0.4000,115,U,122,2,T0668596-883,20,142
668596,0,2004-JUL-09,0,NR,892,U ,14.2,1.3,Y,Y,138,NR,6.0000,0.9000,129,U,154,2,T0668596-892,20,174
668596,0,2004-JUL-09,0,NR,911,U ,20.0,1.3,Y,Y,182,NR,6.5000,0.7000,153,U,180,2,T0668596-911,20,200
668596,0,2004-JUL-09,0,NR,914,U ,13.0,1.3,Y,Y,78,NR,5.3000,0.2000,77,U,79,2,T0668596-914,20,99
668596,0,2004-JUL-09,0,NR,917,U ,11.8,1.3,Y,Y,70,NR,4.5000,0.5000,68,U,72,3,T0668596-917,20,92
668596,0,2004-JUL-09,0,NR,924,U ,14.7,1.3,Y,Y,84,NR,7.2000,0.1000,84,U,84,2,T0668596-924,20,104
668596,0,2004-JUL-09,0,NR,936,U ,11.3,1.3,Y,Y,57,NR,4.5000,0.4000,58,U,64,2,T0668596-936,20,84
668596,0,2004-JUL-09,0,NR,944,U ,14.8,1.3,Y,Y,148,NA,6.5000,0.0000,135,U,135,1,T0668596-944,20,155
668596,0,2014-JUL-19,1,NR,892,U ,15.8,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,20,184
668596,0,2014-JUL-19,1,NR,914,U ,14.0,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,20,109
668596,0,2014-JUL-19,1,NR,917,U ,14.7,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,20,102
668596,0,2014-JUL-19,1,NR,924,U ,15.1,1.3,N,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,20,114
668596,0,2014-JUL-19,1,NR,936,U ,14.4,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,20,94
668691,0,2003-JUL-20,0,NR,19,U ,10.4,1.3,M,M,81,NR,3.8000,0.2000,85,U,87,2,T0689336-019,20,107
668691,0,2003-JUL-20,0,NR,24,U ,13.0,1.3,M,M,56,NA,5.7000,0.0000,72,U,72,1,T0689336-024,20,92
668691,0,2003-JUL-20,0,NR,27,U ,10.9,1.3,M,M,53,NA,4.7000,0.0000,108,U,108,1,T0668691-027,20,128
668691,0,2003-JUL-20,0,NR,39,U ,12.5,1.3,M,M,52,NR,5.3000,0.4000,54,U,58,2,T0668691-039,20,78
668691,0,2003-JUL-20,0,NR,46,U ,10.7,1.3,M,M,64,NA,5.7000,0.0000,59,U,59,1,T0668691-046,20,79
668691,0,2003-JUL-20,0,NR,49,U ,11.0,1.3,M,M,-1,NR,2.4000,1.2000,51,U,70,2,T0668691-049,20,90
668691,0,2003-JUL-20,0,NR,51,U ,9.5,1.3,M,M,65,NR,4.1000,0.2000,58,U,59,2,T0668691-051,20,79
668691,0,2011-JUL-20,1,NR,19,U ,10.9,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,20,115
668691,0,2011-JUL-20,1,NR,27,U ,11.1,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,20,136
668691,0,2011-JUL-20,1,NR,39,U ,13.3,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,20,86
668691,0,2011-JUL-20,1,NR,46,U ,11.6,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,20,87
668691,0,2011-JUL-20,1,NR,49,U ,11.8,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,20,98
668691,0,2011-JUL-20,1,NR,51,U ,10.6,1.3,N,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,20,87
675546,0,2003-JUL-21,0,NR,53,U ,10.8,1.3,M,M,49,NR,5.1000,0.4000,72,U,74,2,T0675546-053,20,94
675546,0,2003-JUL-21,0,NR,54,U ,12.1,1.3,M,M,57,NR,5.3000,0.1000,75,U,76,2,T0675546-054,20,96
675546,0,2003-JUL-21,0,NR,55,U ,13.1,1.3,M,M,69,NA,5.8000,0.0000,76,U,76,1,T0675546-055,20,96
675546,0,2003-JUL-21,0,NR,57,U ,11.1,1.3,M,M,69,NA,5.7000,0.0000,79,U,79,1,T0675546-057,20,99
675546,0,2011-JUL-11,1,NR,53,U ,10.9,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,20,102
675546,0,2011-JUL-11,1,NR,54,U ,13.2,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,20,104
675546,0,2011-JUL-11,1,NR,57,U ,13.0,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,20,107
682421,0,2003-AUG-17,0,NR,112,U ,22.1,1.3,Y,Y,118,NA,10.4000,0.0000,116,U,116,1,T0682421-112,11,127
682421,0,2003-AUG-17,0,NR,134,U ,22.2,1.3,N,N,-1,NR,7.8000,1.0000,125,U,132,2,T0682421-134,11,143
682421,0,2003-AUG-17,0,NR,159,U ,21.7,1.3,Y,Y,110,NR,8.9000,0.8000,106,U,115,2,T0682421-159,11,126
682421,0,2003-AUG-17,0,NR,162,U ,16.7,1.3,Y,Y,132,NR,8.8000,0.7000,121,U,133,2,T0682421-162,11,144
682421,0,2003-AUG-17,0,NR,169,U ,28.6,1.3,Y,Y,265,NA,14.7000,0.0000,253,U,253,1,T0682421-169,9,262
682421,0,2003-AUG-17,0,NR,179,U ,17.5,1.3,Y,Y,-1,NR,6.8000,0.3000,217,U,221,2,T0682421-179,11,232
682421,0,2003-AUG-17,0,NR,219,U ,22.7,1.3,Y,Y,105,NR,9.6000,1.4000,93,U,102,2,T0682421-219,11,113
682436,0,2003-JUL-20,0,NR,82,U ,17.4,1.3,Y,Y,78,NR,5.9000,0.5000,78,U,80,2,T0682436-082,13,93
682436,0,2003-JUL-20,0,NR,94,U ,17.2,1.3,Y,Y,94,NR,5.9000,1.2000,58,U,63,2,T0682436-094,12,75
682436,0,2003-JUL-20,0,NR,96,U ,18.5,1.3,Y,Y,85,NA,7.0000,0.0000,79,U,79,1,T0682436-096,13,92
682436,0,2003-JUL-20,0,NR,101,U ,24.1,1.3,Y,Y,68,NR,12.3000,0.7000,71,U,71,2,T0682436-101,13,84
682436,0,2003-JUL-20,0,NR,105,U ,22.7,1.3,Y,Y,74,NR,9.6000,1.4000,71,U,75,2,T0682436-105,13,88
682436,0,2015-JUL-17,1,NR,82,U ,17.3,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,13,105
682436,0,2015-JUL-17,1,NR,94,U ,22.2,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,12,87
682436,0,2015-JUL-17,1,NR,96,U ,19.2,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,13,104
682436,0,2015-JUL-17,1,NR,101,U ,24.2,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,13,96
682436,0,2015-JUL-17,1,NR,105,U ,23.7,1.3,Y,Y,-8,NR,-1.0000,-1.0000,-1,U,-1,-1,M,13,100
682441,0,2004-SEP-30,0,NR,819,U ,12.5,1.3,Y,Y,84,NR,7.0000,0.5000,67,U,70,2,T0682441-819,18,88
682441,0,2004-SEP-30,0,NR,833,U ,16.2,1.3,Y,Y,100,NR,3.9000,0.5000,87,U,99,2,T0682441-833,18,117
682441,0,2004-SEP-30,0,NR,858,U ,14.6,1.3,Y,Y,95,NR,6.8000,0.1000,74,U,76,2,T0682441-858,18,94
682441,0,2004-SEP-30,0,NR,861,U ,18.7,1.3,N,Y,121,NA,8.1000,0.0000,115,U,115,1,T0682441-861,18,133
682441,0,2004-SEP-30,0,NR,865,U ,20.0,1.3,N,Y,108,NA,8.4000,0.0000,108,U,108,1,T0682441-865,18,126
