nfi_plot,loc_id,meas_num,species_num,genus,species,variety,species_ltrel
1245451,0,0,1,ABIE,LAS,,0.705
1245451,0,0,2,TSUG,MER,,0.295
1245481,0,0,1,ABIE,LAS,,0.980
1245481,0,0,2,PICE,ENG,,0.020
1245481,0,1,1,ABIE,LAS,,0.976
1245481,0,1,2,PICE,ENG,,0.024
1245546,0,0,1,PICE,MAR,,0.781
1245546,0,0,2,PICE,GLA,,0.141
1245546,0,0,3,POPU,BAL,,0.047
1245546,0,0,4,BETU,PAP,,0.016
1245546,0,0,5,PICE,ENG,GLA,0.016
1245561,0,0,1,POPU,TRE,,1.000
1245596,0,0,1,POPU,TRE,,0.833
1245596,0,0,2,PICE,GLA,,0.167
1245596,1,0,1,POPU,TRE,,0.833
1245596,1,0,2,PICE,GLA,,0.167
1245631,0,0,1,PICE,MAR,,0.917
1245631,0,0,2,SALI,SPP,,0.083
1245631,1,0,1,PICE,MAR,,0.848
1245631,1,0,2,PICE,GLA,,0.152
1245691,0,0,1,POPU,TRE,,0.590
1245691,0,0,2,PICE,MAR,,0.289
1245691,0,0,3,PICE,GLA,,0.096
1245691,0,0,4,PINU,BAN,,0.012
1245691,0,0,5,POPU,BAL,,0.012
1245691,1,0,1,POPU,TRE,,0.761
1245691,1,0,2,PICE,MAR,,0.149
1245691,1,0,3,PICE,GLA,,0.090
1245706,0,0,1,PICE,MAR,,0.500
1245706,0,0,2,PINU,BAN,,0.500
1245881,0,0,1,POPU,TRE,,0.558
1245881,0,0,2,PICE,GLA,,0.365
1245881,0,0,3,BETU,PAP,PAP,0.038
1245881,0,0,4,PICE,MAR,,0.019
1245881,0,0,5,POPU,BAL,,0.019
1245881,0,1,1,POPU,TRE,,0.446
1245881,0,1,2,PICE,GLA,,0.357
1245881,0,1,3,BETU,PAP,,0.089
1245881,0,1,4,POPU,BAL,,0.071
1245881,0,1,5,PICE,MAR,,0.036
1246036,0,0,1,PICE,MAR,,0.682
1246036,0,0,2,PINU,BAN,,0.318
1246036,0,1,1,PICE,MAR,,0.750
1246036,0,1,2,PINU,BAN,,0.250
1246146,0,0,1,ABIE,BAL,,0.500
1246146,0,0,2,BETU,PAP,,0.500
1246146,0,1,1,BETU,PAP,,0.571
1246146,0,1,2,ABIE,BAL,,0.429
1246191,0,0,1,BETU,PAP,,0.625
1246191,0,0,2,PICE,GLA,,0.250
1246191,0,0,3,POPU,TRE,,0.125
1246191,0,1,1,BETU,PAP,,0.615
1246191,0,1,2,ABIE,BAL,,0.154
1246191,0,1,3,PICE,GLA,,0.154
1246191,0,1,4,POPU,TRE,,0.077
1246216,0,0,1,PICE,GLA,,0.520
1246216,0,0,2,BETU,PAP,,0.240
1246216,0,0,3,PICE,MAR,,0.080
1246216,0,0,4,POPU,TRE,,0.080
1246216,0,0,5,ACER,RUB,,0.040
1246216,0,0,6,SORB,SPP,,0.040
1246281,0,0,1,BETU,PAP,,0.440
1246281,0,0,2,ACER,RUB,,0.360
1246281,0,0,3,ABIE,BAL,,0.120
1246281,0,0,4,PICE,GLA,,0.040
1246281,0,0,5,PICE,MAR,,0.040
1246281,0,1,1,BETU,PAP,,0.444
1246281,0,1,2,ACER,RUB,,0.407
1246281,0,1,3,ABIE,BAL,,0.074
1246281,0,1,4,PICE,GLA,,0.037
1246281,0,1,5,PICE,MAR,,0.037
1246311,0,0,1,PINU,STR,,0.867
1246311,0,0,2,PINU,RES,,0.067
1246311,0,0,3,QUER,RUB,,0.067
1246311,0,1,1,PINU,STR,,0.875
1246311,0,1,2,PINU,RES,,0.063
1246311,0,1,3,QUER,RUB,,0.063
1246321,0,0,1,ACER,SAH,,0.542
1246321,0,0,2,ACER,RUB,,0.250
1246321,0,0,3,TSUG,CAN,,0.167
1246321,0,0,4,BETU,ALL,,0.042
1246321,0,1,1,ACER,SAH,,0.520
1246321,0,1,2,ACER,RUB,,0.240
1246321,0,1,3,TSUG,CAN,,0.160
1246321,0,1,4,BETU,ALL,,0.080
1246351,0,0,1,ACER,SAH,,0.929
1246351,0,0,2,PRUN,SER,,0.071
1246351,0,1,1,ACER,SAH,,0.923
1246351,0,1,2,PRUN,SER,,0.077
1246396,0,0,1,ACER,SPP,,0.381
1246396,0,0,2,ULMU,AME,,0.381
1246396,0,0,3,CARY,COR,,0.143
1246396,0,0,4,OSTR,VIR,,0.048
1246396,0,0,5,PRUN,SER,,0.048
1246396,0,1,1,ACER,SPP,,0.484
1246396,0,1,2,ULMU,AME,,0.258
1246396,0,1,3,OSTR,VIR,,0.129
1246396,0,1,4,CARY,COR,,0.097
1246396,0,1,5,PRUN,SER,,0.032
1246401,0,0,1,ABIE,BAL,,0.286
1246401,0,0,2,OSTR,VIR,,0.190
1246401,0,0,3,CARY,COR,,0.143
1246401,0,0,4,CARP,CAR,,0.095
1246401,0,0,5,ULMU,AME,,0.095
1246401,0,0,6,ACER,RUB,,0.048
1246401,0,0,7,ACER,SAH,,0.048
1246401,0,0,8,PICE,GLA,,0.048
1246401,0,0,9,QUER,ALB,,0.048
1246401,0,1,1,ABIE,BAL,,0.316
1246401,0,1,2,OSTR,VIR,,0.211
1246401,0,1,3,CARY,COR,,0.158
1246401,0,1,4,ULMU,AME,,0.105
1246401,0,1,5,ACER,RUB,,0.053
1246401,0,1,6,ACER,SAH,,0.053
1246401,0,1,7,PICE,GLA,,0.053
1246401,0,1,8,QUER,ALB,,0.053
1252421,0,0,1,PINU,CON,,0.754
1252421,0,0,2,ABIE,LAS,,0.123
1252421,0,0,3,PICE,ENG,,0.123
1252466,0,0,1,POPU,TRE,,0.941
1252466,0,0,2,LARI,LAR,,0.059
1252511,0,0,1,POPU,TRE,,1.000
1252516,0,0,1,PICE,GLA,,0.737
1252516,0,0,2,POPU,TRE,,0.263
1252521,0,0,1,POPU,TRE,,1.000
1252671,0,0,1,LARI,LAR,,0.571
1252671,0,0,2,PICE,MAR,,0.429
1252671,0,1,1,PICE,MAR,,0.556
1252671,0,1,2,LARI,LAR,,0.444
1252691,0,0,1,POPU,TRE,,0.442
1252691,0,0,2,ABIE,BAL,,0.256
1252691,0,0,3,PICE,GLA,,0.233
1252691,0,0,4,BETU,PAP,,0.047
1252691,0,0,5,PINU,BAN,,0.023
1252691,0,1,1,ABIE,BAL,,0.463
1252691,0,1,2,POPU,TRE,,0.268
1252691,0,1,3,PICE,GLA,,0.195
1252691,0,1,4,BETU,PAP,,0.049
1252691,0,1,5,PINU,BAN,,0.024
1252701,0,0,1,PICE,MAR,,0.707
1252701,0,0,2,PINU,BAN,,0.293
1252701,0,1,1,PICE,MAR,,0.722
1252701,0,1,2,PINU,BAN,,0.259
1252701,0,1,3,POPU,TRE,,0.019
1252701,0,2,1,PICE,MAR,,0.641
1252701,0,2,2,PINU,BAN,,0.333
1252701,0,2,3,POPU,TRE,,0.026
1252711,0,0,1,POPU,TRE,,1.000
1252711,0,1,1,POPU,TRE,,0.949
1252711,0,1,2,PICE,MAR,,0.038
1252711,0,1,3,PICE,GLA,,0.013
1252721,0,0,1,PICE,MAR,,0.642
1252721,0,0,2,PINU,BAN,,0.321
1252721,0,0,3,POPU,BAL,,0.038
1252721,0,1,1,PICE,MAR,,0.582
1252721,0,1,2,PINU,BAN,,0.264
1252721,0,1,3,POPU,BAL,,0.154
1252761,0,0,1,PICE,MAR,,0.579
1252761,0,0,2,LARI,LAR,,0.421
1252761,0,1,1,PICE,MAR,,0.579
1252761,0,1,2,LARI,LAR,,0.421
1252776,0,0,1,PICE,MAR,,0.667
1252776,0,0,2,LARI,LAR,,0.333
1252776,0,1,1,LARI,LAR,,0.500
1252776,0,1,2,PICE,MAR,,0.500
1253001,0,0,1,BETU,PAP,,0.741
1253001,0,0,2,PINU,BAN,,0.224
1253001,0,0,3,PICE,GLA,,0.017
1253001,0,0,4,POPU,TRE,,0.017
1253001,0,1,1,BETU,PAP,,0.745
1253001,0,1,2,PINU,BAN,,0.149
1253001,0,1,3,PICE,MAR,,0.064
1253001,0,1,4,PICE,GLA,,0.021
1253001,0,1,5,POPU,TRE,,0.021
1253016,0,0,1,PICE,GLA,,0.567
1253016,0,0,2,THUJ,OCC,,0.367
1253016,0,0,3,ABIE,BAL,,0.033
1253016,0,0,4,PICE,MAR,,0.033
1253016,0,1,1,PICE,GLA,,0.581
1253016,0,1,2,THUJ,OCC,,0.355
1253016,0,1,3,ABIE,BAL,,0.032
1253016,0,1,4,PICE,MAR,,0.032
1253036,0,0,1,PICE,MAR,,0.984
1253036,0,0,2,BETU,PAP,,0.016
1253036,0,1,1,PICE,MAR,,0.983
1253036,0,1,2,BETU,PAP,,0.017
1253041,0,0,1,BETU,PAP,,0.600
1253041,0,0,2,PICE,MAR,,0.250
1253041,0,0,3,PICE,GLA,,0.100
1253041,0,0,4,ABIE,BAL,,0.050
1253041,0,1,1,BETU,PAP,,0.565
1253041,0,1,2,ABIE,BAL,,0.217
1253041,0,1,3,PICE,MAR,,0.130
1253041,0,1,4,PICE,GLA,,0.087
1253061,0,0,1,BETU,PAP,,0.556
1253061,0,0,2,ABIE,BAL,,0.222
1253061,0,0,3,PICE,MAR,,0.167
1253061,0,0,4,PICE,GLA,,0.056
1253061,0,1,1,ABIE,BAL,,0.552
1253061,0,1,2,BETU,PAP,,0.276
1253061,0,1,3,PICE,MAR,,0.138
1253061,0,1,4,PICE,GLA,,0.034
1253126,0,0,1,PICE,MAR,,1.000
1253126,0,1,1,PICE,MAR,,0.944
1253126,0,1,2,LARI,LAR,,0.056
1253156,0,0,1,PICE,MAR,,0.737
1253156,0,0,2,ACER,RUB,,0.105
1253156,0,0,3,PINU,STR,,0.079
1253156,0,0,4,ABIE,BAL,,0.053
1253156,0,0,5,BETU,PAP,,0.026
1253156,0,1,1,PICE,MAR,,0.674
1253156,0,1,2,ABIE,BAL,,0.152
1253156,0,1,3,ACER,RUB,,0.087
1253156,0,1,4,PINU,STR,,0.065
1253156,0,1,5,BETU,PAP,,0.022
1253271,0,0,1,THUJ,OCC,,0.826
1253271,0,0,2,MALU,SPP,,0.130
1253271,0,0,3,ULMU,AME,,0.043
1253271,0,1,1,THUJ,OCC,,0.885
1253271,0,1,2,MALU,SPP,,0.115
1259261,0,0,1,PINU,CON,LAT,0.609
1259261,0,0,2,PICE,MAR,,0.174
1259261,0,0,3,POPU,TRE,,0.130
1259261,0,0,4,PICE,GLA,,0.087
1259261,0,1,1,PICE,MAR,,0.308
1259261,0,1,2,PINU,CON,LAT,0.231
1259261,0,1,3,POPU,TRE,,0.231
1259261,0,1,4,PICE,GLA,,0.154
1259261,0,1,5,ABIE,LAS,,0.077
1259296,0,0,1,ABIE,LAS,,1.000
1259296,0,1,1,ABIE,LAS,,1.000
1259336,0,0,1,POPU,TRE,,0.913
1259336,0,0,2,BETU,NEO,,0.043
1259336,0,0,3,POPU,BAL,,0.043
1259476,0,0,1,POPU,TRE,,1.000
1259476,1,0,1,BETU,PAP,,0.500
1259476,1,0,2,POPU,TRE,,0.500
1259646,0,0,1,PICE,MAR,,0.800
1259646,0,0,2,LARI,LAR,,0.200
1259646,0,1,1,PICE,MAR,,0.727
1259646,0,1,2,LARI,LAR,,0.273
1259661,0,0,1,PICE,MAR,,1.000
1259661,0,1,1,PICE,MAR,,1.000
1259661,0,2,1,PICE,MAR,,1.000
1259711,0,0,1,LARI,LAR,,1.000
1259711,0,1,1,LARI,LAR,,0.833
1259711,0,1,2,PICE,MAR,,0.167
1259731,0,0,1,PICE,MAR,,0.614
1259731,0,0,2,PINU,BAN,,0.386
1259731,0,1,1,PICE,MAR,,0.655
1259731,0,1,2,PINU,BAN,,0.345
1259736,0,1,1,LARI,LAR,,1.000
1259806,0,0,1,PICE,MAR,,0.903
1259806,0,0,2,LARI,LAR,,0.054
1259806,0,0,3,PINU,BAN,,0.032
1259806,0,0,4,POPU,TRE,,0.011
1259806,0,1,1,PICE,MAR,,0.921
1259806,0,1,2,LARI,LAR,,0.056
1259806,0,1,3,PINU,BAN,,0.011
1259806,0,1,4,POPU,TRE,,0.011
1259806,0,2,1,PICE,MAR,,0.913
1259806,0,2,2,LARI,LAR,,0.063
1259806,0,2,3,PINU,BAN,,0.013
1259806,0,2,4,POPU,TRE,,0.013
1259821,0,0,1,PINU,BAN,,0.900
1259821,0,0,2,PICE,MAR,,0.100
1259821,0,1,1,PINU,BAN,,0.846
1259821,0,1,2,PICE,MAR,,0.154
1259846,0,0,1,PICE,MAR,,0.476
1259846,0,0,2,ABIE,BAL,,0.286
1259846,0,0,3,BETU,PAP,,0.238
1259846,0,1,1,PICE,MAR,,0.429
1259846,0,1,2,ABIE,BAL,,0.286
1259846,0,1,3,BETU,PAP,,0.286
1259911,0,0,1,PICE,MAR,,1.000
1259911,0,1,1,PICE,MAR,,1.000
1259916,0,0,1,PICE,MAR,,0.778
1259916,0,0,2,BETU,PAP,,0.222
1259916,0,1,1,PICE,MAR,,0.706
1259916,0,1,2,BETU,PAP,,0.294
1259926,0,0,1,BETU,PAP,,0.727
1259926,0,0,2,PICE,GLA,,0.182
1259926,0,0,3,ABIE,BAL,,0.091
1259926,0,1,1,ABIE,BAL,,0.455
1259926,0,1,2,BETU,PAP,,0.364
1259926,0,1,3,PICE,GLA,,0.091
1259926,0,1,4,PICE,MAR,,0.091
1259951,0,0,1,PINU,BAN,,0.889
1259951,0,0,2,PICE,MAR,,0.089
1259951,0,0,3,ABIE,BAL,,0.022
1259951,0,1,1,PINU,BAN,,0.850
1259951,0,1,2,PICE,MAR,,0.125
1259951,0,1,3,ABIE,BAL,,0.025
1259961,0,0,1,BETU,PAP,,0.462
1259961,0,0,2,ABIE,BAL,,0.308
1259961,0,0,3,PICE,MAR,,0.231
1259961,0,1,1,BETU,PAP,,0.400
1259961,0,1,2,ABIE,BAL,,0.360
1259961,0,1,3,PICE,MAR,,0.240
1260036,0,0,1,PINU,BAN,,0.899
1260036,0,0,2,PICE,MAR,,0.101
1260036,0,1,1,PINU,BAN,,0.770
1260036,0,1,2,PICE,MAR,,0.230
1260136,0,0,1,ACER,RUB,,0.355
1260136,0,0,2,QUER,ALB,,0.194
1260136,0,0,3,TSUG,CAN,,0.194
1260136,0,0,4,QUER,RUB,,0.129
1260136,0,0,5,PINU,STR,,0.097
1260136,0,0,6,THUJ,OCC,,0.032
1260141,0,0,1,BETU,ALL,,0.471
1260141,0,0,2,FRAX,AME,,0.176
1260141,0,0,3,ACER,SAH,,0.118
1260141,0,0,4,TSUG,CAN,,0.118
1260141,0,0,5,THUJ,OCC,,0.059
1260141,0,0,6,TILI,AME,,0.059
1260141,0,1,1,BETU,ALL,,0.421
1260141,0,1,2,FRAX,AME,,0.158
1260141,0,1,3,TILI,AME,,0.158
1260141,0,1,4,ACER,SAH,,0.105
1260141,0,1,5,TSUG,CAN,,0.105
1260141,0,1,6,THUJ,OCC,,0.053
1260156,0,0,1,ACER,SAC,,0.318
1260156,0,0,2,FRAX,NIG,,0.273
1260156,0,0,3,CARY,OVA,,0.227
1260156,0,0,4,ACER,RUB,,0.136
1260156,0,0,5,QUER,MAC,,0.045
1260161,0,0,1,ULMU,AME,,0.625
1260161,0,0,2,QUER,MAC,,0.250
1260161,0,0,3,PRUN,SER,,0.125
1260161,0,1,1,QUER,MAC,,0.400
1260161,0,1,2,ULMU,AME,,0.400
1260161,0,1,3,PRUN,SER,,0.200
1266111,0,0,1,ABIE,LAS,,0.528
1266111,0,0,2,PICE,SPP,,0.472
1266111,0,1,1,PICE,ENG,GLA,0.667
1266111,0,1,2,ABIE,LAS,,0.333
1266166,0,0,1,PICE,ENG,GLA,0.789
1266166,0,0,2,PINU,CON,LAT,0.105
1266166,0,0,3,ABIE,LAS,,0.053
1266166,0,0,4,POPU,TRE,,0.053
1266186,0,0,1,PICE,GLA,,1.000
1266196,0,0,1,PINU,CON,LAT,0.450
1266196,0,0,2,PICE,MAR,,0.350
1266196,0,0,3,POPU,BAL,,0.150
1266196,0,0,4,PICE,ENG,GLA,0.050
1266221,0,0,1,POPU,BAL,,1.000
1266251,0,0,1,POPU,TRE,,1.000
1266286,0,0,1,BETU,PAP,,0.455
1266286,0,0,2,PICE,GLA,,0.455
1266286,0,0,3,POPU,BAL,,0.091
1266321,0,0,1,POPU,TRE,,0.905
1266321,0,0,2,BETU,PAP,,0.048
1266321,0,0,3,PINU,BAN,,0.048
1266321,1,0,1,PICE,GLA,,0.840
1266321,1,0,2,LARI,LAR,,0.080
1266321,1,0,3,BETU,PAP,,0.040
1266321,1,0,4,POPU,TRE,,0.040
1266326,0,0,1,POPU,BAL,,0.500
1266326,0,0,2,ABIE,BAL,,0.167
1266326,0,0,3,PICE,GLA,,0.167
1266326,0,0,4,BETU,PAP,,0.083
1266326,0,0,5,POPU,TRE,,0.083
1266391,0,0,1,POPU,TRE,,0.606
1266391,0,0,2,POPU,BAL,,0.212
1266391,0,0,3,PICE,GLA,,0.152
1266391,0,0,4,PICE,MAR,,0.030
1266391,0,1,1,POPU,TRE,,0.625
1266391,0,1,2,PICE,GLA,,0.188
1266391,0,1,3,POPU,BAL,,0.156
1266391,0,1,4,PICE,MAR,,0.031
1266411,0,1,1,BETU,PAP,,0.600
1266411,0,1,2,POPU,TRE,,0.400
1266441,0,0,1,PICE,MAR,,0.967
1266441,0,0,2,PINU,BAN,,0.033
1266441,0,1,1,PICE,MAR,,0.974
1266441,0,1,2,PINU,BAN,,0.026
1266451,0,0,1,PICE,MAR,,0.970
1266451,0,0,2,PINU,BAN,,0.030
1266451,0,1,1,PICE,MAR,,0.971
1266451,0,1,2,PINU,BAN,,0.029
1266461,0,0,1,PINU,BAN,,0.929
1266461,0,0,2,PICE,MAR,,0.071
1266461,0,1,1,PINU,BAN,,0.929
1266461,0,1,2,PICE,MAR,,0.071
1266471,0,0,1,PICE,MAR,,0.591
1266471,0,0,2,PINU,BAN,,0.409
1266471,0,1,1,PICE,MAR,,0.737
1266471,0,1,2,PINU,BAN,,0.263
1266471,0,2,1,PICE,MAR,,0.895
1266471,0,2,2,PINU,BAN,,0.105
1266481,0,0,1,ABIE,BAL,,0.429
1266481,0,0,2,PICE,GLA,,0.314
1266481,0,0,3,POPU,TRE,,0.200
1266481,0,0,4,POPU,BAL,,0.057
1266481,0,1,1,ABIE,BAL,,0.472
1266481,0,1,2,PICE,GLA,,0.278
1266481,0,1,3,POPU,TRE,,0.194
1266481,0,1,4,POPU,BAL,,0.056
1266501,0,0,1,POPU,BAL,,0.500
1266501,0,0,2,BETU,PAP,,0.250
1266501,0,0,3,POPU,TRE,,0.250
1266511,0,0,1,PICE,MAR,,0.775
1266511,0,0,2,BETU,PAP,,0.175
1266511,0,0,3,POPU,TRE,,0.050
1266511,0,1,1,PICE,MAR,,0.694
1266511,0,1,2,ABIE,BAL,,0.139
1266511,0,1,3,BETU,PAP,,0.111
1266511,0,1,4,POPU,TRE,,0.056
1266546,0,0,1,PICE,MAR,,0.968
1266546,0,0,2,LARI,LAR,,0.032
1266546,0,1,1,PICE,MAR,,0.968
1266546,0,1,2,LARI,LAR,,0.032
1266546,0,2,1,PICE,MAR,,0.969
1266546,0,2,2,LARI,LAR,,0.031
1266836,0,0,1,BETU,PAP,,0.667
1266836,0,0,2,ABIE,BAL,,0.222
1266836,0,0,3,PICE,GLA,,0.111
1266836,0,1,1,PRUN,PEN,,0.512
1266836,0,1,2,ABIE,BAL,,0.171
1266836,0,1,3,BETU,PAP,,0.171
1266836,0,1,4,SORB,AME,,0.122
1266836,0,1,5,PICE,GLA,,0.024
1266861,0,0,1,ACER,SAH,,0.543
1266861,0,0,2,BETU,ALL,,0.200
1266861,0,0,3,ABIE,BAL,,0.171
1266861,0,0,4,PICE,GLA,,0.086
1266861,0,1,1,ACER,SAH,,0.500
1266861,0,1,2,ABIE,BAL,,0.211
1266861,0,1,3,BETU,ALL,,0.184
1266861,0,1,4,PICE,GLA,,0.105
1266866,0,0,1,BETU,ALL,,0.500
1266866,0,0,2,BETU,PAP,,0.500
1266866,0,1,1,BETU,ALL,,0.429
1266866,0,1,2,BETU,PAP,,0.429
1266866,0,1,3,PICE,GLA,,0.143
1266896,0,0,1,BETU,PAP,,0.348
1266896,0,0,2,ACER,RUB,,0.217
1266896,0,0,3,POPU,TRE,,0.174
1266896,0,0,4,PINU,BAN,,0.152
1266896,0,0,5,PINU,RES,,0.043
1266896,0,0,6,PICE,MAR,,0.022
1266896,0,0,7,PINU,STR,,0.022
1266896,0,0,8,THUJ,OCC,,0.022
1266896,0,1,1,BETU,PAP,,0.417
1266896,0,1,2,ACER,RUB,,0.229
1266896,0,1,3,PINU,BAN,,0.125
1266896,0,1,4,POPU,TRE,,0.125
1266896,0,1,5,ABIE,BAL,,0.021
1266896,0,1,6,PICE,MAR,,0.021
1266896,0,1,7,PINU,RES,,0.021
1266896,0,1,8,PINU,STR,,0.021
1266896,0,1,9,THUJ,OCC,,0.021
1266916,0,0,1,BETU,PAP,,0.417
1266916,0,0,2,PICE,GLA,,0.229
1266916,0,0,3,ABIE,BAL,,0.104
1266916,0,0,4,ACER,RUB,,0.083
1266916,0,0,5,PICE,MAR,,0.063
1266916,0,0,6,PINU,STR,,0.042
1266916,0,0,7,POPU,GRA,,0.042
1266916,0,0,8,POPU,TRE,,0.021
1266916,0,1,1,BETU,PAP,,0.444
1266916,0,1,2,PICE,GLA,,0.244
1266916,0,1,3,ACER,RUB,,0.067
1266916,0,1,4,PICE,MAR,,0.067
1266916,0,1,5,POPU,GRA,,0.067
1266916,0,1,6,ABIE,BAL,,0.044
1266916,0,1,7,PINU,STR,,0.044
1266916,0,1,8,POPU,TRE,,0.022
1266916,0,2,1,BETU,PAP,,0.436
1266916,0,2,2,PICE,GLA,,0.256
1266916,0,2,3,ACER,RUB,,0.077
1266916,0,2,4,PICE,MAR,,0.077
1266916,0,2,5,ABIE,BAL,,0.051
1266916,0,2,6,PINU,STR,,0.051
1266916,0,2,7,POPU,GRA,,0.051
1266941,0,0,1,ACER,RUB,,0.667
1266941,0,0,2,ACER,PEN,,0.238
1266941,0,0,3,ACER,SAH,,0.048
1266941,0,0,4,TSUG,CAN,,0.048
1266941,0,1,1,ACER,RUB,,0.652
1266941,0,1,2,ACER,PEN,,0.348
1267031,0,0,1,PINU,STR,,0.689
1267031,0,0,2,BETU,PAP,,0.164
1267031,0,0,3,POPU,TRE,,0.066
1267031,0,0,4,QUER,RUB,,0.049
1267031,0,0,5,ACER,SAH,,0.033
1267031,0,1,1,PINU,STR,,0.662
1267031,0,1,2,BETU,PAP,,0.149
1267031,0,1,3,POPU,TRE,,0.068
1267031,0,1,4,ACER,SAH,,0.041
1267031,0,1,5,QUER,RUB,,0.041
1267031,0,1,6,MALU,SPP,,0.014
1267031,0,1,7,PRUN,PEN,,0.014
1267031,0,1,8,TILI,AME,,0.014
1272951,0,0,1,TSUG,HET,,0.917
1272951,0,0,2,TSUG,MER,,0.083
1273001,0,0,1,PICE,SPP,,0.550
1273001,0,0,2,ABIE,LAS,,0.400
1273001,0,0,3,PINU,CON,,0.050
1273001,0,1,1,PICE,ENG,GLA,0.550
1273001,0,1,2,ABIE,LAS,,0.400
1273001,0,1,3,PINU,CON,LAT,0.050
1273031,0,0,1,PICE,ENG,GLA,0.514
1273031,0,0,2,PINU,CON,LAT,0.324
1273031,0,0,3,ABIE,LAS,,0.162
1273031,0,1,1,PICE,ENG,GLA,0.528
1273031,0,1,2,ABIE,LAS,,0.306
1273031,0,1,3,PINU,CON,,0.167
1273136,0,0,1,POPU,TRE,,1.000
1273421,0,0,1,POPU,TRE,,0.833
1273421,0,0,2,PICE,GLA,,0.083
1273421,0,0,3,BETU,PAP,PAP,0.056
1273421,0,0,4,LARI,LAR,,0.028
1273421,0,1,1,POPU,TRE,,0.714
1273421,0,1,2,PICE,GLA,,0.114
1273421,0,1,3,BETU,PAP,,0.086
1273421,0,1,4,PICE,MAR,,0.057
1273421,0,1,5,LARI,LAR,,0.029
1273421,0,2,1,POPU,TRE,,0.647
1273421,0,2,2,PICE,GLA,,0.118
1273421,0,2,3,PICE,MAR,,0.118
1273421,0,2,4,BETU,PAP,,0.088
1273421,0,2,5,LARI,LAR,,0.029
1273451,0,0,1,PINU,BAN,,0.750
1273451,0,0,2,PICE,MAR,,0.250
1273451,0,1,1,PINU,BAN,,0.722
1273451,0,1,2,PICE,MAR,,0.278
1273466,0,0,1,LARI,LAR,,0.556
1273466,0,0,2,PICE,MAR,,0.444
1273466,0,1,1,PICE,MAR,,0.545
1273466,0,1,2,LARI,LAR,,0.455
1273531,0,0,1,PICE,MAR,,0.818
1273531,0,0,2,PINU,BAN,,0.182
1273531,0,1,1,PICE,MAR,,0.894
1273531,0,1,2,PINU,BAN,,0.106
1273591,0,0,1,THUJ,OCC,,0.321
1273591,0,0,2,ABIE,BAL,,0.250
1273591,0,0,3,BETU,PAP,,0.214
1273591,0,0,4,PICE,MAR,,0.179
1273591,0,0,5,POPU,TRE,,0.036
1273591,0,1,1,THUJ,OCC,,0.300
1273591,0,1,2,ABIE,BAL,,0.267
1273591,0,1,3,BETU,PAP,,0.200
1273591,0,1,4,PICE,MAR,,0.167
1273591,0,1,5,FRAX,NIG,,0.033
1273591,0,1,6,POPU,TRE,,0.033
1273641,0,0,1,PICE,MAR,,1.000
1273641,0,1,1,PICE,MAR,,0.938
1273641,0,1,2,LARI,LAR,,0.063
1273676,0,0,1,PICE,MAR,,0.950
1273676,0,0,2,LARI,LAR,,0.050
1273676,0,1,1,PICE,MAR,,0.952
1273676,0,1,2,LARI,LAR,,0.048
1273751,0,0,1,ABIE,BAL,,0.438
1273751,0,0,2,THUJ,OCC,,0.219
1273751,0,0,3,PICE,MAR,,0.188
1273751,0,0,4,BETU,PAP,,0.156
1273751,0,1,1,ABIE,BAL,,0.333
1273751,0,1,2,THUJ,OCC,,0.333
1273751,0,1,3,PICE,MAR,,0.179
1273751,0,1,4,BETU,PAP,,0.154
1273781,0,0,1,POPU,TRE,,0.382
1273781,0,0,2,ACER,RUB,,0.206
1273781,0,0,3,BETU,PAP,,0.206
1273781,0,0,4,PICE,MAR,,0.088
1273781,0,0,5,ABIE,BAL,,0.059
1273781,0,0,6,PINU,BAN,,0.059
1273781,0,1,1,POPU,TRE,,0.353
1273781,0,1,2,ACER,RUB,,0.265
1273781,0,1,3,ABIE,BAL,,0.176
1273781,0,1,4,PICE,MAR,,0.088
1273781,0,1,5,BETU,PAP,,0.059
1273781,0,1,6,PINU,BAN,,0.059
1273876,0,0,1,THUJ,OCC,,0.431
1273876,0,0,2,FRAX,NIG,,0.310
1273876,0,0,3,ABIE,BAL,,0.103
1273876,0,0,4,BETU,PAP,,0.103
1273876,0,0,5,ULMU,AME,,0.034
1273876,0,0,6,ACER,RUB,,0.017
1273911,0,0,1,THUJ,OCC,,1.000
1273911,0,1,1,THUJ,OCC,,1.000
1279861,0,0,1,TSUG,HET,,0.536
1279861,0,0,2,THUJ,PLI,,0.429
1279861,0,0,3,POPU,TRI,,0.036
1279861,0,1,1,TSUG,HET,,0.520
1279861,0,1,2,THUJ,PLI,,0.440
1279861,0,1,3,POPU,TRI,,0.040
1279876,0,0,1,ABIE,LAS,,1.000
1279876,0,1,1,ABIE,LAS,,1.000
1279961,0,0,1,PINU,CON,,0.875
1279961,0,0,2,PICE,SPP,,0.083
1279961,0,0,3,ABIE,LAS,,0.042
1279961,0,1,1,ABIE,LAS,,0.400
1279961,0,1,2,PICE,ENG,,0.400
1279961,0,1,3,PINU,CON,,0.200
1279966,0,0,1,PINU,CON,LAT,0.637
1279966,0,0,2,PICE,ENG,GLA,0.220
1279966,0,0,3,PICE,MAR,,0.099
1279966,0,0,4,ABIE,LAS,,0.033
1279966,0,0,5,POPU,TRE,,0.011
1279966,0,1,1,PINU,CON,,0.526
1279966,0,1,2,PICE,ENG,,0.276
