nfi_plot,loc_id,meas_num,species_num,genus,species,variety,species_ltrel
1279966,0,1,3,PICE,MAR,,0.118
1279966,0,1,4,ABIE,LAS,,0.039
1279966,0,1,5,PICE,ENG,GLA,0.013
1279966,0,1,6,PINU,CON,LAT,0.013
1279966,0,1,7,POPU,TRE,,0.013
1280161,0,0,1,PICE,GLA,,0.516
1280161,0,0,2,PICE,MAR,,0.419
1280161,0,0,3,LARI,LAR,,0.065
1280161,0,1,1,PICE,GLA,,0.600
1280161,0,1,2,PICE,MAR,,0.273
1280161,0,1,3,LARI,LAR,,0.109
1280161,0,1,4,POPU,BAL,,0.018
1280171,0,0,1,POPU,TRE,,0.545
1280171,0,0,2,PICE,GLA,,0.364
1280171,0,0,3,BETU,PAP,,0.091
1280181,0,1,1,PICE,MAR,,1.000
1280191,0,0,1,POPU,TRE,,0.846
1280191,0,0,2,PICE,MAR,,0.077
1280191,0,0,3,POPU,BAL,,0.077
1280191,0,1,1,POPU,TRE,,0.727
1280191,0,1,2,PICE,MAR,,0.136
1280191,0,1,3,BETU,PAP,,0.091
1280191,0,1,4,POPU,BAL,,0.045
1280201,0,0,1,POPU,BAL,,0.765
1280201,0,0,2,POPU,TRE,,0.235
1280201,0,1,1,POPU,BAL,,0.667
1280201,0,1,2,POPU,TRE,,0.333
1280211,0,0,1,POPU,TRE,,0.848
1280211,0,0,2,PICE,GLA,,0.152
1280211,0,1,1,POPU,TRE,,0.700
1280211,0,1,2,PICE,GLA,,0.300
1280241,0,0,1,POPU,TRE,,1.000
1280241,0,1,1,POPU,TRE,,1.000
1280261,0,0,1,POPU,BAL,,0.500
1280261,0,0,2,POPU,TRE,,0.250
1280261,0,0,3,SALI,SPP,,0.250
1280271,0,0,1,PICE,MAR,,0.478
1280271,0,0,2,PINU,BAN,,0.435
1280271,0,0,3,LARI,LAR,,0.087
1280271,0,1,1,PINU,BAN,,0.500
1280271,0,1,2,PICE,MAR,,0.400
1280271,0,1,3,LARI,LAR,,0.100
1280296,0,0,1,PICE,MAR,,0.979
1280296,0,0,2,PINU,BAN,,0.021
1280296,0,1,1,PICE,MAR,,0.978
1280296,0,1,2,PINU,BAN,,0.022
1280296,0,2,1,PICE,MAR,,0.989
1280296,0,2,2,PINU,BAN,,0.011
1280371,0,0,1,POPU,TRE,,1.000
1280371,0,1,1,POPU,TRE,,1.000
1280416,0,0,1,PINU,BAN,,0.774
1280416,0,0,2,PICE,MAR,,0.210
1280416,0,0,3,BETU,PAP,,0.016
1280416,0,1,1,PINU,BAN,,0.730
1280416,0,1,2,PICE,MAR,,0.254
1280416,0,1,3,BETU,PAP,,0.016
1280436,0,0,1,BETU,PAP,,0.714
1280436,0,0,2,PICE,MAR,,0.143
1280436,0,0,3,PINU,BAN,,0.143
1280436,0,1,1,BETU,PAP,,0.810
1280436,0,1,2,PICE,MAR,,0.143
1280436,0,1,3,PINU,BAN,,0.048
1280451,0,0,1,POPU,TRE,,0.545
1280451,0,0,2,PICE,MAR,,0.273
1280451,0,0,3,ABIE,BAL,,0.091
1280451,0,0,4,PICE,GLA,,0.091
1280451,0,1,1,POPU,TRE,,0.400
1280451,0,1,2,ABIE,BAL,,0.200
1280451,0,1,3,PICE,GLA,,0.200
1280451,0,1,4,PICE,MAR,,0.200
1280486,0,0,1,PICE,MAR,,0.722
1280486,0,0,2,BETU,PAP,,0.222
1280486,0,0,3,POPU,TRE,,0.056
1280486,0,1,1,PICE,MAR,,0.706
1280486,0,1,2,BETU,PAP,,0.235
1280486,0,1,3,POPU,TRE,,0.059
1280486,0,2,1,PICE,MAR,,0.625
1280486,0,2,2,BETU,PAP,,0.313
1280486,0,2,3,ABIE,BAL,,0.063
1280536,0,0,1,ABIE,BAL,,0.677
1280536,0,0,2,BETU,PAP,,0.323
1280536,0,1,1,ABIE,BAL,,0.575
1280536,0,1,2,BETU,PAP,,0.425
1280641,0,0,1,ACER,SAH,,0.947
1280641,0,0,2,OSTR,VIR,,0.053
1280641,0,1,1,ACER,SAH,,0.789
1280641,0,1,2,BETU,ALL,,0.105
1280641,0,1,3,OSTR,VIR,,0.053
1280641,0,1,4,PICE,GLA,,0.053
1280656,0,0,1,ABIE,BAL,,0.444
1280656,0,0,2,PINU,STR,,0.185
1280656,0,0,3,THUJ,OCC,,0.148
1280656,0,0,4,ACER,RUB,,0.111
1280656,0,0,5,BETU,ALL,,0.074
1280656,0,0,6,ACER,SAH,,0.037
1280656,0,1,1,ABIE,BAL,,0.333
1280656,0,1,2,PINU,STR,,0.208
1280656,0,1,3,THUJ,OCC,,0.167
1280656,0,1,4,ACER,RUB,,0.125
1280656,0,1,5,BETU,ALL,,0.083
1280656,0,1,6,ACER,PEN,,0.042
1280656,0,1,7,ACER,SAH,,0.042
1280661,0,0,1,ABIE,BAL,,0.525
1280661,0,0,2,BETU,PAP,,0.246
1280661,0,0,3,PICE,GLA,,0.131
1280661,0,0,4,PICE,MAR,,0.049
1280661,0,0,5,THUJ,OCC,,0.033
1280661,0,0,6,PINU,STR,,0.016
1280661,0,1,1,ABIE,BAL,,0.517
1280661,0,1,2,BETU,PAP,,0.241
1280661,0,1,3,PICE,GLA,,0.121
1280661,0,1,4,PICE,MAR,,0.069
1280661,0,1,5,THUJ,OCC,,0.034
1280661,0,1,6,PINU,STR,,0.017
1286741,0,0,1,TSUG,HET,,0.509
1286741,0,0,2,ABIE,LAS,,0.226
1286741,0,0,3,PINU,CON,,0.151
1286741,0,0,4,THUJ,PLI,,0.094
1286741,0,0,5,POPU,BAL,,0.019
1286741,0,1,1,THUJ,PLI,,0.455
1286741,0,1,2,ABIE,LAS,,0.182
1286741,0,1,3,PINU,CON,,0.182
1286741,0,1,4,TSUG,HET,,0.182
1286771,0,1,1,PICE,ENG,GLA,0.933
1286771,0,1,2,PINU,CON,,0.067
1286856,0,0,1,PINU,CON,LAT,0.506
1286856,0,0,2,PICE,MAR,,0.494
1286891,0,0,1,PICE,MAR,,0.875
1286891,0,0,2,LARI,LAR,,0.125
1286916,0,0,1,POPU,TRE,,0.478
1286916,0,0,2,PICE,MAR,,0.269
1286916,0,0,3,PICE,GLA,,0.104
1286916,0,0,4,PINU,BAN,,0.090
1286916,0,0,5,POPU,BAL,,0.045
1286916,0,0,6,BETU,PAP,,0.015
1286996,0,0,1,POPU,TRE,,0.700
1286996,0,0,2,POPU,BAL,,0.200
1286996,0,0,3,PICE,GLA,,0.067
1286996,0,0,4,BETU,PAP,,0.033
1287001,0,0,1,POPU,TRE,,1.000
1287181,0,0,1,POPU,BAL,,0.444
1287181,0,0,2,PICE,MAR,,0.259
1287181,0,0,3,PICE,GLA,,0.185
1287181,0,0,4,BETU,PAP,PAP,0.074
1287181,0,0,5,PINU,BAN,,0.037
1287181,0,1,1,PICE,MAR,,0.333
1287181,0,1,2,POPU,BAL,,0.286
1287181,0,1,3,PICE,GLA,,0.238
1287181,0,1,4,BETU,PAP,,0.095
1287181,0,1,5,PINU,BAN,,0.048
1287181,0,2,1,PICE,MAR,,0.368
1287181,0,2,2,PICE,GLA,,0.316
1287181,0,2,3,POPU,BAL,,0.158
1287181,0,2,4,BETU,PAP,,0.105
1287181,0,2,5,PINU,BAN,,0.053
1287251,0,0,1,PICE,MAR,,0.875
1287251,0,0,2,ABIE,BAL,,0.125
1287251,0,1,1,PICE,MAR,,0.444
1287251,0,1,2,ABIE,BAL,,0.296
1287251,0,1,3,BETU,PAP,,0.259
1287256,0,0,1,ABIE,BAL,,0.804
1287256,0,0,2,PICE,MAR,,0.087
1287256,0,0,3,PICE,GLA,,0.065
1287256,0,0,4,BETU,PAP,PAP,0.043
1287256,0,1,1,ABIE,BAL,,0.865
1287256,0,1,2,PICE,MAR,,0.058
1287256,0,1,3,BETU,PAP,,0.038
1287256,0,1,4,PICE,GLA,,0.038
1287286,0,0,1,PICE,MAR,,0.667
1287286,0,0,2,PINU,BAN,,0.333
1287286,0,1,1,PICE,MAR,,0.732
1287286,0,1,2,PINU,BAN,,0.268
1287361,0,0,1,PICE,MAR,,1.000
1287361,0,1,1,PICE,MAR,,1.000
1287361,0,2,1,PICE,MAR,,1.000
1287376,0,0,1,PINU,BAN,,1.000
1287376,0,1,1,PINU,BAN,,0.982
1287376,0,1,2,PICE,MAR,,0.018
1287651,0,0,1,FRAX,NIG,,0.727
1287651,0,0,2,BETU,PAP,,0.073
1287651,0,0,3,PICE,GLA,,0.055
1287651,0,0,4,THUJ,OCC,,0.055
1287651,0,0,5,ULMU,AME,,0.055
1287651,0,0,6,ABIE,BAL,,0.036
1287651,0,1,1,FRAX,NIG,,0.714
1287651,0,1,2,ULMU,AME,,0.107
1287651,0,1,3,THUJ,OCC,,0.071
1287651,0,1,4,BETU,PAP,,0.054
1287651,0,1,5,PICE,GLA,,0.036
1287651,0,1,6,ABIE,BAL,,0.018
1293651,0,1,1,PINU,CON,,1.000
1293661,0,0,1,ABIE,LAS,,0.464
1293661,0,0,2,POPU,TRE,,0.393
1293661,0,0,3,PICE,ENG,GLA,0.143
1293661,0,1,1,ABIE,LAS,,0.435
1293661,0,1,2,POPU,TRE,,0.391
1293661,0,1,3,PICE,ENG,GLA,0.174
1293686,0,0,1,ABIE,LAS,,0.750
1293686,0,0,2,PICE,ENG,,0.214
1293686,0,0,3,PINU,CON,LAT,0.036
1293686,0,1,1,ABIE,LAS,,0.758
1293686,0,1,2,PICE,ENG,,0.212
1293686,0,1,3,PINU,CON,LAT,0.030
1293691,0,0,1,ABIE,LAS,,1.000
1293691,0,1,1,ABIE,LAS,,1.000
1293696,0,0,1,PICE,ENG,GLA,0.578
1293696,0,0,2,ABIE,LAS,,0.244
1293696,0,0,3,PINU,CON,,0.089
1293696,0,0,4,POPU,TRE,,0.089
1293696,0,1,1,PICE,ENG,GLA,0.500
1293696,0,1,2,ABIE,LAS,,0.409
1293696,0,1,3,POPU,TRE,,0.091
1293776,0,0,1,PICE,MAR,,0.695
1293776,0,0,2,LARI,LAR,,0.305
1293921,0,0,1,POPU,TRE,,0.500
1293921,0,0,2,PINU,BAN,,0.464
1293921,0,0,3,PICE,MAR,,0.036
1293921,0,1,1,POPU,TRE,,0.500
1293921,0,1,2,PINU,BAN,,0.464
1293921,0,1,3,PICE,MAR,,0.036
1293931,0,0,1,PICE,MAR,,0.465
1293931,0,0,2,PICE,GLA,,0.423
1293931,0,0,3,PINU,BAN,,0.113
1293931,0,1,1,PICE,GLA,,0.480
1293931,0,1,2,PICE,MAR,,0.467
1293931,0,1,3,PINU,BAN,,0.053
1294021,0,0,1,PICE,MAR,,0.750
1294021,0,0,2,LARI,LAR,,0.250
1294021,0,1,1,PICE,MAR,,0.750
1294021,0,1,2,LARI,LAR,,0.250
1294041,0,0,1,POPU,BAL,,0.500
1294041,0,0,2,POPU,TRE,,0.500
1294041,0,1,1,PICE,GLA,,0.800
1294041,0,1,2,POPU,TRE,,0.200
1294051,0,0,1,POPU,BAL,,1.000
1294051,0,1,1,POPU,BAL,,0.844
1294051,0,1,2,PICE,MAR,,0.133
1294051,0,1,3,PICE,SPP,,0.022
1294076,0,0,1,PINU,BAN,,0.750
1294076,0,0,2,LARI,LAR,,0.250
1294076,0,1,1,PINU,BAN,,0.778
1294076,0,1,2,LARI,LAR,,0.222
1294076,0,2,1,LARI,LAR,,0.467
1294076,0,2,2,PINU,BAN,,0.467
1294076,0,2,3,PICE,MAR,,0.067
1294121,0,1,1,POPU,BAL,,0.867
1294121,0,1,2,POPU,TRE,,0.133
1294161,0,0,1,PINU,BAN,,0.898
1294161,0,0,2,PICE,MAR,,0.051
1294161,0,0,3,LARI,LAR,,0.025
1294161,0,0,4,POPU,TRE,,0.025
1294161,0,1,1,PINU,BAN,,0.857
1294161,0,1,2,PICE,MAR,,0.082
1294161,0,1,3,LARI,LAR,,0.041
1294161,0,1,4,POPU,TRE,,0.020
1294166,0,0,1,PINU,BAN,,1.000
1294166,0,1,1,PINU,BAN,,1.000
1294211,0,0,1,LARI,LAR,,1.000
1294211,0,1,1,LARI,LAR,,0.688
1294211,0,1,2,PICE,MAR,,0.250
1294211,0,1,3,ABIE,BAL,,0.063
1294421,0,1,1,POPU,TRE,,0.667
1294421,0,1,2,SALI,SPP,,0.333
1294451,0,0,1,THUJ,OCC,,0.708
1294451,0,0,2,POPU,BAL,,0.125
1294451,0,0,3,ABIE,BAL,,0.097
1294451,0,0,4,PICE,GLA,,0.069
1294451,0,1,1,THUJ,OCC,,0.728
1294451,0,1,2,ABIE,BAL,,0.123
1294451,0,1,3,PICE,GLA,,0.074
1294451,0,1,4,POPU,BAL,,0.074
1300521,0,0,1,ABIE,LAS,,0.867
1300521,0,0,2,PICE,ENG,GLA,0.133
1300521,0,1,1,ABIE,LAS,,0.853
1300521,0,1,2,PICE,ENG,GLA,0.147
1300581,0,0,1,ABIE,LAS,,0.875
1300581,0,0,2,PICE,ENG,GLA,0.125
1300581,0,1,1,ABIE,LAS,,0.895
1300581,0,1,2,PICE,ENG,GLA,0.105
1300611,0,0,1,PICE,ENG,,0.704
1300611,0,0,2,ABIE,LAS,,0.296
1300636,0,0,1,PINU,CON,,0.769
1300636,0,0,2,POPU,TRE,,0.154
1300636,0,0,3,PICE,GLA,,0.077
1301131,0,0,1,PICE,MAR,,1.000
1301131,0,1,1,PICE,MAR,,0.929
1301131,0,1,2,BETU,PAP,,0.071
1301131,0,2,1,PICE,MAR,,0.750
1301131,0,2,2,ABIE,BAL,,0.125
1301131,0,2,3,BETU,PAP,,0.125
1301296,0,0,1,ACER,SAH,,0.444
1301296,0,0,2,PICE,GLA,,0.222
1301296,0,0,3,ABIE,BAL,,0.111
1301296,0,0,4,MALU,SPP,,0.111
1301296,0,0,5,OSTR,VIR,,0.111
1301296,0,1,1,ACER,SAH,,0.333
1301296,0,1,2,OSTR,VIR,,0.250
1301296,0,1,3,PICE,GLA,,0.167
1301296,0,1,4,ABIE,BAL,,0.083
1301296,0,1,5,MALU,SPP,,0.083
1301296,0,1,6,TILI,AME,,0.083
1301301,0,0,1,ACER,SAH,,0.913
1301301,0,0,2,FAGU,GRA,,0.087
1301301,0,1,1,ACER,SAH,,0.857
1301301,0,1,2,FAGU,GRA,,0.095
1301301,0,1,3,OSTR,VIR,,0.048
1301301,0,2,1,ACER,SAH,,0.526
1301301,0,2,2,FAGU,GRA,,0.316
1301301,0,2,3,ACER,RUB,,0.105
1301301,0,2,4,OSTR,VIR,,0.053
1301311,0,0,1,ACER,SAH,,0.568
1301311,0,0,2,OSTR,VIR,,0.295
1301311,0,0,3,QUER,RUB,,0.136
1301311,0,1,1,ACER,SAH,,0.545
1301311,0,1,2,OSTR,VIR,,0.318
1301311,0,1,3,QUER,RUB,,0.136
1301321,0,0,1,ACER,SAH,,0.889
1301321,0,0,2,ABIE,BAL,,0.111
1301321,0,1,1,ACER,SAH,,1.000
1301361,0,0,1,THUJ,OCC,,0.872
1301361,0,0,2,ABIE,BAL,,0.051
1301361,0,0,3,PICE,GLA,,0.038
1301361,0,0,4,BETU,PAP,,0.026
1301361,0,0,5,POPU,TRE,,0.013
1301366,0,0,1,THUJ,OCC,,0.780
1301366,0,0,2,ABIE,BAL,,0.183
1301366,0,0,3,POPU,TRE,,0.037
1301366,0,1,1,THUJ,OCC,,0.728
1301366,0,1,2,ABIE,BAL,,0.239
1301366,0,1,3,POPU,TRE,,0.033
1301376,0,0,1,ACER,SAH,,1.000
1301376,0,1,1,ACER,SAH,,0.765
1301376,0,1,2,FRAX,AME,,0.118
1301376,0,1,3,ULMU,AME,,0.118
1301391,0,0,1,THUJ,OCC,,1.000
1301391,0,1,1,THUJ,OCC,,1.000
1301396,0,0,1,ACER,SAH,,0.362
1301396,0,0,2,TILI,AME,,0.298
1301396,0,0,3,FRAX,AME,,0.191
1301396,0,0,4,ULMU,AME,,0.085
1301396,0,0,5,BETU,PAP,,0.043
1301396,0,0,6,PRUN,SER,,0.021
1301396,0,1,1,ACER,SAH,,0.395
1301396,0,1,2,TILI,AME,,0.316
1301396,0,1,3,FRAX,AME,,0.158
1301396,0,1,4,BETU,PAP,,0.053
1301396,0,1,5,ULMU,AME,,0.053
1301396,0,1,6,PRUN,SER,,0.026
1307371,0,0,1,TSUG,MER,,0.526
1307371,0,0,2,ABIE,LAS,,0.447
1307371,0,0,3,ABIE,AMA,,0.026
1307371,0,1,1,TSUG,MER,,0.571
1307371,0,1,2,ABIE,LAS,,0.429
1307391,0,0,1,ABIE,LAS,,0.500
1307391,0,0,2,PINU,CON,,0.300
1307391,0,0,3,PICE,SPP,,0.200
1307391,0,1,1,PINU,CON,,0.750
1307391,0,1,2,ABIE,LAS,,0.188
1307391,0,1,3,PICE,ENG,GLA,0.063
1307401,0,0,1,PICE,GLA,,0.536
1307401,0,0,2,ABIE,LAS,,0.321
1307401,0,0,3,PINU,CON,,0.143
1307401,0,1,1,PICE,GLA,,0.533
1307401,0,1,2,ABIE,LAS,,0.333
1307401,0,1,3,PINU,CON,,0.133
1307441,0,0,1,PINU,CON,,0.631
1307441,0,0,2,PICE,MAR,,0.338
1307441,0,0,3,POPU,TRE,,0.031
1307441,0,1,1,PICE,MAR,,0.765
1307441,0,1,2,PINU,CON,,0.118
1307441,0,1,3,POPU,TRE,,0.118
1307451,0,0,1,ABIE,LAS,,0.400
1307451,0,0,2,PICE,ENG,GLA,0.400
1307451,0,0,3,PINU,CON,,0.200
1307451,0,1,1,ABIE,LAS,,0.759
1307451,0,1,2,POPU,BAL,,0.103
1307451,0,1,3,PICE,ENG,GLA,0.069
1307451,0,1,4,PINU,CON,,0.034
1307451,0,1,5,POPU,TRE,,0.034
1307511,0,0,1,PINU,CON,,0.889
1307511,0,0,2,UNKN,SPP,,0.067
1307511,0,0,3,PICE,GLA,,0.044
1307516,0,0,1,PINU,CON,,0.640
1307516,0,0,2,PICE,MAR,,0.360
1307731,0,0,1,POPU,TRE,,0.952
1307731,0,0,2,PICE,GLA,,0.048
1307731,0,1,1,POPU,TRE,,0.944
1307731,0,1,2,PICE,GLA,,0.056
1307826,0,0,1,POPU,TRE,,0.854
1307826,0,0,2,BETU,PAP,,0.083
1307826,0,0,3,POPU,SPP,,0.042
1307826,0,0,4,POPU,BAL,,0.021
1307826,0,1,1,POPU,TRE,,0.833
1307826,0,1,2,BETU,PAP,,0.146
1307826,0,1,3,POPU,BAL,,0.021
1307826,0,2,1,POPU,TRE,,0.500
1307826,0,2,2,BETU,PAP,,0.375
1307826,0,2,3,POPU,BAL,,0.125
1307926,0,0,1,PICE,MAR,,0.524
1307926,0,0,2,PINU,BAN,,0.429
1307926,0,0,3,PICE,GLA,,0.048
1307926,0,1,1,PICE,MAR,,0.538
1307926,0,1,2,PINU,BAN,,0.385
1307926,0,1,3,PICE,GLA,,0.051
1307926,0,1,4,ABIE,BAL,,0.026
1308251,0,0,1,ACER,SAH,,0.478
1308251,0,0,2,FRAX,AME,,0.304
1308251,0,0,3,TILI,AME,,0.130
1308251,0,0,4,ULMU,AME,,0.087
1308251,0,1,1,ACER,SAH,,0.467
1308251,0,1,2,FRAX,AME,,0.267
1308251,0,1,3,TILI,AME,,0.200
1308251,0,1,4,ULMU,AME,,0.067
1308261,0,0,1,ABIE,BAL,,0.355
1308261,0,0,2,THUJ,OCC,,0.323
1308261,0,0,3,TSUG,CAN,,0.290
1308261,0,0,4,ULMU,AME,,0.032
1308261,0,1,1,TSUG,CAN,,0.378
1308261,0,1,2,ABIE,BAL,,0.311
1308261,0,1,3,THUJ,OCC,,0.289
1308261,0,1,4,ULMU,AME,,0.022
1314251,0,0,1,TSUG,MER,,0.500
1314251,0,0,2,ABIE,AMA,,0.357
1314251,0,0,3,TSUG,HET,,0.143
1314251,0,1,1,TSUG,MER,,0.462
1314251,0,1,2,ABIE,AMA,,0.385
1314251,0,1,3,TSUG,HET,,0.154
1314291,0,0,1,PINU,CON,,1.000
1314291,0,1,1,PINU,CON,,1.000
1314311,0,0,1,PINU,CON,LAT,0.677
1314311,0,0,2,PICE,ENG,GLA,0.323
1314351,0,1,1,PICE,ENG,GLA,1.000
1314376,0,0,1,ABIE,LAS,,0.957
1314376,0,0,2,PICE,ENG,,0.043
1314376,0,1,1,ABIE,LAS,,0.960
1314376,0,1,2,PICE,ENG,,0.040
1314391,0,0,1,PINU,CON,,0.871
1314391,0,0,2,ABIE,BAL,,0.129
1314711,0,0,1,POPU,TRE,,0.918
1314711,0,0,2,PICE,GLA,,0.041
1314711,0,0,3,POPU,BAL,,0.041
1314711,0,1,1,POPU,TRE,,0.885
1314711,0,1,2,PICE,GLA,,0.058
1314711,0,1,3,PICE,MAR,,0.029
1314711,0,1,4,POPU,BAL,,0.029
1314711,0,2,1,POPU,TRE,,0.800
1314711,0,2,2,PICE,MAR,,0.130
1314711,0,2,3,PICE,GLA,,0.052
1314711,0,2,4,POPU,BAL,,0.017
1314811,0,0,1,POPU,TRE,,0.826
1314811,0,0,2,PICE,GLA,,0.130
1314811,0,0,3,ABIE,BAL,,0.043
1314811,0,1,1,POPU,TRE,,0.778
1314811,0,1,2,PICE,GLA,,0.148
1314811,0,1,3,ABIE,BAL,,0.074
1314831,0,0,1,ABIE,BAL,,0.364
1314831,0,0,2,POPU,TRE,,0.341
1314831,0,0,3,BETU,PAP,,0.205
1314831,0,0,4,PICE,MAR,,0.068
1314831,0,0,5,PICE,GLA,,0.023
1314831,0,1,1,POPU,TRE,,0.375
1314831,0,1,2,ABIE,BAL,,0.333
1314831,0,1,3,BETU,PAP,,0.208
1314831,0,1,4,PICE,MAR,,0.063
1314831,0,1,5,PICE,GLA,,0.021
1314831,0,2,1,ABIE,BAL,,0.417
1314831,0,2,2,POPU,TRE,,0.317
1314831,0,2,3,BETU,PAP,,0.150
1314831,0,2,4,PICE,MAR,,0.083
1314831,0,2,5,PICE,GLA,,0.033
1314846,0,0,1,PINU,BAN,,1.000
1314846,0,1,1,PINU,BAN,,1.000
1314851,0,0,1,PICE,MAR,,0.889
1314851,0,0,2,PINU,BAN,,0.111
1314851,0,1,1,PICE,MAR,,0.700
1314851,0,1,2,BETU,PAP,,0.200
1314851,0,1,3,PINU,BAN,,0.100
1314851,0,2,1,PICE,MAR,,0.545
1314851,0,2,2,BETU,PAP,,0.364
1314851,0,2,3,PINU,BAN,,0.091
1321141,0,0,1,ABIE,LAS,,0.920
1321141,0,0,2,PINU,ALB,,0.060
1321141,0,0,3,TSUG,HET,,0.020
1321206,0,0,1,POPU,TRE,,0.476
1321206,0,0,2,PICE,ENG,GLA,0.333
1321206,0,0,3,PINU,CON,,0.190
1321206,0,1,1,POPU,TRE,,0.714
1321206,0,1,2,PICE,ENG,GLA,0.286
1321236,0,0,1,PICE,ENG,GLA,0.941
1321236,0,0,2,POPU,TRI,,0.059
1321236,0,1,1,PICE,ENG,GLA,0.914
1321236,0,1,2,POPU,TRI,,0.057
1321236,0,1,3,ABIE,LAS,,0.029
1321306,0,0,1,PINU,BAN,,0.667
1321306,0,0,2,PICE,GLA,,0.111
1321306,0,0,3,PICE,MAR,,0.111
1321306,0,0,4,POPU,TRE,,0.111
1321306,1,0,1,PICE,MAR,,0.893
1321306,1,0,2,PINU,CON,,0.071
1321306,1,0,3,PICE,GLA,,0.018
1321306,1,0,4,POPU,TRE,,0.018
1321321,0,0,1,PINU,BAN,,0.429
1321321,0,0,2,ABIE,BAL,,0.214
1321321,0,0,3,PICE,MAR,,0.143
1321321,0,0,4,POPU,TRE,,0.143
1321321,0,0,5,PICE,GLA,,0.036
1321321,0,0,6,POPU,BAL,,0.036
1321341,0,0,1,POPU,TRE,,0.935
1321341,0,0,2,PICE,GLA,,0.065
1321341,1,0,1,POPU,TRE,,0.724
1321341,1,0,2,PICE,GLA,,0.276
1321581,0,0,1,POPU,TRE,,0.647
1321581,0,0,2,SALI,SPP,,0.235
1321581,0,0,3,POPU,BAL,,0.118
1321581,0,1,1,POPU,TRE,,0.700
1321581,0,1,2,POPU,BAL,,0.200
1321581,0,1,3,BETU,PAP,,0.100
1321586,0,0,1,POPU,TRE,,0.919
1321586,0,0,2,BETU,PAP,,0.047
1321586,0,0,3,PICE,GLA,,0.035
1321586,0,1,1,POPU,TRE,,0.920
1321586,0,1,2,BETU,PAP,,0.046
1321586,0,1,3,PICE,GLA,,0.034
1321586,0,2,1,POPU,TRE,,0.899
1321586,0,2,2,BETU,PAP,,0.072
1321586,0,2,3,PICE,GLA,,0.029
1321686,0,0,1,BETU,PAP,,0.667
1321686,0,0,2,PINU,BAN,,0.333
1321686,0,1,1,BETU,PAP,,0.500
1321686,0,1,2,PINU,BAN,,0.250
1321686,0,1,3,POPU,TRE,,0.250
1321711,0,0,1,PINU,BAN,,1.000
1321711,0,1,1,PINU,BAN,,1.000
1321751,0,0,1,PICE,MAR,,1.000
1321751,0,1,1,PICE,MAR,,1.000
1321791,0,0,1,ABIE,BAL,,0.792
1321791,0,0,2,PICE,GLA,,0.083
1321791,0,0,3,PICE,MAR,,0.083
1321791,0,0,4,POPU,TRE,,0.042
1321791,0,1,1,ABIE,BAL,,0.944
1321791,0,1,2,PICE,GLA,,0.056
1327976,0,0,1,THUJ,PLI,,0.444
1327976,0,0,2,TSUG,HET,,0.194
1327976,0,0,3,CHAM,NOO,,0.167
1327976,0,0,4,PINU,CON,CON,0.167
1327976,0,0,5,TSUG,MER,,0.028
1327976,0,1,1,THUJ,PLI,,0.457
1327976,0,1,2,TSUG,HET,,0.200
1327976,0,1,3,PINU,CON,CON,0.171
1327976,0,1,4,CHAM,NOO,,0.143
1327976,0,1,5,TSUG,MER,,0.029
1328041,0,0,1,PICE,ENG,GLA,0.806
1328041,0,0,2,PINU,CON,LAT,0.194
1328041,0,1,1,PICE,ENG,GLA,1.000
1328066,0,0,1,ABIE,LAS,,1.000
1328066,0,1,1,ABIE,LAS,,0.700
1328066,0,1,2,POPU,TRE,,0.225
1328066,0,1,3,PICE,ENG,GLA,0.075
1328086,0,0,1,PINU,CON,,0.808
1328086,0,0,2,PICE,ENG,GLA,0.192
1328106,0,0,1,BETU,PAP,,0.727
1328106,0,0,2,POPU,BAL,,0.182
1328106,0,0,3,POPU,TRE,,0.091
1328176,0,0,1,PICE,MAR,,0.654
1328176,0,0,2,PINU,CON,,0.336
1328176,0,0,3,PICE,GLA,,0.009
1328196,0,0,1,PICE,MAR,,0.800
1328196,0,0,2,LARI,LAR,,0.200
1328496,0,0,1,BETU,PAP,,0.469
1328496,0,0,2,FRAX,PEN,SUB,0.219
1328496,0,0,3,POPU,TRE,,0.219
1328496,0,0,4,QUER,MAC,,0.094
1328496,0,1,1,BETU,PAP,,0.323
1328496,0,1,2,FRAX,PEN,SUB,0.290
1328496,0,1,3,POPU,TRE,,0.290
1328496,0,1,4,QUER,MAC,,0.097
1328581,0,0,1,PICE,MAR,,0.667
1328581,0,0,2,LARI,LAR,,0.333
1328581,0,1,1,PICE,MAR,,0.750
1328581,0,1,2,LARI,LAR,,0.250
1328586,0,0,1,PICE,MAR,,1.000
1328586,0,1,1,PICE,MAR,,0.750
1328586,0,1,2,LARI,LAR,,0.250
1328616,0,0,1,BETU,PAP,,0.632
1328616,0,0,2,PICE,MAR,,0.211
1328616,0,0,3,PICE,GLA,,0.105
1328616,0,0,4,PINU,RES,,0.053
1328616,0,1,1,BETU,PAP,,0.448
1328616,0,1,2,ABIE,BAL,,0.241
1328616,0,1,3,PICE,MAR,,0.138
1328616,0,1,4,PICE,GLA,,0.069
1328616,0,1,5,PINU,RES,,0.034
1328616,0,1,6,PINU,STR,,0.034
1328616,0,1,7,THUJ,OCC,,0.034
1328626,0,0,1,POPU,GRA,,0.353
1328626,0,0,2,ACER,RUB,,0.294
1328626,0,0,3,POPU,TRE,,0.294
1328626,0,0,4,PINU,BAN,,0.059
1328626,0,1,1,ACER,RUB,,0.333
